Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,640221,-,-,-,42.74,-110.05,-7,2165,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature,GHI,Solar Zenith Angle,Precipitable Water
2022,1,1,0,0,0,0,1.6,-22.6,0,159.66,0.2
2022,1,1,0,15,0,0,1.6,-22.8,0,160.17000000000002,0.2
2022,1,1,0,30,0,0,1.6,-23.1,0,160.21,0.1
2022,1,1,0,45,0,0,1.6,-23.3,0,159.76,0.1
2022,1,1,1,0,0,0,1.7000000000000002,-23.5,0,158.86,0.1
2022,1,1,1,15,0,0,1.7000000000000002,-23.700000000000003,0,157.56,0.1
2022,1,1,1,30,0,0,1.7000000000000002,-23.900000000000002,0,155.93,0.1
2022,1,1,1,45,0,0,1.7000000000000002,-24.1,0,154.04,0.1
2022,1,1,2,0,0,0,1.7000000000000002,-24.3,0,151.93,0.1
2022,1,1,2,15,0,0,1.7000000000000002,-24.400000000000002,0,149.65,0.1
2022,1,1,2,30,0,0,1.7000000000000002,-24.6,0,147.25,0.1
2022,1,1,2,45,0,0,1.7000000000000002,-24.8,0,144.75,0.1
2022,1,1,3,0,0,0,1.7000000000000002,-24.900000000000002,0,142.18,0.1
2022,1,1,3,15,0,0,1.7000000000000002,-25.1,0,139.55,0.1
2022,1,1,3,30,0,0,1.7000000000000002,-25.200000000000003,0,136.87,0.1
2022,1,1,3,45,0,0,1.7000000000000002,-25.3,0,134.16,0.1
2022,1,1,4,0,0,0,1.7000000000000002,-25.400000000000002,0,131.43,0.1
2022,1,1,4,15,0,0,1.7000000000000002,-25.5,0,128.69,0.1
2022,1,1,4,30,0,0,1.7000000000000002,-25.5,0,125.94,0.1
2022,1,1,4,45,0,0,1.7000000000000002,-25.5,0,123.19,0.1
2022,1,1,5,0,0,0,1.7000000000000002,-25.5,0,120.44,0.1
2022,1,1,5,15,0,0,1.7000000000000002,-25.5,0,117.69,0.1
2022,1,1,5,30,0,0,1.7000000000000002,-25.5,0,114.97,0.1
2022,1,1,5,45,0,0,1.7000000000000002,-25.5,0,112.26,0.1
2022,1,1,6,0,0,0,1.7000000000000002,-25.400000000000002,0,109.57000000000001,0.1
2022,1,1,6,15,0,0,1.7000000000000002,-25.5,0,106.91,0.1
2022,1,1,6,30,0,0,1.7000000000000002,-25.5,0,104.27,0.1
2022,1,1,6,45,0,0,1.7000000000000002,-25.6,0,101.68,0.1
2022,1,1,7,0,0,0,1.7000000000000002,-25.6,0,99.12,0.1
2022,1,1,7,15,0,0,1.7000000000000002,-25.6,0,96.61,0.1
2022,1,1,7,30,0,0,1.7000000000000002,-25.5,0,94.14,0.1
2022,1,1,7,45,0,0,1.7000000000000002,-25.5,0,91.73,0.1
2022,1,1,8,0,0,0,1.7000000000000002,-25.400000000000002,0,89.03,0.1
2022,1,1,8,15,25,1,1.9000000000000001,-24.700000000000003,25,86.9,0.1
2022,1,1,8,30,22,665,2,-24,82,84.76,0.1
2022,1,1,8,45,26,749,2.1,-23.3,122,82.66,0.1
2022,1,1,9,0,80,4,2.2,-22.6,80,80.64,0.1
2022,1,1,9,15,33,858,2.4000000000000004,-21.5,201,78.71000000000001,0.1
2022,1,1,9,30,36,896,2.5,-20.400000000000002,240,76.87,0.1
2022,1,1,9,45,39,926,2.6,-19.3,276,75.15,0.1
2022,1,1,10,0,41,951,2.8000000000000003,-18.2,310,73.54,0.1
2022,1,1,10,15,43,971,2.9000000000000004,-17.5,342,72.05,0.1
2022,1,1,10,30,44,987,3.1,-16.900000000000002,370,70.71000000000001,0.1
2022,1,1,10,45,46,1000,3.2,-16.3,396,69.5,0.1
2022,1,1,11,0,47,1010,3.3000000000000003,-15.600000000000001,418,68.45,0.1
2022,1,1,11,15,48,1019,3.5,-15.3,437,67.56,0.1
2022,1,1,11,30,49,1025,3.7,-15,452,66.83,0.1
2022,1,1,11,45,50,1030,3.8000000000000003,-14.600000000000001,464,66.27,0.1
2022,1,1,12,0,50,1033,4,-14.3,472,65.9,0.1
2022,1,1,12,15,50,1035,4.1000000000000005,-14.200000000000001,476,65.7,0.1
2022,1,1,12,30,50,1035,4.1000000000000005,-14.100000000000001,477,65.68,0.1
2022,1,1,12,45,50,1034,4.2,-14,473,65.84,0.1
2022,1,1,13,0,50,1031,4.2,-13.9,466,66.19,0.1
2022,1,1,13,15,49,1026,4.2,-13.9,455,66.71000000000001,0.1
2022,1,1,13,30,49,1020,4.2,-13.9,440,67.4,0.1
2022,1,1,13,45,48,1012,4.2,-13.9,422,68.26,0.1
2022,1,1,14,0,47,1001,4.2,-13.9,401,69.29,0.1
2022,1,1,14,15,45,965,4.1000000000000005,-14.100000000000001,367,70.46000000000001,0.2
2022,1,1,14,30,43,949,4,-14.3,340,71.78,0.2
2022,1,1,14,45,41,930,3.9000000000000004,-14.5,309,73.24,0.2
2022,1,1,15,0,39,906,3.8000000000000003,-14.600000000000001,276,74.83,0.2
2022,1,1,15,15,37,877,3.5,-15.100000000000001,241,76.53,0.2
2022,1,1,15,30,34,840,3.3000000000000003,-15.600000000000001,204,78.35000000000001,0.2
2022,1,1,15,45,31,794,3.1,-16,165,80.26,0.2
2022,1,1,16,0,27,735,2.9000000000000004,-16.5,126,82.27,0.2
2022,1,1,16,15,23,656,2.8000000000000003,-17.3,87,84.35000000000001,0.2
2022,1,1,16,30,31,2,2.6,-18,31,86.49,0.2
2022,1,1,16,45,10,0,2.5,-18.8,10,88.63,0.2
2022,1,1,17,0,0,0,2.4000000000000004,-19.5,0,91.27,0.2
2022,1,1,17,15,0,0,2.4000000000000004,-20,0,93.67,0.30000000000000004
2022,1,1,17,30,0,0,2.4000000000000004,-20.5,0,96.12,0.30000000000000004
2022,1,1,17,45,0,0,2.4000000000000004,-20.900000000000002,0,98.63,0.30000000000000004
2022,1,1,18,0,0,0,2.4000000000000004,-21.400000000000002,0,101.17,0.30000000000000004
2022,1,1,18,15,0,0,2.5,-21.6,0,103.76,0.30000000000000004
2022,1,1,18,30,0,0,2.5,-21.8,0,106.39,0.30000000000000004
2022,1,1,18,45,0,0,2.6,-22,0,109.05,0.30000000000000004
2022,1,1,19,0,0,0,2.6,-22.3,0,111.73,0.30000000000000004
2022,1,1,19,15,0,0,2.6,-22.400000000000002,0,114.43,0.30000000000000004
2022,1,1,19,30,0,0,2.6,-22.5,0,117.16,0.4
2022,1,1,19,45,0,0,2.6,-22.6,0,119.9,0.4
2022,1,1,20,0,0,0,2.6,-22.8,0,122.64,0.4
2022,1,1,20,15,0,0,2.6,-22.8,0,125.4,0.4
2022,1,1,20,30,0,0,2.6,-22.900000000000002,0,128.15,0.4
2022,1,1,20,45,0,0,2.6,-22.900000000000002,0,130.89000000000001,0.4
2022,1,1,21,0,0,0,2.6,-23,0,133.62,0.4
2022,1,1,21,15,0,0,2.6,-23,0,136.33,0.4
2022,1,1,21,30,0,0,2.6,-22.900000000000002,0,139.01,0.4
2022,1,1,21,45,0,0,2.7,-22.900000000000002,0,141.65,0.4
2022,1,1,22,0,0,0,2.7,-22.900000000000002,0,144.24,0.4
2022,1,1,22,15,0,0,2.6,-22.900000000000002,0,146.75,0.4
2022,1,1,22,30,0,0,2.6,-22.900000000000002,0,149.17000000000002,0.4
2022,1,1,22,45,0,0,2.6,-22.8,0,151.46,0.4
2022,1,1,23,0,0,0,2.5,-22.8,0,153.6,0.4
2022,1,1,23,15,0,0,2.5,-22.8,0,155.53,0.4
2022,1,1,23,30,0,0,2.5,-22.8,0,157.21,0.4
2022,1,1,23,45,0,0,2.4000000000000004,-22.8,0,158.57,0.4
2022,1,2,0,0,0,0,2.4000000000000004,-22.8,0,159.55,0.4
2022,1,2,0,15,0,0,2.4000000000000004,-22.8,0,160.08,0.4
2022,1,2,0,30,0,0,2.4000000000000004,-22.8,0,160.13,0.4
2022,1,2,0,45,0,0,2.4000000000000004,-22.700000000000003,0,159.70000000000002,0.4
2022,1,2,1,0,0,0,2.4000000000000004,-22.700000000000003,0,158.81,0.4
2022,1,2,1,15,0,0,2.5,-22.700000000000003,0,157.53,0.4
2022,1,2,1,30,0,0,2.5,-22.700000000000003,0,155.91,0.4
2022,1,2,1,45,0,0,2.6,-22.700000000000003,0,154.03,0.4
2022,1,2,2,0,0,0,2.6,-22.700000000000003,0,151.93,0.4
2022,1,2,2,15,0,0,2.6,-22.6,0,149.66,0.4
2022,1,2,2,30,0,0,2.6,-22.6,0,147.27,0.4
2022,1,2,2,45,0,0,2.7,-22.5,0,144.77,0.4
2022,1,2,3,0,0,0,2.7,-22.5,0,142.20000000000002,0.30000000000000004
2022,1,2,3,15,0,0,2.7,-22.5,0,139.57,0.30000000000000004
2022,1,2,3,30,0,0,2.6,-22.400000000000002,0,136.9,0.30000000000000004
2022,1,2,3,45,0,0,2.6,-22.400000000000002,0,134.2,0.30000000000000004
2022,1,2,4,0,0,0,2.6,-22.400000000000002,0,131.47,0.30000000000000004
2022,1,2,4,15,0,0,2.5,-22.3,0,128.72,0.30000000000000004
2022,1,2,4,30,0,0,2.5,-22.200000000000003,0,125.97,0.30000000000000004
2022,1,2,4,45,0,0,2.4000000000000004,-22.1,0,123.22,0.30000000000000004
2022,1,2,5,0,0,0,2.4000000000000004,-22.1,0,120.47,0.30000000000000004
2022,1,2,5,15,0,0,2.3000000000000003,-22,0,117.73,0.30000000000000004
2022,1,2,5,30,0,0,2.2,-21.900000000000002,0,115,0.30000000000000004
2022,1,2,5,45,0,0,2.2,-21.8,0,112.29,0.30000000000000004
2022,1,2,6,0,0,0,2.1,-21.700000000000003,0,109.60000000000001,0.30000000000000004
2022,1,2,6,15,0,0,2,-21.700000000000003,0,106.93,0.30000000000000004
2022,1,2,6,30,0,0,1.9000000000000001,-21.700000000000003,0,104.3,0.30000000000000004
2022,1,2,6,45,0,0,1.9000000000000001,-21.6,0,101.7,0.30000000000000004
2022,1,2,7,0,0,0,1.8,-21.6,0,99.14,0.30000000000000004
2022,1,2,7,15,0,0,1.7000000000000002,-21.5,0,96.62,0.30000000000000004
2022,1,2,7,30,0,0,1.6,-21.3,0,94.16,0.30000000000000004
2022,1,2,7,45,0,0,1.6,-21.200000000000003,0,91.74,0.30000000000000004
2022,1,2,8,0,0,0,1.5,-21.1,0,89.04,0.30000000000000004
2022,1,2,8,15,19,0,1.4000000000000001,-20.400000000000002,19,86.91,0.30000000000000004
2022,1,2,8,30,34,1,1.3,-19.700000000000003,34,84.76,0.30000000000000004
2022,1,2,8,45,51,2,1.2000000000000002,-19,51,82.66,0.30000000000000004
2022,1,2,9,0,99,155,1.1,-18.400000000000002,124,80.63,0.30000000000000004
2022,1,2,9,15,110,252,1.2000000000000002,-17.3,159,78.69,0.30000000000000004
2022,1,2,9,30,128,275,1.2000000000000002,-16.3,191,76.85000000000001,0.30000000000000004
2022,1,2,9,45,137,336,1.3,-15.3,223,75.12,0.30000000000000004
2022,1,2,10,0,132,452,1.3,-14.200000000000001,260,73.51,0.30000000000000004
2022,1,2,10,15,157,394,1.2000000000000002,-13.600000000000001,279,72.02,0.30000000000000004
2022,1,2,10,30,156,459,1.1,-12.9,308,70.66,0.30000000000000004
2022,1,2,10,45,178,443,1,-12.3,334,69.45,0.30000000000000004
2022,1,2,11,0,185,456,0.9,-11.600000000000001,353,68.39,0.30000000000000004
2022,1,2,11,15,217,365,0.8,-11.200000000000001,356,67.49,0.30000000000000004
2022,1,2,11,30,249,286,0.7000000000000001,-10.700000000000001,362,66.76,0.30000000000000004
2022,1,2,11,45,213,439,0.6000000000000001,-10.200000000000001,390,66.2,0.30000000000000004
2022,1,2,12,0,193,528,0.5,-9.8,410,65.81,0.30000000000000004
2022,1,2,12,15,216,436,0.6000000000000001,-9.4,396,65.61,0.4
2022,1,2,12,30,204,486,0.8,-9.1,405,65.59,0.4
2022,1,2,12,45,197,509,0.9,-8.8,406,65.74,0.4
2022,1,2,13,0,189,556,1,-8.5,414,66.08,0.4
2022,1,2,13,15,177,601,1.1,-8.4,415,66.6,0.4
2022,1,2,13,30,49,969,1.2000000000000002,-8.200000000000001,423,67.29,0.4
2022,1,2,13,45,48,960,1.3,-8.1,405,68.15,0.4
2022,1,2,14,0,46,950,1.3,-8,384,69.17,0.4
2022,1,2,14,15,163,483,1.2000000000000002,-8.200000000000001,326,70.34,0.4
2022,1,2,14,30,143,547,1.1,-8.3,315,71.66,0.4
2022,1,2,14,45,42,902,1,-8.5,304,73.11,0.4
2022,1,2,15,0,39,878,1,-8.6,271,74.7,0.4
2022,1,2,15,15,154,116,0.9,-9.200000000000001,182,76.4,0.4
2022,1,2,15,30,129,38,0.8,-9.9,136,78.21000000000001,0.4
2022,1,2,15,45,73,514,0.8,-10.5,161,80.13,0.4
2022,1,2,16,0,76,13,0.7000000000000001,-11.200000000000001,78,82.13,0.4
2022,1,2,16,15,51,5,0.7000000000000001,-11.9,52,84.21000000000001,0.4
2022,1,2,16,30,19,0,0.8,-12.700000000000001,19,86.36,0.4
2022,1,2,16,45,9,0,0.8,-13.4,9,88.51,0.4
2022,1,2,17,0,0,0,0.8,-14.200000000000001,0,91.13,0.4
2022,1,2,17,15,0,0,0.8,-14.5,0,93.53,0.4
2022,1,2,17,30,0,0,0.8,-14.8,0,95.98,0.4
2022,1,2,17,45,0,0,0.8,-15.200000000000001,0,98.48,0.4
2022,1,2,18,0,0,0,0.8,-15.5,0,101.03,0.4
2022,1,2,18,15,0,0,0.8,-15.700000000000001,0,103.62,0.4
2022,1,2,18,30,0,0,0.8,-16,0,106.25,0.4
2022,1,2,18,45,0,0,0.8,-16.2,0,108.9,0.4
2022,1,2,19,0,0,0,0.8,-16.400000000000002,0,111.59,0.4
2022,1,2,19,15,0,0,0.8,-16.6,0,114.29,0.4
2022,1,2,19,30,0,0,0.8,-16.900000000000002,0,117.02,0.4
2022,1,2,19,45,0,0,0.8,-17.1,0,119.76,0.4
2022,1,2,20,0,0,0,0.8,-17.3,0,122.5,0.4
2022,1,2,20,15,0,0,0.8,-17.400000000000002,0,125.26,0.4
2022,1,2,20,30,0,0,0.7000000000000001,-17.5,0,128.01,0.4
2022,1,2,20,45,0,0,0.7000000000000001,-17.6,0,130.75,0.4
2022,1,2,21,0,0,0,0.7000000000000001,-17.7,0,133.48,0.4
2022,1,2,21,15,0,0,0.7000000000000001,-17.7,0,136.19,0.4
2022,1,2,21,30,0,0,0.6000000000000001,-17.8,0,138.87,0.4
2022,1,2,21,45,0,0,0.6000000000000001,-17.8,0,141.51,0.4
2022,1,2,22,0,0,0,0.6000000000000001,-17.8,0,144.09,0.30000000000000004
2022,1,2,22,15,0,0,0.5,-17.900000000000002,0,146.61,0.30000000000000004
2022,1,2,22,30,0,0,0.5,-17.900000000000002,0,149.02,0.30000000000000004
2022,1,2,22,45,0,0,0.4,-17.900000000000002,0,151.32,0.30000000000000004
2022,1,2,23,0,0,0,0.4,-18,0,153.46,0.30000000000000004
2022,1,2,23,15,0,0,0.4,-18,0,155.4,0.30000000000000004
2022,1,2,23,30,0,0,0.4,-18.1,0,157.08,0.30000000000000004
2022,1,2,23,45,0,0,0.5,-18.1,0,158.45000000000002,0.30000000000000004
2022,1,3,0,0,0,0,0.5,-18.1,0,159.43,0.30000000000000004
2022,1,3,0,15,0,0,0.6000000000000001,-18.1,0,159.98,0.30000000000000004
2022,1,3,0,30,0,0,0.6000000000000001,-18.1,0,160.04,0.30000000000000004
2022,1,3,0,45,0,0,0.6000000000000001,-18.1,0,159.63,0.2
2022,1,3,1,0,0,0,0.6000000000000001,-18.1,0,158.76,0.2
2022,1,3,1,15,0,0,0.6000000000000001,-18.1,0,157.49,0.2
2022,1,3,1,30,0,0,0.6000000000000001,-18,0,155.89000000000001,0.2
2022,1,3,1,45,0,0,0.6000000000000001,-18,0,154.01,0.2
2022,1,3,2,0,0,0,0.6000000000000001,-17.900000000000002,0,151.92000000000002,0.2
2022,1,3,2,15,0,0,0.6000000000000001,-17.900000000000002,0,149.66,0.2
2022,1,3,2,30,0,0,0.6000000000000001,-17.900000000000002,0,147.28,0.2
2022,1,3,2,45,0,0,0.6000000000000001,-17.8,0,144.79,0.2
2022,1,3,3,0,0,0,0.6000000000000001,-17.8,0,142.22,0.2
2022,1,3,3,15,0,0,0.6000000000000001,-17.8,0,139.6,0.2
2022,1,3,3,30,0,0,0.6000000000000001,-17.8,0,136.92000000000002,0.2
2022,1,3,3,45,0,0,0.6000000000000001,-17.8,0,134.22,0.2
2022,1,3,4,0,0,0,0.6000000000000001,-17.8,0,131.49,0.2
2022,1,3,4,15,0,0,0.6000000000000001,-17.8,0,128.75,0.2
2022,1,3,4,30,0,0,0.6000000000000001,-17.7,0,126,0.2
2022,1,3,4,45,0,0,0.6000000000000001,-17.7,0,123.25,0.2
2022,1,3,5,0,0,0,0.6000000000000001,-17.7,0,120.5,0.2
2022,1,3,5,15,0,0,0.6000000000000001,-17.7,0,117.75,0.2
2022,1,3,5,30,0,0,0.7000000000000001,-17.8,0,115.02,0.30000000000000004
2022,1,3,5,45,0,0,0.7000000000000001,-17.8,0,112.31,0.30000000000000004
2022,1,3,6,0,0,0,0.7000000000000001,-17.8,0,109.62,0.30000000000000004
2022,1,3,6,15,0,0,0.7000000000000001,-17.900000000000002,0,106.95,0.30000000000000004
2022,1,3,6,30,0,0,0.8,-18,0,104.32000000000001,0.30000000000000004
2022,1,3,6,45,0,0,0.8,-18,0,101.71000000000001,0.30000000000000004
2022,1,3,7,0,0,0,0.9,-18.1,0,99.15,0.30000000000000004
2022,1,3,7,15,0,0,0.9,-18,0,96.63,0.30000000000000004
2022,1,3,7,30,0,0,0.9,-18,0,94.16,0.30000000000000004
2022,1,3,7,45,0,0,0.9,-18,0,91.75,0.30000000000000004
2022,1,3,8,0,0,0,0.9,-17.900000000000002,0,89.05,0.2
2022,1,3,8,15,26,1,0.9,-17.3,26,86.91,0.2
2022,1,3,8,30,23,626,0.8,-16.7,81,84.75,0.2
2022,1,3,8,45,28,711,0.8,-16.1,119,82.65,0.2
2022,1,3,9,0,103,31,0.8,-15.4,108,80.62,0.2
2022,1,3,9,15,36,824,0.8,-14.4,198,78.67,0.2
2022,1,3,9,30,39,863,0.9,-13.3,236,76.83,0.2
2022,1,3,9,45,42,894,0.9,-12.200000000000001,272,75.09,0.2
2022,1,3,10,0,180,236,1,-11.200000000000001,247,73.47,0.2
2022,1,3,10,15,167,394,1,-10.600000000000001,289,71.97,0.2
2022,1,3,10,30,190,364,1,-10,311,70.61,0.2
2022,1,3,10,45,191,424,1.1,-9.4,340,69.4,0.2
2022,1,3,11,0,197,462,1.1,-8.8,368,68.33,0.2
2022,1,3,11,15,187,543,1.1,-8.4,395,67.43,0.2
2022,1,3,11,30,206,486,1.1,-7.9,398,66.69,0.2
2022,1,3,11,45,192,579,1.1,-7.5,427,66.12,0.2
2022,1,3,12,0,212,483,1.1,-7.1000000000000005,411,65.73,0.2
2022,1,3,12,15,200,549,1.2000000000000002,-6.7,428,65.52,0.2
2022,1,3,12,30,54,1009,1.3,-6.300000000000001,472,65.49,0.2
2022,1,3,12,45,53,1008,1.4000000000000001,-6,469,65.64,0.2
2022,1,3,13,0,53,1005,1.5,-5.6000000000000005,462,65.97,0.2
2022,1,3,13,15,52,1000,1.6,-5.4,452,66.49,0.2
2022,1,3,13,30,52,994,1.6,-5.2,437,67.17,0.2
2022,1,3,13,45,174,534,1.7000000000000002,-5,374,68.02,0.2
2022,1,3,14,0,191,11,1.8,-4.800000000000001,195,69.04,0.2
2022,1,3,14,15,177,11,1.6,-5,181,70.21000000000001,0.2
2022,1,3,14,30,198,29,1.5,-5.1000000000000005,207,71.52,0.2
2022,1,3,14,45,84,1,1.3,-5.300000000000001,84,72.98,0.2
2022,1,3,15,0,179,70,1.1,-5.5,198,74.56,0.30000000000000004
2022,1,3,15,15,68,0,1.1,-6.1000000000000005,69,76.26,0.30000000000000004
2022,1,3,15,30,69,1,1.1,-6.800000000000001,69,78.07000000000001,0.30000000000000004
2022,1,3,15,45,45,0,1.1,-7.4,45,79.99,0.30000000000000004
2022,1,3,16,0,43,0,1.1,-8.1,43,81.99,0.30000000000000004
2022,1,3,16,15,30,0,1.2000000000000002,-8.700000000000001,30,84.08,0.30000000000000004
2022,1,3,16,30,20,0,1.2000000000000002,-9.3,20,86.22,0.30000000000000004
2022,1,3,16,45,8,0,1.3,-9.8,8,88.38,0.30000000000000004
2022,1,3,17,0,0,0,1.3,-10.4,0,90.99,0.30000000000000004
2022,1,3,17,15,0,0,1.3,-10.5,0,93.38,0.30000000000000004
2022,1,3,17,30,0,0,1.4000000000000001,-10.600000000000001,0,95.84,0.30000000000000004
2022,1,3,17,45,0,0,1.4000000000000001,-10.700000000000001,0,98.34,0.30000000000000004
2022,1,3,18,0,0,0,1.4000000000000001,-10.8,0,100.89,0.30000000000000004
2022,1,3,18,15,0,0,1.5,-10.700000000000001,0,103.48,0.30000000000000004
2022,1,3,18,30,0,0,1.5,-10.5,0,106.10000000000001,0.30000000000000004
2022,1,3,18,45,0,0,1.6,-10.3,0,108.76,0.30000000000000004
2022,1,3,19,0,0,0,1.6,-10.100000000000001,0,111.44,0.30000000000000004
2022,1,3,19,15,0,0,1.7000000000000002,-10,0,114.15,0.30000000000000004
2022,1,3,19,30,0,0,1.8,-9.8,0,116.87,0.30000000000000004
2022,1,3,19,45,0,0,1.9000000000000001,-9.700000000000001,0,119.61,0.30000000000000004
2022,1,3,20,0,0,0,2,-9.5,0,122.36,0.30000000000000004
2022,1,3,20,15,0,0,2.1,-9.700000000000001,0,125.11,0.30000000000000004
2022,1,3,20,30,0,0,2.2,-9.8,0,127.86,0.30000000000000004
2022,1,3,20,45,0,0,2.3000000000000003,-10,0,130.61,0.30000000000000004
2022,1,3,21,0,0,0,2.4000000000000004,-10.200000000000001,0,133.34,0.30000000000000004
2022,1,3,21,15,0,0,2.5,-10.3,0,136.05,0.30000000000000004
2022,1,3,21,30,0,0,2.7,-10.4,0,138.73,0.30000000000000004
2022,1,3,21,45,0,0,2.8000000000000003,-10.5,0,141.37,0.30000000000000004
2022,1,3,22,0,0,0,2.9000000000000004,-10.600000000000001,0,143.95000000000002,0.30000000000000004
2022,1,3,22,15,0,0,3.1,-10.200000000000001,0,146.46,0.4
2022,1,3,22,30,0,0,3.3000000000000003,-9.8,0,148.88,0.4
2022,1,3,22,45,0,0,3.5,-9.4,0,151.17000000000002,0.4
2022,1,3,23,0,0,0,3.7,-9,0,153.32,0.4
2022,1,3,23,15,0,0,3.8000000000000003,-8.6,0,155.26,0.4
2022,1,3,23,30,0,0,3.9000000000000004,-8.3,0,156.94,0.4
2022,1,3,23,45,0,0,4,-7.9,0,158.32,0.5
2022,1,4,0,0,0,0,4.1000000000000005,-7.6000000000000005,0,159.31,0.5
2022,1,4,0,15,0,0,4.3,-7.4,0,159.87,0.5
2022,1,4,0,30,0,0,4.6000000000000005,-7.2,0,159.95000000000002,0.5
2022,1,4,0,45,0,0,4.800000000000001,-6.9,0,159.55,0.5
2022,1,4,1,0,0,0,5.1000000000000005,-6.7,0,158.69,0.5
2022,1,4,1,15,0,0,5.1000000000000005,-6.6000000000000005,0,157.44,0.5
2022,1,4,1,30,0,0,5.2,-6.4,0,155.85,0.5
2022,1,4,1,45,0,0,5.300000000000001,-6.300000000000001,0,153.99,0.5
2022,1,4,2,0,0,0,5.300000000000001,-6.1000000000000005,0,151.91,0.5
2022,1,4,2,15,0,0,5.2,-6.1000000000000005,0,149.66,0.5
2022,1,4,2,30,0,0,5,-6,0,147.28,0.5
2022,1,4,2,45,0,0,4.9,-6,0,144.79,0.5
2022,1,4,3,0,0,0,4.7,-6,0,142.23,0.5
2022,1,4,3,15,0,0,4.6000000000000005,-6,0,139.61,0.5
2022,1,4,3,30,0,0,4.6000000000000005,-6,0,136.94,0.5
2022,1,4,3,45,0,0,4.5,-6,0,134.24,0.5
2022,1,4,4,0,0,0,4.4,-6,0,131.51,0.5
2022,1,4,4,15,0,0,4.5,-5.9,0,128.77,0.5
2022,1,4,4,30,0,0,4.7,-5.9,0,126.02,0.5
2022,1,4,4,45,0,0,4.9,-5.9,0,123.27,0.5
2022,1,4,5,0,0,0,5,-5.9,0,120.52,0.5
2022,1,4,5,15,0,0,5,-5.800000000000001,0,117.77,0.5
2022,1,4,5,30,0,0,5,-5.800000000000001,0,115.04,0.5
2022,1,4,5,45,0,0,5,-5.800000000000001,0,112.33,0.5
2022,1,4,6,0,0,0,5,-5.800000000000001,0,109.63,0.4
2022,1,4,6,15,0,0,5,-5.800000000000001,0,106.97,0.4
2022,1,4,6,30,0,0,5,-5.9,0,104.33,0.4
2022,1,4,6,45,0,0,5,-5.9,0,101.72,0.4
2022,1,4,7,0,0,0,5,-5.9,0,99.16,0.4
2022,1,4,7,15,0,0,4.9,-6,0,96.64,0.4
2022,1,4,7,30,0,0,4.9,-6,0,94.16,0.4
2022,1,4,7,45,0,0,4.800000000000001,-6.1000000000000005,0,91.75,0.4
2022,1,4,8,0,0,0,4.800000000000001,-6.1000000000000005,0,89.06,0.4
2022,1,4,8,15,17,0,4.7,-6.1000000000000005,17,86.91,0.4
2022,1,4,8,30,28,0,4.7,-6.1000000000000005,28,84.74,0.4
2022,1,4,8,45,49,1,4.6000000000000005,-6,49,82.63,0.4
2022,1,4,9,0,64,2,4.5,-6,64,80.60000000000001,0.4
2022,1,4,9,15,94,11,4.6000000000000005,-6,96,78.65,0.4
2022,1,4,9,30,82,3,4.7,-5.9,82,76.8,0.4
2022,1,4,9,45,109,5,4.800000000000001,-5.9,110,75.05,0.4
2022,1,4,10,0,91,1,4.9,-5.800000000000001,91,73.42,0.4
2022,1,4,10,15,119,4,5,-5.800000000000001,121,71.92,0.4
2022,1,4,10,30,150,10,5.2,-5.800000000000001,153,70.56,0.4
2022,1,4,10,45,136,3,5.300000000000001,-5.800000000000001,137,69.33,0.30000000000000004
2022,1,4,11,0,204,19,5.5,-5.800000000000001,210,68.26,0.30000000000000004
2022,1,4,11,15,227,29,5.5,-5.800000000000001,238,67.35,0.30000000000000004
2022,1,4,11,30,174,6,5.5,-5.800000000000001,176,66.6,0.30000000000000004
2022,1,4,11,45,238,28,5.5,-5.9,249,66.03,0.30000000000000004
2022,1,4,12,0,225,20,5.6000000000000005,-5.9,233,65.63,0.30000000000000004
2022,1,4,12,15,19,0,5.5,-5.9,19,65.41,0.30000000000000004
2022,1,4,12,30,153,3,5.4,-6,154,65.38,0.30000000000000004
2022,1,4,12,45,267,80,5.4,-6,300,65.53,0.30000000000000004
2022,1,4,13,0,265,260,5.300000000000001,-6.1000000000000005,372,65.86,0.30000000000000004
2022,1,4,13,15,279,96,5.2,-6.2,317,66.36,0.30000000000000004
