,Power Load,NaturalGasBoiler,Total Power Consumption,Marginal Power Price,Marginal Power Emissions,Grid Power
2023-01-01 00:00:00,164.85151339233104,0.0,164.85151339233104,0.14186,0.392374469891591,41.21287834808276
2023-01-01 00:15:00,175.84258571831325,0.0,175.84258571831325,0.14186,0.374018322637373,43.96064642957831
2023-01-01 00:30:00,164.85151339233104,0.0,164.85151339233104,0.14186,0.355430091253498,41.21287834808276
2023-01-01 00:45:00,175.84258571831325,0.0,175.84258571831325,0.14186,0.3566141834299847,43.96064642957831
2023-01-01 01:00:00,159.35597722933994,0.0,159.35597722933994,0.14186,0.3570875495232257,39.838994307334985
2023-01-01 01:15:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.3532557061209736,35.03092057533927
2023-01-01 01:30:00,148.36698654584373,0.0,148.36698654584373,0.14186,0.3485171024273437,37.09174663646093
2023-01-01 01:45:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.329800842782676,35.03092057533927
2023-01-01 02:00:00,131.88245969935642,0.0,131.88245969935642,0.14186,0.3351711635959263,32.970614924839104
2023-01-01 02:15:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.333280632644297,35.03092057533927
2023-01-01 02:30:00,156.61029079033037,0.0,156.61029079033037,0.14186,0.3286850681623893,39.15257269758259
2023-01-01 02:45:00,137.37591421986153,0.0,137.37591421986153,0.14186,0.3190389043023876,34.34397855496538
2023-01-01 03:00:00,153.86252270883483,0.0,153.86252270883483,0.14186,0.3365035600993507,38.46563067720871
2023-01-01 03:15:00,137.37591421986153,0.0,137.37591421986153,0.14186,0.334826029921007,34.34397855496538
2023-01-01 03:30:00,148.36698654584373,0.0,148.36698654584373,0.14186,0.3331756312037207,37.09174663646093
2023-01-01 03:45:00,131.88245969935642,0.0,131.88245969935642,0.14186,0.3367721884266539,32.970614924839104
2023-01-01 04:00:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.3553467090207033,35.03092057533927
2023-01-01 04:15:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.366356602192226,35.03092057533927
2023-01-01 04:30:00,137.37591421986153,0.0,137.37591421986153,0.14186,0.3651316570197226,34.34397855496538
2023-01-01 04:45:00,153.86252270883483,0.0,153.86252270883483,0.14186,0.3649262100750013,38.46563067720871
2023-01-01 05:00:00,137.37591421986153,0.0,137.37591421986153,0.14186,0.360681882503609,34.34397855496538
2023-01-01 05:15:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.3613096239239843,35.03092057533927
2023-01-01 05:30:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.3630887923162467,35.03092057533927
2023-01-01 05:45:00,148.36698654584373,0.0,148.36698654584373,0.14186,0.3668337935528473,37.09174663646093
2023-01-01 06:00:00,175.84258571831325,0.0,175.84258571831325,0.14186,0.3645289947399843,43.96064642957831
2023-01-01 06:15:00,145.61921846434817,0.0,145.61921846434817,0.14186,0.3712049674203923,36.40480461608704
2023-01-01 06:30:00,140.1236823013571,0.0,140.1236823013571,0.14186,0.3874109168366763,35.03092057533927
2023-01-01 06:45:00,156.61029079033037,0.0,156.61029079033037,0.14186,0.368665516391063,39.15257269758259
2023-01-01 07:00:00,145.61921846434817,0.0,145.61921846434817,0.14186,0.3696863040348156,36.40480461608704
2023-01-01 07:15:00,142.87145038285263,0.0,142.87145038285263,0.14186,0.409002746018928,35.71786259571316
2023-01-01 07:30:00,164.85151339233104,0.0,164.85151339233104,0.14186,0.4124235665901393,41.21287834808276
2023-01-01 07:45:00,181.33812188130432,0.0,181.33812188130432,0.14186,0.4019470618253103,45.33453047032608
2023-01-01 08:00:00,197.82264872779163,0.0,197.82264872779163,0.14186,0.3922644074933279,49.45566218194791
2023-01-01 08:15:00,214.30717557427894,0.0,214.30717557427894,0.14186,0.3742772910900263,53.576793893569736
2023-01-01 08:30:00,189.579344483305,0.0,189.579344483305,0.14186,0.3516231120892213,47.39483612082625
2023-01-01 08:45:00,217.05494365577448,0.0,217.05494365577448,0.14186,0.3437300274383346,54.26373591394362
2023-01-01 09:00:00,211.5594074927834,0.0,211.5594074927834,0.14186,0.3694695854454803,52.88985187319585
2023-01-01 09:15:00,211.5594074927834,0.0,211.5594074927834,0.14186,0.3516777618361286,52.88985187319585
2023-01-01 09:30:00,236.2872385837574,0.0,236.2872385837574,0.14186,0.3374272117399503,59.07180964593935
2023-01-01 09:45:00,211.5594074927834,0.0,211.5594074927834,0.14186,0.3017162884197696,52.88985187319585
2023-01-01 10:00:00,200.57041680928717,0.0,200.57041680928717,0.14186,0.3317524168354016,50.14260420232179
2023-01-01 10:15:00,228.04601598175668,0.0,228.04601598175668,0.14186,0.2963685753665456,57.01150399543917
2023-01-01 10:30:00,230.79378406325225,0.0,230.79378406325225,0.14186,0.3136770291637483,57.69844601581306
2023-01-01 10:45:00,211.5594074927834,0.0,211.5594074927834,0.14186,0.270137223362906,52.88985187319585
2023-01-01 11:00:00,208.81163941128787,0.0,208.81163941128787,0.14186,0.2523544364104846,52.20290985282197
2023-01-01 11:15:00,230.79378406325225,0.0,230.79378406325225,0.14186,0.2570377671394886,57.69844601581306
2023-01-01 11:30:00,255.5216151542262,0.0,255.5216151542262,0.14186,0.2547536312175616,63.88040378855655
2023-01-01 11:45:00,222.5504798187656,0.0,222.5504798187656,0.14186,0.2963034491148743,55.6376199546914
2023-01-01 12:00:00,236.2872385837574,0.0,236.2872385837574,0.14186,0.312535240576245,59.07180964593935
2023-01-01 12:15:00,247.27831090973956,0.0,247.27831090973956,0.14186,0.3250611430854703,61.81957772743489
2023-01-01 12:30:00,225.29824790026115,0.0,225.29824790026115,0.14186,0.317380145871556,56.324561975065286
2023-01-01 12:45:00,214.30717557427894,0.0,214.30717557427894,0.14186,0.3035528680581433,53.576793893569736
2023-01-01 13:00:00,208.81163941128787,0.0,208.81163941128787,0.14186,0.2858131153637553,52.20290985282197
2023-01-01 13:15:00,211.5594074927834,0.0,211.5594074927834,0.14186,0.261676655998024,52.88985187319585
2023-01-01 13:30:00,206.06595297227832,0.0,206.06595297227832,0.14186,0.285503268705911,51.51648824306958
2023-01-01 13:45:00,214.30717557427894,0.0,214.30717557427894,0.14186,0.302748594846197,53.576793893569736
2023-01-01 14:00:00,203.31818489078276,0.0,203.31818489078276,0.14186,0.304676787489314,50.82954622269569
2023-01-01 14:15:00,208.81163941128787,0.0,208.81163941128787,0.14186,0.3083353333850556,52.20290985282197
2023-01-01 14:30:00,214.30717557427894,0.0,214.30717557427894,0.14186,0.3234923536540193,53.576793893569736
2023-01-01 14:45:00,189.579344483305,0.0,189.579344483305,0.14186,0.3226385991041836,47.39483612082625
2023-01-01 15:00:00,211.5594074927834,0.0,211.5594074927834,0.14186,0.2761482442270403,52.88985187319585
2023-01-01 15:15:00,208.81163941128787,0.0,208.81163941128787,0.14186,0.3279211429252039,52.20290985282197
2023-01-01 15:30:00,197.82264872779163,0.0,197.82264872779163,0.14186,0.3533973484653946,49.45566218194791
2023-01-01 15:45:00,206.06595297227832,0.0,206.06595297227832,0.14186,0.3671417920477999,51.51648824306958
2023-01-01 16:00:00,255.5216151542262,0.0,255.5216151542262,0.19348,0.3213842874829397,63.88040378855655
2023-01-01 16:15:00,357.17862595713154,0.0,357.17862595713154,0.19348,0.3820795363857523,89.29465648928289
2023-01-01 16:30:00,329.7030267846621,0.0,329.7030267846621,0.19348,0.497400925137747,82.42575669616552
2023-01-01 16:45:00,318.71403610116585,0.0,318.71403610116585,0.19348,0.6291452720139546,79.67850902529146
2023-01-01 17:00:00,288.4906688472008,0.0,288.4906688472008,0.19348,0.4577234359366056,72.1226672118002
2023-01-01 17:15:00,329.7030267846621,0.0,329.7030267846621,0.19348,0.4450493043163743,82.42575669616552
2023-01-01 17:30:00,321.4618041826614,0.0,321.4618041826614,0.19348,0.455334825085624,80.36545104566535
2023-01-01 17:45:00,296.73397309168746,0.0,296.73397309168746,0.19348,0.4351267863783763,74.18349327292187
