,Heat Load,NaturalGasBoiler,Lithium Ion Battery,PVsystem,Windsystem,Total Heat Output
2023-01-01 00:00:00,910.7772383821031,910.7772383821031,0.0,0.0,0.0,910.7772383821031
2023-01-01 00:15:00,741.6496959658672,741.6496959658672,0.0,0.0,0.0,741.6496959658672
2023-01-01 00:30:00,635.6070973656239,635.6070973656239,0.0,0.0,0.0,635.6070973656239
2023-01-01 00:45:00,587.1207604193511,587.1207604193511,0.0,0.0,0.0,587.1207604193511
2023-01-01 01:00:00,570.6122099724935,570.6122099724935,0.0,0.0,0.0,570.6122099724935
2023-01-01 01:15:00,556.1010980427941,556.1010980427941,0.0,0.0,0.0,556.1010980427941
2023-01-01 01:30:00,547.4389980772306,547.4389980772306,0.0,0.0,0.0,547.4389980772306
2023-01-01 01:45:00,540.509400999655,540.509400999655,0.0,0.0,0.0,540.509400999655
2023-01-01 02:00:00,547.4389980772306,547.4389980772306,0.0,0.0,0.0,547.4389980772306
2023-01-01 02:15:00,543.9739923012553,543.9739923012553,0.0,0.0,0.0,543.9739923012553
2023-01-01 02:30:00,540.5089865252799,540.5089865252799,0.0,0.0,0.0,540.5089865252799
2023-01-01 02:45:00,538.7764836372921,538.7764836372921,0.0,0.0,0.0,538.7764836372921
2023-01-01 03:00:00,540.5089865252799,540.5089865252799,0.0,0.0,0.0,540.5089865252799
2023-01-01 03:15:00,545.7060807148679,545.7060807148679,0.0,0.0,0.0,545.7060807148679
2023-01-01 03:30:00,540.5085720509047,540.5085720509047,0.0,0.0,0.0,540.5085720509047
2023-01-01 03:45:00,528.381880783741,528.381880783741,0.0,0.0,0.0,528.381880783741
2023-01-01 04:00:00,540.5085720509047,540.5085720509047,0.0,0.0,0.0,540.5085720509047
2023-01-01 04:15:00,568.2269603612075,568.2269603612075,0.0,0.0,0.0,568.2269603612075
2023-01-01 04:30:00,583.8186574043466,583.8186574043466,0.0,0.0,0.0,583.8186574043466
2023-01-01 04:45:00,595.9457631458854,595.9457631458854,0.0,0.0,0.0,595.9457631458854
2023-01-01 05:00:00,630.5937485337639,630.5937485337639,0.0,0.0,0.0,630.5937485337639
2023-01-01 05:15:00,663.5096455080298,663.5096455080298,0.0,0.0,0.0,663.5096455080298
2023-01-01 05:30:00,694.6926251199329,694.6926251199329,0.0,0.0,0.0,694.6926251199329
2023-01-01 05:45:00,736.2702075853872,736.2702075853872,0.0,0.0,0.0,736.2702075853872
2023-01-01 06:00:00,802.1011725851689,802.1011725851689,0.0,0.0,0.0,802.1011725851689
2023-01-01 06:15:00,951.087716990234,951.087716990234,0.0,0.0,0.0,951.087716990234
2023-01-01 06:30:00,1098.3417585073114,1098.3417585073114,0.0,0.0,0.0,1098.3417585073114
2023-01-01 06:45:00,1223.0745059036742,1223.0745059036742,0.0,0.0,0.0,1223.0745059036742
2023-01-01 07:00:00,1339.1455678088482,1339.1455678088482,0.0,0.0,0.0,1339.1455678088482
2023-01-01 07:15:00,1456.9487181276356,1456.9487181276356,0.0,0.0,0.0,1456.9487181276356
2023-01-01 07:30:00,1600.7377538687372,1600.7377538687372,0.0,0.0,0.0,1600.7377538687372
2023-01-01 07:45:00,1836.3444689806859,1836.3444689806859,0.0,0.0,0.0,1836.3444689806859
2023-01-01 08:00:00,2181.091819971484,2181.091819971484,0.0,0.0,0.0,2181.091819971484
2023-01-01 08:15:00,2534.5016854022197,2534.5016854022197,0.0,0.0,0.0,2534.5016854022197
2023-01-01 08:30:00,2863.6577538242527,2863.6577538242527,0.0,0.0,0.0,2863.6577538242527
2023-01-01 08:45:00,3185.8842251687106,3185.8842251687106,0.0,0.0,0.0,3185.8842251687106
2023-01-01 09:00:00,3444.011819926999,3444.011819926999,0.0,0.0,0.0,3444.011819926999
2023-01-01 09:15:00,3691.7448118317375,3691.7448118317375,0.0,0.0,0.0,3691.7448118317375
2023-01-01 09:30:00,3944.6753124004367,3944.6753124004367,0.0,0.0,0.0,3944.6753124004367
2023-01-01 09:45:00,4182.014115925998,4182.014115925998,0.0,0.0,0.0,4182.014115925998
2023-01-01 10:00:00,4447.071307761862,4447.071307761862,0.0,0.0,0.0,4447.071307761862
2023-01-01 10:15:00,4679.213017097837,4679.213017097837,0.0,0.0,0.0,4679.213017097837
2023-01-01 10:30:00,4803.9457644942,4803.9457644942,0.0,0.0,0.0,4803.9457644942
2023-01-01 10:45:00,4843.791258546042,4843.791258546042,0.0,0.0,0.0,4843.791258546042
2023-01-01 11:00:00,4873.242149744331,4873.242149744331,0.0,0.0,0.0,4873.242149744331
2023-01-01 11:15:00,4916.552235097774,4916.552235097774,0.0,0.0,0.0,4916.552235097774
2023-01-01 11:30:00,4933.8764350289,4933.8764350289,0.0,0.0,0.0,4933.8764350289
2023-01-01 11:45:00,4940.806032106476,4940.806032106476,0.0,0.0,0.0,4940.806032106476
