Time,Start Time,End Time,Weather
2015-01-06,2015-01-06 03:15:00,2015-01-06 08:15:00,03High humidty
2015-01-12,2015-01-12 08:15:00,2015-01-12 23:30:00,03High humidty
2015-01-13,2015-01-13 03:30:00,2015-01-13 03:30:00,03High humidty
2015-01-25,2015-01-25 03:00:00,2015-01-25 03:30:00,03High humidty
2015-01-26,2015-01-26 00:30:00,2015-01-26 04:30:00,03High humidty
2015-01-27,2015-01-27 03:30:00,2015-01-27 07:30:00,03High humidty
2015-02-15,2015-02-15 19:30:00,2015-02-15 19:30:00,03High humidty
2015-02-16,2015-02-16 00:00:00,2015-02-16 23:45:00,03High humidty
2015-02-17,2015-02-17 00:00:00,2015-02-17 09:15:00,03High humidty
2015-02-21,2015-02-21 06:00:00,2015-02-21 23:30:00,03High humidty
2015-02-22,2015-02-22 00:30:00,2015-02-22 08:45:00,03High humidty
2015-02-23,2015-02-23 05:00:00,2015-02-23 20:30:00,03High humidty
2015-02-24,2015-02-24 03:45:00,2015-02-24 09:30:00,03High humidty
2015-03-03,2015-03-03 12:00:00,2015-03-03 19:30:00,03High humidty
2015-03-04,2015-03-04 16:00:00,2015-03-04 21:30:00,03High humidty
2015-03-05,2015-03-05 02:45:00,2015-03-05 23:45:00,03High humidty
2015-03-06,2015-03-06 00:00:00,2015-03-06 21:30:00,03High humidty
2015-03-07,2015-03-07 04:00:00,2015-03-07 22:30:00,03High humidty
2015-03-08,2015-03-08 01:15:00,2015-03-08 02:00:00,03High humidty
2015-03-09,2015-03-09 01:00:00,2015-03-09 06:30:00,03High humidty
2015-03-10,2015-03-10 05:00:00,2015-03-10 05:15:00,03High humidty
2015-03-11,2015-03-11 11:00:00,2015-03-11 17:30:00,03High humidty
2015-03-12,2015-03-12 07:30:00,2015-03-12 09:30:00,03High humidty
2015-03-14,2015-03-14 17:30:00,2015-03-14 18:30:00,03High humidty
2015-03-15,2015-03-15 03:30:00,2015-03-15 15:30:00,03High humidty
2015-03-17,2015-03-17 02:30:00,2015-03-17 07:00:00,03High humidty
2015-03-18,2015-03-18 03:00:00,2015-03-18 23:30:00,03High humidty
2015-03-19,2015-03-19 02:00:00,2015-03-19 10:00:00,03High humidty
2015-03-20,2015-03-20 03:00:00,2015-03-20 07:30:00,03High humidty
2015-03-23,2015-03-23 20:30:00,2015-03-23 20:30:00,03High humidty
2015-03-26,2015-03-26 03:00:00,2015-03-26 23:00:00,03High humidty
2015-03-27,2015-03-27 00:30:00,2015-03-27 00:30:00,03High humidty
2015-04-08,2015-04-08 13:00:00,2015-04-08 13:00:00,03High humidty
2015-04-09,2015-04-09 20:30:00,2015-04-09 20:30:00,03High humidty
2015-04-10,2015-04-10 21:30:00,2015-04-10 21:30:00,03High humidty
2015-04-11,2015-04-11 07:30:00,2015-04-11 23:45:00,03High humidty
2015-04-12,2015-04-12 00:00:00,2015-04-12 00:30:00,03High humidty
2015-04-26,2015-04-26 04:30:00,2015-04-26 12:15:00,03High humidty
2015-04-27,2015-04-27 03:30:00,2015-04-27 03:30:00,03High humidty
2015-04-28,2015-04-28 06:00:00,2015-04-28 06:00:00,03High humidty
2015-05-02,2015-05-02 23:00:00,2015-05-02 23:15:00,03High humidty
2015-05-03,2015-05-03 00:30:00,2015-05-03 05:00:00,03High humidty
2015-05-04,2015-05-04 03:00:00,2015-05-04 20:30:00,03High humidty
2015-05-05,2015-05-05 00:45:00,2015-05-05 08:15:00,03High humidty
2015-05-06,2015-05-06 18:00:00,2015-05-06 23:00:00,03High humidty
2015-05-07,2015-05-07 01:00:00,2015-05-07 23:00:00,03High humidty
2015-05-08,2015-05-08 02:30:00,2015-05-08 23:00:00,03High humidty
2015-05-09,2015-05-09 04:00:00,2015-05-09 23:45:00,03High humidty
2015-05-10,2015-05-10 00:00:00,2015-05-10 07:00:00,03High humidty
2015-05-11,2015-05-11 02:00:00,2015-05-11 19:00:00,03High humidty
2015-05-14,2015-05-14 05:30:00,2015-05-14 05:30:00,03High humidty
2015-05-16,2015-05-16 05:30:00,2015-05-16 23:45:00,03High humidty
2015-05-17,2015-05-17 00:00:00,2015-05-17 11:30:00,03High humidty
2015-05-18,2015-05-18 02:30:00,2015-05-18 08:00:00,03High humidty
2015-05-19,2015-05-19 07:00:00,2015-05-19 07:00:00,03High humidty
2015-05-20,2015-05-20 10:00:00,2015-05-20 23:45:00,03High humidty
2015-05-21,2015-05-21 00:00:00,2015-05-21 23:45:00,03High humidty
2015-05-22,2015-05-22 00:00:00,2015-05-22 23:45:00,03High humidty
2015-05-23,2015-05-23 00:00:00,2015-05-23 23:45:00,03High humidty
2015-05-24,2015-05-24 00:30:00,2015-05-24 23:30:00,03High humidty
2015-05-25,2015-05-25 00:30:00,2015-05-25 23:45:00,03High humidty
2015-05-26,2015-05-26 00:15:00,2015-05-26 23:30:00,03High humidty
2015-05-27,2015-05-27 00:15:00,2015-05-27 08:15:00,03High humidty
2015-05-28,2015-05-28 01:00:00,2015-05-28 06:30:00,03High humidty
2015-05-30,2015-05-30 16:30:00,2015-05-30 23:45:00,03High humidty
2015-05-31,2015-05-31 00:00:00,2015-05-31 19:00:00,03High humidty
2015-06-01,2015-06-01 14:45:00,2015-06-01 23:30:00,03High humidty
2015-06-02,2015-06-02 00:45:00,2015-06-02 21:30:00,03High humidty
2015-06-03,2015-06-03 02:30:00,2015-06-03 06:30:00,03High humidty
2015-06-05,2015-06-05 17:00:00,2015-06-05 21:15:00,03High humidty
2015-06-06,2015-06-06 03:00:00,2015-06-06 21:30:00,03High humidty
2015-06-07,2015-06-07 03:45:00,2015-06-07 05:15:00,03High humidty
2015-06-09,2015-06-09 20:00:00,2015-06-09 23:45:00,03High humidty
2015-06-10,2015-06-10 00:00:00,2015-06-10 17:00:00,03High humidty
2015-06-11,2015-06-11 02:00:00,2015-06-11 23:45:00,03High humidty
2015-06-12,2015-06-12 00:00:00,2015-06-12 22:00:00,03High humidty
2015-06-13,2015-06-13 03:30:00,2015-06-13 06:45:00,03High humidty
2015-06-14,2015-06-14 03:30:00,2015-06-14 06:15:00,03High humidty
2015-06-16,2015-06-16 01:00:00,2015-06-16 06:00:00,03High humidty
2015-06-22,2015-06-22 03:45:00,2015-06-22 23:00:00,03High humidty
2015-06-24,2015-06-24 00:30:00,2015-06-24 20:30:00,03High humidty
2015-06-25,2015-06-25 07:00:00,2015-06-25 07:00:00,03High humidty
2015-07-05,2015-07-05 06:00:00,2015-07-05 06:45:00,03High humidty
2015-07-09,2015-07-09 22:30:00,2015-07-09 23:00:00,03High humidty
2015-07-10,2015-07-10 00:15:00,2015-07-10 08:00:00,03High humidty
2015-07-16,2015-07-16 03:30:00,2015-07-16 23:30:00,03High humidty
2015-07-17,2015-07-17 05:45:00,2015-07-17 23:45:00,03High humidty
2015-07-18,2015-07-18 00:00:00,2015-07-18 19:30:00,03High humidty
2015-07-19,2015-07-19 01:00:00,2015-07-19 05:00:00,03High humidty
2015-07-20,2015-07-20 17:30:00,2015-07-20 17:30:00,03High humidty
2015-07-21,2015-07-21 06:00:00,2015-07-21 13:00:00,03High humidty
2015-07-22,2015-07-22 05:30:00,2015-07-22 23:45:00,03High humidty
2015-07-23,2015-07-23 00:00:00,2015-07-23 20:00:00,03High humidty
2015-07-26,2015-07-26 04:00:00,2015-07-26 06:15:00,03High humidty
2015-07-27,2015-07-27 05:00:00,2015-07-27 23:00:00,03High humidty
2015-07-28,2015-07-28 00:00:00,2015-07-28 23:30:00,03High humidty
2015-07-29,2015-07-29 03:45:00,2015-07-29 06:00:00,03High humidty
2015-07-30,2015-07-30 05:00:00,2015-07-30 06:30:00,03High humidty
2015-08-07,2015-08-07 04:45:00,2015-08-07 05:00:00,03High humidty
2015-08-10,2015-08-10 07:00:00,2015-08-10 13:30:00,03High humidty
2015-08-11,2015-08-11 06:15:00,2015-08-11 23:45:00,03High humidty
2015-08-12,2015-08-12 00:00:00,2015-08-12 23:45:00,03High humidty
2015-08-13,2015-08-13 00:00:00,2015-08-13 06:45:00,03High humidty
2015-08-14,2015-08-14 02:00:00,2015-08-14 18:30:00,03High humidty
2015-08-15,2015-08-15 01:30:00,2015-08-15 23:00:00,03High humidty
2015-08-16,2015-08-16 05:45:00,2015-08-16 07:45:00,03High humidty
2015-08-17,2015-08-17 15:00:00,2015-08-17 15:00:00,03High humidty
2015-08-18,2015-08-18 05:30:00,2015-08-18 06:30:00,03High humidty
2015-08-19,2015-08-19 03:30:00,2015-08-19 03:45:00,03High humidty
2015-08-27,2015-08-27 20:00:00,2015-08-27 23:15:00,03High humidty
2015-08-28,2015-08-28 02:45:00,2015-08-28 08:00:00,03High humidty
2015-08-29,2015-08-29 00:30:00,2015-08-29 18:15:00,03High humidty
2015-08-30,2015-08-30 02:30:00,2015-08-30 07:45:00,03High humidty
2015-08-31,2015-08-31 20:30:00,2015-08-31 22:30:00,03High humidty
2015-09-01,2015-09-01 00:00:00,2015-09-01 23:45:00,03High humidty
2015-09-02,2015-09-02 01:00:00,2015-09-02 23:15:00,03High humidty
2015-09-03,2015-09-03 01:00:00,2015-09-03 22:00:00,03High humidty
2015-09-04,2015-09-04 00:30:00,2015-09-04 04:45:00,03High humidty
