Time,Start Time,End Time,Weather
2015-05-27,2015-05-27 15:00:00,2015-05-27 15:00:00,04High heat and humidty
2015-05-28,2015-05-28 13:00:00,2015-05-28 17:15:00,04High heat and humidty
2015-05-29,2015-05-29 12:30:00,2015-05-29 14:00:00,04High heat and humidty
2015-05-30,2015-05-30 12:00:00,2015-05-30 13:30:00,04High heat and humidty
2015-06-04,2015-06-04 15:45:00,2015-06-04 15:45:00,04High heat and humidty
2015-06-06,2015-06-06 15:30:00,2015-06-06 15:30:00,04High heat and humidty
2015-06-07,2015-06-07 14:00:00,2015-06-07 14:00:00,04High heat and humidty
2015-06-09,2015-06-09 14:30:00,2015-06-09 17:30:00,04High heat and humidty
2015-06-10,2015-06-10 12:30:00,2015-06-10 12:30:00,04High heat and humidty
2015-06-11,2015-06-11 11:00:00,2015-06-11 13:00:00,04High heat and humidty
2015-06-13,2015-06-13 14:00:00,2015-06-13 14:00:00,04High heat and humidty
2015-06-14,2015-06-14 12:30:00,2015-06-14 12:30:00,04High heat and humidty
2015-06-16,2015-06-16 15:30:00,2015-06-16 17:30:00,04High heat and humidty
2015-06-17,2015-06-17 12:00:00,2015-06-17 12:00:00,04High heat and humidty
2015-06-18,2015-06-18 11:30:00,2015-06-18 20:00:00,04High heat and humidty
2015-06-21,2015-06-21 10:00:00,2015-06-21 11:15:00,04High heat and humidty
2015-06-25,2015-06-25 16:00:00,2015-06-25 16:00:00,04High heat and humidty
2015-06-26,2015-06-26 11:30:00,2015-06-26 16:30:00,04High heat and humidty
2015-06-27,2015-06-27 15:45:00,2015-06-27 16:15:00,04High heat and humidty
2015-06-28,2015-06-28 12:45:00,2015-06-28 17:30:00,04High heat and humidty
2015-06-29,2015-06-29 17:45:00,2015-06-29 18:00:00,04High heat and humidty
2015-06-30,2015-06-30 11:30:00,2015-06-30 11:30:00,04High heat and humidty
2015-07-01,2015-07-01 11:00:00,2015-07-01 19:15:00,04High heat and humidty
2015-07-02,2015-07-02 10:30:00,2015-07-02 11:30:00,04High heat and humidty
2015-07-03,2015-07-03 16:30:00,2015-07-03 18:00:00,04High heat and humidty
2015-07-04,2015-07-04 11:00:00,2015-07-04 15:30:00,04High heat and humidty
2015-07-10,2015-07-10 16:30:00,2015-07-10 16:30:00,04High heat and humidty
