Time,Start Time,End Time,Weather
2018-09-16,2018-09-16 14:00:00,2018-09-16 18:15:00,14Heavy Rain with Windy
2022-02-19,2022-02-19 20:30:00,2022-02-19 20:45:00,14Heavy Rain with Windy
