Time,Start Time,End Time,Weather
2015-06-12,2015-06-12 15:30:00,2015-06-12 15:45:00,18Heavy T-Storm with Windy
2015-06-15,2015-06-15 16:00:00,2015-06-15 16:15:00,18Heavy T-Storm with Windy
2015-08-07,2015-08-07 01:30:00,2015-08-07 02:15:00,18Heavy T-Storm with Windy
2015-08-15,2015-08-15 15:00:00,2015-08-15 15:15:00,18Heavy T-Storm with Windy
2016-03-21,2016-03-21 02:30:00,2016-03-21 02:45:00,18Heavy T-Storm with Windy
2016-04-04,2016-04-04 12:00:00,2016-04-04 12:15:00,18Heavy T-Storm with Windy
2016-04-10,2016-04-10 06:30:00,2016-04-10 06:45:00,18Heavy T-Storm with Windy
2016-04-17,2016-04-17 22:30:00,2016-04-17 22:45:00,18Heavy T-Storm with Windy
2016-05-06,2016-05-06 17:00:00,2016-05-06 17:45:00,18Heavy T-Storm with Windy
2016-06-16,2016-06-16 05:00:00,2016-06-16 05:15:00,18Heavy T-Storm with Windy
2016-06-30,2016-06-30 12:30:00,2016-06-30 12:45:00,18Heavy T-Storm with Windy
2016-07-02,2016-07-02 13:30:00,2016-07-02 13:45:00,18Heavy T-Storm with Windy
2016-07-04,2016-07-04 13:30:00,2016-07-04 13:45:00,18Heavy T-Storm with Windy
2016-07-14,2016-07-14 15:00:00,2016-07-14 15:15:00,18Heavy T-Storm with Windy
2018-03-19,2018-03-19 22:30:00,2018-03-19 22:45:00,18Heavy T-Storm with Windy
2018-07-14,2018-07-14 12:00:00,2018-07-14 12:15:00,18Heavy T-Storm with Windy
2018-07-24,2018-07-24 10:00:00,2018-07-24 10:15:00,18Heavy T-Storm with Windy
2018-08-22,2018-08-22 15:30:00,2018-08-22 15:45:00,18Heavy T-Storm with Windy
2019-04-11,2019-04-11 15:30:00,2019-04-11 15:45:00,18Heavy T-Storm with Windy
2019-04-19,2019-04-19 04:00:00,2019-04-19 04:15:00,18Heavy T-Storm with Windy
2019-06-04,2019-06-04 15:30:00,2019-06-04 15:45:00,18Heavy T-Storm with Windy
2019-07-02,2019-07-02 13:30:00,2019-07-02 13:45:00,18Heavy T-Storm with Windy
2019-07-19,2019-07-19 15:30:00,2019-07-19 15:45:00,18Heavy T-Storm with Windy
2019-07-30,2019-07-30 15:30:00,2019-07-30 15:45:00,18Heavy T-Storm with Windy
2019-08-06,2019-08-06 19:00:00,2019-08-06 19:15:00,18Heavy T-Storm with Windy
2019-08-07,2019-08-07 19:30:00,2019-08-07 19:45:00,18Heavy T-Storm with Windy
2019-09-14,2019-09-14 12:00:00,2019-09-14 12:15:00,18Heavy T-Storm with Windy
2020-03-27,2020-03-27 16:00:00,2020-03-27 16:15:00,18Heavy T-Storm with Windy
2020-05-16,2020-05-16 18:00:00,2020-05-16 18:15:00,18Heavy T-Storm with Windy
2020-05-20,2020-05-20 23:30:00,2020-05-20 23:45:00,18Heavy T-Storm with Windy
2020-06-01,2020-06-01 12:30:00,2020-06-01 12:45:00,18Heavy T-Storm with Windy
2020-06-03,2020-06-03 13:30:00,2020-06-03 13:45:00,18Heavy T-Storm with Windy
2020-06-25,2020-06-25 18:00:00,2020-06-25 18:15:00,18Heavy T-Storm with Windy
2020-07-21,2020-07-21 14:00:00,2020-07-21 14:15:00,18Heavy T-Storm with Windy
2021-06-13,2021-06-13 16:00:00,2021-06-13 16:15:00,18Heavy T-Storm with Windy
2021-06-28,2021-06-28 12:30:00,2021-06-28 13:15:00,18Heavy T-Storm with Windy
2021-07-16,2021-07-16 18:00:00,2021-07-16 18:15:00,18Heavy T-Storm with Windy
2021-07-29,2021-07-29 16:30:00,2021-07-29 16:45:00,18Heavy T-Storm with Windy
2022-06-13,2022-06-13 17:00:00,2022-06-13 17:15:00,18Heavy T-Storm with Windy
2022-06-15,2022-06-15 17:00:00,2022-06-15 17:15:00,18Heavy T-Storm with Windy
2022-07-30,2022-07-30 15:00:00,2022-07-30 15:15:00,18Heavy T-Storm with Windy
2022-08-19,2022-08-19 18:00:00,2022-08-19 18:15:00,18Heavy T-Storm with Windy
2022-09-18,2022-09-18 23:30:00,2022-09-18 23:45:00,18Heavy T-Storm with Windy
2022-10-01,2022-10-01 13:30:00,2022-10-01 13:45:00,18Heavy T-Storm with Windy
