Time,Start Time,End Time,Weather
2015-01-01,2015-01-01 00:30:00,2015-01-01 00:30:00,01Low temperature
2015-01-02,2015-01-02 00:30:00,2015-01-02 23:30:00,01Low temperature
2015-01-03,2015-01-03 01:15:00,2015-01-03 08:15:00,01Low temperature
2015-01-04,2015-01-04 04:15:00,2015-01-04 08:00:00,01Low temperature
2015-01-08,2015-01-08 05:00:00,2015-01-08 08:15:00,01Low temperature
2015-01-12,2015-01-12 05:00:00,2015-01-12 22:30:00,01Low temperature
2015-01-13,2015-01-13 01:00:00,2015-01-13 07:00:00,01Low temperature
2015-01-14,2015-01-14 01:45:00,2015-01-14 23:30:00,01Low temperature
2015-01-15,2015-01-15 00:30:00,2015-01-15 23:45:00,01Low temperature
2015-01-16,2015-01-16 00:00:00,2015-01-16 08:15:00,01Low temperature
2015-01-18,2015-01-18 06:00:00,2015-01-18 08:30:00,01Low temperature
2015-01-19,2015-01-19 07:00:00,2015-01-19 07:45:00,01Low temperature
2015-01-20,2015-01-20 01:30:00,2015-01-20 08:30:00,01Low temperature
2015-01-23,2015-01-23 01:30:00,2015-01-23 08:00:00,01Low temperature
2015-01-30,2015-01-30 05:00:00,2015-01-30 07:30:00,01Low temperature
2015-01-31,2015-01-31 00:30:00,2015-01-31 09:30:00,01Low temperature
2015-02-02,2015-02-02 05:00:00,2015-02-02 07:45:00,01Low temperature
2015-02-05,2015-02-05 03:30:00,2015-02-05 23:00:00,01Low temperature
2015-02-06,2015-02-06 02:15:00,2015-02-06 08:00:00,01Low temperature
2015-02-08,2015-02-08 07:00:00,2015-02-08 07:00:00,01Low temperature
2015-02-09,2015-02-09 01:45:00,2015-02-09 08:30:00,01Low temperature
2015-02-13,2015-02-13 07:00:00,2015-02-13 07:00:00,01Low temperature
2015-12-06,2015-12-06 06:30:00,2015-12-06 06:30:00,01Low temperature
2015-12-17,2015-12-17 01:30:00,2015-12-17 23:45:00,01Low temperature
2015-12-18,2015-12-18 00:00:00,2015-12-18 23:30:00,01Low temperature
2015-12-19,2015-12-19 00:15:00,2015-12-19 08:00:00,01Low temperature
2016-01-18,2016-01-18 03:00:00,2016-01-18 08:15:00,01Low temperature
2016-01-22,2016-01-22 01:00:00,2016-01-22 23:45:00,01Low temperature
2016-01-23,2016-01-23 00:00:00,2016-01-23 23:45:00,01Low temperature
2016-01-24,2016-01-24 00:00:00,2016-01-24 23:45:00,01Low temperature
2016-01-25,2016-01-25 00:00:00,2016-01-25 23:45:00,01Low temperature
2016-01-26,2016-01-26 00:00:00,2016-01-26 23:45:00,01Low temperature
2016-01-27,2016-01-27 00:00:00,2016-01-27 23:15:00,01Low temperature
2016-01-28,2016-01-28 00:00:00,2016-01-28 05:00:00,01Low temperature
2016-02-01,2016-02-01 00:30:00,2016-02-01 23:45:00,01Low temperature
2016-02-02,2016-02-02 00:00:00,2016-02-02 23:45:00,01Low temperature
2016-02-03,2016-02-03 00:00:00,2016-02-03 23:30:00,01Low temperature
2016-02-04,2016-02-04 00:15:00,2016-02-04 23:45:00,01Low temperature
2016-02-05,2016-02-05 00:00:00,2016-02-05 08:45:00,01Low temperature
2016-02-06,2016-02-06 01:30:00,2016-02-06 23:45:00,01Low temperature
2016-02-07,2016-02-07 00:00:00,2016-02-07 23:45:00,01Low temperature
2016-02-08,2016-02-08 00:00:00,2016-02-08 23:45:00,01Low temperature
2016-02-09,2016-02-09 00:00:00,2016-02-09 08:45:00,01Low temperature
2016-02-15,2016-02-15 05:15:00,2016-02-15 23:45:00,01Low temperature
2016-02-16,2016-02-16 00:00:00,2016-02-16 20:45:00,01Low temperature
2016-02-17,2016-02-17 04:00:00,2016-02-17 07:30:00,01Low temperature
2016-02-24,2016-02-24 06:30:00,2016-02-24 09:30:00,01Low temperature
2016-02-25,2016-02-25 05:00:00,2016-02-25 22:00:00,01Low temperature
2016-02-26,2016-02-26 06:00:00,2016-02-26 06:00:00,01Low temperature
2016-02-27,2016-02-27 07:00:00,2016-02-27 07:00:00,01Low temperature
2016-02-28,2016-02-28 03:30:00,2016-02-28 07:45:00,01Low temperature
2016-02-29,2016-02-29 02:30:00,2016-02-29 07:30:00,01Low temperature
2016-03-10,2016-03-10 06:00:00,2016-03-10 23:45:00,01Low temperature
2016-03-11,2016-03-11 00:00:00,2016-03-11 23:45:00,01Low temperature
2016-03-12,2016-03-12 00:00:00,2016-03-12 21:45:00,01Low temperature
2016-03-13,2016-03-13 04:00:00,2016-03-13 04:30:00,01Low temperature
2016-03-26,2016-03-26 04:30:00,2016-03-26 05:30:00,01Low temperature
2016-11-11,2016-11-11 03:30:00,2016-11-11 03:30:00,01Low temperature
2016-11-24,2016-11-24 01:00:00,2016-11-24 06:30:00,01Low temperature
2016-11-26,2016-11-26 08:00:00,2016-11-26 22:00:00,01Low temperature
2016-11-27,2016-11-27 02:30:00,2016-11-27 07:15:00,01Low temperature
2016-12-09,2016-12-09 07:15:00,2016-12-09 07:30:00,01Low temperature
2016-12-16,2016-12-16 02:45:00,2016-12-16 07:45:00,01Low temperature
2016-12-17,2016-12-17 02:00:00,2016-12-17 08:30:00,01Low temperature
2016-12-27,2016-12-27 05:00:00,2016-12-27 23:45:00,01Low temperature
2016-12-28,2016-12-28 00:00:00,2016-12-28 08:45:00,01Low temperature
2016-12-29,2016-12-29 03:30:00,2016-12-29 08:00:00,01Low temperature
2016-12-30,2016-12-30 01:30:00,2016-12-30 07:30:00,01Low temperature
2016-12-31,2016-12-31 04:00:00,2016-12-31 07:00:00,01Low temperature
2017-01-12,2017-01-12 17:00:00,2017-01-12 22:00:00,01Low temperature
2017-01-13,2017-01-13 02:00:00,2017-01-13 20:00:00,01Low temperature
