Time,Start Time,End Time,Weather
2015-05-03,2015-05-03 14:30:00,2015-05-03 15:00:00,02High temperature
2015-05-14,2015-05-14 13:30:00,2015-05-14 13:45:00,02High temperature
2015-05-27,2015-05-27 15:00:00,2015-05-27 15:15:00,02High temperature
2015-05-28,2015-05-28 13:00:00,2015-05-28 17:15:00,02High temperature
2015-05-29,2015-05-29 12:30:00,2015-05-29 15:45:00,02High temperature
2015-05-30,2015-05-30 12:00:00,2015-05-30 13:30:00,02High temperature
2015-06-03,2015-06-03 14:00:00,2015-06-03 15:45:00,02High temperature
2015-06-04,2015-06-04 15:15:00,2015-06-04 15:45:00,02High temperature
2015-06-06,2015-06-06 15:30:00,2015-06-06 15:30:00,02High temperature
2015-06-07,2015-06-07 14:00:00,2015-06-07 14:00:00,02High temperature
2015-06-08,2015-06-08 12:45:00,2015-06-08 14:00:00,02High temperature
2015-06-09,2015-06-09 14:30:00,2015-06-09 17:30:00,02High temperature
2015-06-10,2015-06-10 12:30:00,2015-06-10 12:30:00,02High temperature
2015-06-11,2015-06-11 11:00:00,2015-06-11 13:00:00,02High temperature
2015-06-13,2015-06-13 14:00:00,2015-06-13 14:00:00,02High temperature
2015-06-14,2015-06-14 12:30:00,2015-06-14 12:30:00,02High temperature
2015-06-15,2015-06-15 12:30:00,2015-06-15 15:00:00,02High temperature
2015-06-16,2015-06-16 14:00:00,2015-06-16 17:30:00,02High temperature
2015-06-17,2015-06-17 12:00:00,2015-06-17 17:30:00,02High temperature
2015-06-18,2015-06-18 11:30:00,2015-06-18 20:00:00,02High temperature
2015-06-19,2015-06-19 12:45:00,2015-06-19 18:15:00,02High temperature
2015-06-20,2015-06-20 11:15:00,2015-06-20 18:00:00,02High temperature
2015-06-21,2015-06-21 10:00:00,2015-06-21 13:00:00,02High temperature
2015-06-25,2015-06-25 16:00:00,2015-06-25 16:00:00,02High temperature
2015-06-26,2015-06-26 11:30:00,2015-06-26 16:30:00,02High temperature
2015-06-27,2015-06-27 14:15:00,2015-06-27 16:15:00,02High temperature
2015-06-28,2015-06-28 12:45:00,2015-06-28 17:30:00,02High temperature
2015-06-29,2015-06-29 13:30:00,2015-06-29 18:00:00,02High temperature
2015-06-30,2015-06-30 11:30:00,2015-06-30 16:15:00,02High temperature
2015-07-01,2015-07-01 11:00:00,2015-07-01 19:15:00,02High temperature
2015-07-02,2015-07-02 10:30:00,2015-07-02 15:15:00,02High temperature
2015-07-03,2015-07-03 13:15:00,2015-07-03 18:00:00,02High temperature
2015-07-04,2015-07-04 11:00:00,2015-07-04 15:30:00,02High temperature
2015-07-10,2015-07-10 16:30:00,2015-07-10 16:30:00,02High temperature
2015-07-11,2015-07-11 12:15:00,2015-07-11 17:45:00,02High temperature
2015-07-12,2015-07-12 13:30:00,2015-07-12 20:00:00,02High temperature
2015-07-13,2015-07-13 10:00:00,2015-07-13 19:00:00,02High temperature
2015-07-14,2015-07-14 10:30:00,2015-07-14 19:15:00,02High temperature
2015-07-15,2015-07-15 11:45:00,2015-07-15 19:00:00,02High temperature
2015-07-16,2015-07-16 14:00:00,2015-07-16 15:00:00,02High temperature
2015-07-19,2015-07-19 14:00:00,2015-07-19 14:30:00,02High temperature
2015-08-01,2015-08-01 16:15:00,2015-08-01 16:30:00,02High temperature
2015-08-02,2015-08-02 14:15:00,2015-08-02 15:00:00,02High temperature
2015-08-03,2015-08-03 12:00:00,2015-08-03 18:30:00,02High temperature
2015-08-04,2015-08-04 14:00:00,2015-08-04 17:00:00,02High temperature
2015-08-05,2015-08-05 13:30:00,2015-08-05 18:15:00,02High temperature
2015-08-06,2015-08-06 13:15:00,2015-08-06 19:00:00,02High temperature
2015-08-07,2015-08-07 12:00:00,2015-08-07 21:30:00,02High temperature
2015-08-08,2015-08-08 10:00:00,2015-08-08 21:15:00,02High temperature
2015-08-09,2015-08-09 12:30:00,2015-08-09 17:30:00,02High temperature
2015-08-12,2015-08-12 13:00:00,2015-08-12 14:15:00,02High temperature
2015-08-16,2015-08-16 13:00:00,2015-08-16 16:45:00,02High temperature
2015-08-18,2015-08-18 12:15:00,2015-08-18 16:30:00,02High temperature
2015-08-19,2015-08-19 13:45:00,2015-08-19 18:00:00,02High temperature
2015-08-20,2015-08-20 13:00:00,2015-08-20 13:00:00,02High temperature
