,Heat Load,NaturalGasBoiler,Lithium Ion Battery,PVsystem,Windsystem,Total Heat Output
2023-01-01 00:00:00,111.49092564294796,111.49092564294796,0.0,0.0,0.0,111.49092564294796
2023-01-01 00:15:00,124.21218949791668,124.21218949791668,0.0,0.0,0.0,124.21218949791668
2023-01-01 00:30:00,133.6250088170226,133.6250088170226,0.0,0.0,0.0,133.6250088170226
2023-01-01 00:45:00,150.9609922570684,150.9609922570684,0.0,0.0,0.0,150.9609922570684
2023-01-01 01:00:00,159.7618083275708,159.7618083275708,0.0,0.0,0.0,159.7618083275708
2023-01-01 01:15:00,178.05757049266367,178.05757049266367,0.0,0.0,0.0,178.05757049266367
2023-01-01 01:30:00,184.6081093001771,184.6081093001771,0.0,0.0,0.0,184.6081093001771
2023-01-01 01:45:00,184.01245072346052,184.01245072346052,0.0,0.0,0.0,184.01245072346052
2023-01-01 02:00:00,185.79900006951803,185.79900006951803,0.0,0.0,0.0,185.79900006951803
2023-01-01 02:15:00,179.84411983872116,179.84411983872116,0.0,0.0,0.0,179.84411983872116
2023-01-01 02:30:00,185.79900006951803,185.79900006951803,0.0,0.0,0.0,185.79900006951803
2023-01-01 02:45:00,183.416792146744,183.416792146744,0.0,0.0,0.0,183.416792146744
2023-01-01 03:00:00,185.2029151087093,185.2029151087093,0.0,0.0,0.0,185.2029151087093
2023-01-01 03:15:00,184.6072565319928,184.6072565319928,0.0,0.0,0.0,184.6072565319928
2023-01-01 03:30:00,180.43892564725343,180.43892564725343,0.0,0.0,0.0,180.43892564725343
2023-01-01 03:45:00,183.41636576265185,183.41636576265185,0.0,0.0,0.0,183.41636576265185
2023-01-01 04:00:00,175.07927760908095,175.07927760908095,0.0,0.0,0.0,175.07927760908095
2023-01-01 04:15:00,167.93308022485098,167.93308022485098,0.0,0.0,0.0,167.93308022485098
2023-01-01 04:30:00,166.74218945551004,166.74218945551004,0.0,0.0,0.0,166.74218945551004
2023-01-01 04:45:00,170.31528814762504,170.31528814762504,0.0,0.0,0.0,170.31528814762504
2023-01-01 05:00:00,176.2701683784219,176.2701683784219,0.0,0.0,0.0,176.2701683784219
2023-01-01 05:15:00,169.1243973782841,169.1243973782841,0.0,0.0,0.0,169.1243973782841
2023-01-01 05:30:00,170.31571453171716,170.31571453171716,0.0,0.0,0.0,170.31571453171716
2023-01-01 05:45:00,160.78773560880532,160.78773560880532,0.0,0.0,0.0,160.78773560880532
2023-01-01 06:00:00,159.0011862627478,159.0011862627478,0.0,0.0,0.0,159.0011862627478
2023-01-01 06:15:00,153.64153822457536,153.64153822457536,0.0,0.0,0.0,153.64153822457536
2023-01-01 06:30:00,146.4953408403454,146.4953408403454,0.0,0.0,0.0,146.4953408403454
2023-01-01 06:45:00,149.47278095574384,149.47278095574384,0.0,0.0,0.0,149.47278095574384
2023-01-01 07:00:00,154.23677041719978,154.23677041719978,0.0,0.0,0.0,154.23677041719978
2023-01-01 07:15:00,161.97862637814626,161.97862637814626,0.0,0.0,0.0,161.97862637814626
2023-01-01 07:30:00,161.38296780142977,161.38296780142977,0.0,0.0,0.0,161.38296780142977
2023-01-01 07:45:00,165.55172507026123,165.55172507026123,0.0,0.0,0.0,165.55172507026123
2023-01-01 08:00:00,178.65280268528804,178.65280268528804,0.0,0.0,0.0,178.65280268528804
2023-01-01 08:15:00,191.7538803003149,191.7538803003149,0.0,0.0,0.0,191.7538803003149
2023-01-01 08:30:00,201.28185922322675,201.28185922322675,0.0,0.0,0.0,201.28185922322675
2023-01-01 08:45:00,211.4054967228551,211.4054967228551,0.0,0.0,0.0,211.4054967228551
2023-01-01 09:00:00,241.77640922174032,241.77640922174032,0.0,0.0,0.0,241.77640922174032
2023-01-01 09:15:00,266.78767368245303,266.78767368245303,0.0,0.0,0.0,266.78767368245303
2023-01-01 09:30:00,303.7091249888516,303.7091249888516,0.0,0.0,0.0,303.7091249888516
2023-01-01 09:45:00,326.9342664875989,326.9342664875989,0.0,0.0,0.0,326.9342664875989
2023-01-01 10:00:00,345.39499214079825,345.39499214079825,0.0,0.0,0.0,345.39499214079825
2023-01-01 10:15:00,367.42881648611245,367.42881648611245,0.0,0.0,0.0,367.42881648611245
2023-01-01 10:30:00,380.52989410113935,380.52989410113935,0.0,0.0,0.0,380.52989410113935
2023-01-01 10:45:00,395.41752106222367,395.41752106222367,0.0,0.0,0.0,395.41752106222367
2023-01-01 11:00:00,388.27132367799373,388.27132367799373,0.0,0.0,0.0,388.27132367799373
2023-01-01 11:15:00,384.6986513699709,384.6986513699709,0.0,0.0,0.0,384.6986513699709
2023-01-01 11:30:00,375.76633102377554,375.76633102377554,0.0,0.0,0.0,375.76633102377554
2023-01-01 11:45:00,343.60886917883295,343.60886917883295,0.0,0.0,0.0,343.60886917883295
2023-01-01 12:00:00,326.3394606790667,326.3394606790667,0.0,0.0,0.0,326.3394606790667
2023-01-01 12:15:00,284.65401991121223,284.65401991121223,0.0,0.0,0.0,284.65401991121223
2023-01-01 12:30:00,264.40674491195534,264.40674491195534,0.0,0.0,0.0,264.40674491195534
2023-01-01 12:45:00,248.9234593741546,248.92345937415456,0.0,0.0,0.0,248.92345937415456
2023-01-01 13:00:00,232.8449416437293,232.8449416437293,0.0,0.0,0.0,232.8449416437293
2023-01-01 13:15:00,222.72130414410088,222.72130414410088,0.0,0.0,0.0,222.72130414410088
2023-01-01 13:30:00,212.0024344518481,212.0024344518481,0.0,0.0,0.0,212.0024344518481
2023-01-01 13:45:00,216.76642391330404,216.76642391330404,0.0,0.0,0.0,216.76642391330404
2023-01-01 14:00:00,223.3169627208175,223.3169627208175,0.0,0.0,0.0,223.3169627208175
2023-01-01 14:15:00,236.41804033584427,236.41804033584427,0.0,0.0,0.0,236.41804033584427
2023-01-01 14:30:00,247.13733641218923,247.13733641218923,0.0,0.0,0.0,247.13733641218923
2023-01-01 14:45:00,257.2609739118176,257.2609739118176,0.0,0.0,0.0,257.2609739118176
2023-01-01 15:00:00,266.19329425801294,266.19329425801294,0.0,0.0,0.0,266.19329425801294
2023-01-01 15:15:00,260.23798764312386,260.23798764312386,0.0,0.0,0.0,260.23798764312386
2023-01-01 15:30:00,246.5412514513805,246.5412514513805,0.0,0.0,0.0,246.5412514513805
2023-01-01 15:45:00,242.37249418254902,242.37249418254902,0.0,0.0,0.0,242.37249418254902
2023-01-01 16:00:00,240.5859448364915,240.5859448364915,0.0,0.0,0.0,240.5859448364915
2023-01-01 16:15:00,232.24843029882848,232.24843029882848,0.0,0.0,0.0,232.24843029882848
2023-01-01 16:30:00,231.0575395294875,231.0575395294875,0.0,0.0,0.0,231.0575395294875
2023-01-01 16:45:00,229.27099018343,229.27099018343,0.0,0.0,0.0,229.27099018343
2023-01-01 17:00:00,230.46188095277094,230.46188095277094,0.0,0.0,0.0,230.46188095277094
2023-01-01 17:15:00,230.46188095277094,230.46188095277094,0.0,0.0,0.0,230.46188095277094
2023-01-01 17:30:00,226.29312368393943,226.29312368393943,0.0,0.0,0.0,226.29312368393943
2023-01-01 17:45:00,219.1473526838016,219.1473526838016,0.0,0.0,0.0,219.1473526838016
2023-01-01 18:00:00,222.12479279920007,222.12479279920007,0.0,0.0,0.0,222.12479279920007
2023-01-01 18:15:00,224.50700072197412,224.50700072197412,0.0,0.0,0.0,224.50700072197412
2023-01-01 18:30:00,221.52956060657567,221.52956060657567,0.0,0.0,0.0,221.52956060657567
2023-01-01 18:45:00,219.44518197215993,219.44518197215993,0.0,0.0,0.0,219.44518197215993
2023-01-01 19:00:00,229.56881947178832,229.56881947178832,0.0,0.0,0.0,229.56881947178832
2023-01-01 19:15:00,227.1866115490143,227.1866115490143,0.0,0.0,0.0,227.1866115490143
2023-01-01 19:30:00,223.01785428018275,223.01785428018275,0.0,0.0,0.0,223.01785428018275
2023-01-01 19:45:00,214.0851075498953,214.0851075498953,0.0,0.0,0.0,214.0851075498953
2023-01-01 20:00:00,212.2985582038378,212.2985582038378,0.0,0.0,0.0,212.2985582038378
2023-01-01 20:15:00,206.93891016566533,206.93891016566533,0.0,0.0,0.0,206.93891016566533
2023-01-01 20:30:00,211.70289962712124,211.70289962712124,0.0,0.0,0.0,211.70289962712124
2023-01-01 20:45:00,207.53456874238185,207.53456874238185,0.0,0.0,0.0,207.53456874238185
2023-01-01 21:00:00,214.68033974251972,214.68033974251972,0.0,0.0,0.0,214.68033974251972
2023-01-01 21:15:00,221.82653712674968,221.82653712674968,0.0,0.0,0.0,221.82653712674968
2023-01-01 21:30:00,216.76471837693546,216.76471837693546,0.0,0.0,0.0,216.76471837693546
2023-01-01 21:45:00,204.25929933862514,204.25929933862514,0.0,0.0,0.0,204.25929933862514
2023-01-01 22:00:00,198.90007768454484,198.90007768454484,0.0,0.0,0.0,198.90007768454484
2023-01-01 22:15:00,203.06883495337638,203.06883495337638,0.0,0.0,0.0,203.06883495337638
2023-01-01 22:30:00,200.68705341469447,200.68705341469447,0.0,0.0,0.0,200.68705341469447
2023-01-01 22:45:00,185.3870346303642,185.3870346303642,0.0,0.0,0.0,185.3870346303642
2023-01-01 23:00:00,170.3749030531176,170.3749030531176,0.0,0.0,0.0,170.3749030531176
2023-01-01 23:15:00,154.7671128991544,154.7671128991544,0.0,0.0,0.0,154.7671128991544
2023-01-01 23:30:00,141.1304996535274,141.1304996535274,0.0,0.0,0.0,141.1304996535274
2023-01-01 23:45:00,119.50625736509024,119.50625736509024,0.0,0.0,0.0,119.50625736509024
2023-01-02 00:00:00,939.5729564866062,939.5729564866062,0.0,0.0,0.0,939.5729564866062
2023-01-02 00:15:00,775.2726992330279,775.2726992330279,0.0,0.0,0.0,775.2726992330279
2023-01-02 00:30:00,629.0438898108343,629.0438898108343,0.0,0.0,0.0,629.0438898108343
2023-01-02 00:45:00,486.5941334515664,486.5941334515664,0.0,0.0,0.0,486.5941334515664
2023-01-02 01:00:00,318.91314076339773,318.91314076339773,0.0,0.0,0.0,318.91314076339773
2023-01-02 01:15:00,188.1812079922909,188.1812079922909,0.0,0.0,0.0,188.1812079922909
2023-01-02 01:30:00,192.9451974537468,192.9451974537468,0.0,0.0,0.0,192.9451974537468
2023-01-02 01:45:00,202.47317637665864,202.47317637665864,0.0,0.0,0.0,202.47317637665864
2023-01-02 02:00:00,201.28185922322555,201.28185922322555,0.0,0.0,0.0,201.28185922322555
2023-01-02 02:15:00,200.0909684538846,200.0909684538846,0.0,0.0,0.0,200.0909684538846
2023-01-02 02:30:00,203.66406714599958,203.66406714599958,0.0,0.0,0.0,203.66406714599958
2023-01-02 02:45:00,199.4957362612602,199.4957362612602,0.0,0.0,0.0,199.4957362612602
2023-01-02 03:00:00,204.25972572271613,204.25972572271613,0.0,0.0,0.0,204.25972572271613
2023-01-02 03:15:00,198.90007768454365,198.90007768454365,0.0,0.0,0.0,198.90007768454365
2023-01-02 03:30:00,203.66406714599958,203.66406714599958,0.0,0.0,0.0,203.66406714599958
2023-01-02 03:45:00,203.66406714599958,203.66406714599958,0.0,0.0,0.0,203.66406714599958
2023-01-02 04:00:00,200.0909684538846,200.0909684538846,0.0,0.0,0.0,200.0909684538846
2023-01-02 04:15:00,196.51786976176965,196.51786976176965,0.0,0.0,0.0,196.51786976176965
2023-01-02 04:30:00,194.73132041571213,194.73132041571213,0.0,0.0,0.0,194.73132041571213
2023-01-02 04:45:00,206.0462750687736,206.0462750687736,0.0,0.0,0.0,206.0462750687736
2023-01-02 05:00:00,214.3833632223445,214.3833632223445,0.0,0.0,0.0,214.3833632223445
2023-01-02 05:15:00,213.78770464562797,213.78770464562797,0.0,0.0,0.0,213.78770464562797
2023-01-02 05:30:00,216.16948618430987,216.16948618430987,0.0,0.0,0.0,216.16948618430987
2023-01-02 05:45:00,212.59638749219494,212.59638749219494,0.0,0.0,0.0,212.59638749219494
2023-01-02 06:00:00,225.10223291459732,225.10223291459732,0.0,0.0,0.0,225.10223291459732
2023-01-02 06:15:00,224.50700072197296,224.50700072197296,0.0,0.0,0.0,224.50700072197296
2023-01-02 06:30:00,238.20373691371626,238.20373691371626,0.0,0.0,0.0,238.20373691371626
2023-01-02 06:45:00,303.7095513729425,303.7095513729425,0.0,0.0,0.0,303.7095513729425
2023-01-02 07:00:00,643.1496632829441,643.1496632829441,0.0,0.0,0.0,643.1496632829441
2023-01-02 07:15:00,964.1290495397463,964.1290495397463,0.0,0.0,0.0,964.1290495397463
2023-01-02 07:30:00,1218.4113041838893,1218.4113041838893,0.0,0.0,0.0,1218.4113041838893
2023-01-02 07:45:00,1511.4019858645804,1511.4019858645804,0.0,0.0,0.0,1511.4019858645804
2023-01-02 08:00:00,1851.4377563512983,1851.4377563512983,0.0,0.0,0.0,1851.4377563512983
2023-01-02 08:15:00,2212.3164604139897,2212.3164604139897,0.0,0.0,0.0,2212.3164604139897
2023-01-02 08:30:00,2569.622065784566,2569.622065784566,0.0,0.0,0.0,2569.622065784566
2023-01-02 08:45:00,2922.1632553095947,2922.1632553095947,0.0,0.0,0.0,2922.1632553095947
2023-01-02 09:00:00,3273.513554065282,3273.513554065282,0.0,0.0,0.0,3273.513554065282
2023-01-02 09:15:00,3618.313314013456,3618.313314013456,0.0,0.0,0.0,3618.313314013456
2023-01-02 09:30:00,3920.831974617059,3920.831974617059,0.0,0.0,0.0,3920.831974617059
2023-01-02 09:45:00,3953.5850950387185,3953.585095038719,0.0,0.0,0.0,3953.585095038719
2023-01-02 10:00:00,4000.03495165212,4000.03495165212,0.0,0.0,0.0,4000.03495165212
2023-01-02 10:15:00,4109.01318260935,4109.01318260935,0.0,0.0,0.0,4109.01318260935
2023-01-02 10:30:00,4162.013578030266,4162.013578030266,0.0,0.0,0.0,4162.013578030266
2023-01-02 10:45:00,4130.45177476204,4130.45177476204,0.0,0.0,0.0,4130.45177476204
2023-01-02 11:00:00,4066.1368510721554,4066.1368510721554,0.0,0.0,0.0,4066.1368510721554
2023-01-02 11:15:00,4013.13645565124,4013.13645565124,0.0,0.0,0.0,4013.13645565124
2023-01-02 11:30:00,4009.5633569591246,4009.563356959125,0.0,0.0,0.0,4009.563356959125
2023-01-02 11:45:00,4026.2375332662664,4026.2375332662664,0.0,0.0,0.0,4026.2375332662664
2023-01-02 12:00:00,4041.1255866114416,4041.1255866114416,0.0,0.0,0.0,4041.1255866114416
2023-01-02 12:15:00,4051.844882687788,4051.8448826877875,0.0,0.0,0.0,4051.8448826877875
2023-01-02 12:30:00,4075.0695978024432,4075.0695978024432,0.0,0.0,0.0,4075.0695978024432
2023-01-02 12:45:00,4076.8561471485,4076.8561471485,0.0,0.0,0.0,4076.8561471485
2023-01-02 13:00:00,4092.9346648789247,4092.9346648789247,0.0,0.0,0.0,4092.9346648789247
2023-01-02 13:15:00,4122.709918801094,4122.709918801094,0.0,0.0,0.0,4122.709918801094
2023-01-02 13:30:00,4196.552821413891,4196.552821413891,0.0,0.0,0.0,4196.552821413891
2023-01-02 13:45:00,4263.845185219175,4263.845185219175,0.0,0.0,0.0,4263.845185219175
2023-01-02 14:00:00,4331.137549024459,4331.137549024459,0.0,0.0,0.0,4331.137549024459
2023-01-02 14:15:00,4329.350999678401,4329.350999678401,0.0,0.0,0.0,4329.350999678401
2023-01-02 14:30:00,4326.96921813972,4326.96921813972,0.0,0.0,0.0,4326.96921813972
2023-01-02 14:45:00,4309.103724679144,4309.103724679144,0.0,0.0,0.0,4309.103724679144
2023-01-02 15:00:00,4235.260822066347,4235.260822066347,0.0,0.0,0.0,4235.260822066347
2023-01-02 15:15:00,4125.091700339776,4125.091700339776,0.0,0.0,0.0,4125.091700339776
2023-01-02 15:30:00,4051.844029919603,4051.844029919603,0.0,0.0,0.0,4051.844029919603
2023-01-02 15:45:00,3966.686599037837,3966.686599037837,0.0,0.0,0.0,3966.686599037837
2023-01-02 16:00:00,3823.169124696982,3823.169124696982,0.0,0.0,0.0,3823.169124696982
2023-01-02 16:15:00,3666.550146357008,3666.550146357008,0.0,0.0,0.0,3666.550146357008
2023-01-02 16:30:00,3488.493002248436,3488.493002248436,0.0,0.0,0.0,3488.493002248436
2023-01-02 16:45:00,3289.5929245638913,3289.5929245638913,0.0,0.0,0.0,3289.5929245638913
2023-01-02 17:00:00,3100.22125218635,3100.22125218635,0.0,0.0,0.0,3100.22125218635
2023-01-02 17:15:00,2905.4895053865444,2905.4895053865444,0.0,0.0,0.0,2905.4895053865444
2023-01-02 17:30:00,2710.758184970831,2710.758184970831,0.0,0.0,0.0,2710.758184970831
2023-01-02 17:45:00,2546.993009246627,2546.993009246627,0.0,0.0,0.0,2546.993009246627
2023-01-02 18:00:00,2384.419150675856,2384.419150675856,0.0,0.0,0.0,2384.419150675856
2023-01-02 18:15:00,2203.384140067794,2203.384140067794,0.0,0.0,0.0,2203.384140067794
2023-01-02 18:30:00,2018.1803721909005,2018.1803721909007,0.0,0.0,0.0,2018.1803721909007
2023-01-02 18:45:00,1902.0559438494404,1902.0559438494404,0.0,0.0,0.0,1902.0559438494404
2023-01-02 19:00:00,1798.437360930382,1798.437360930382,0.0,0.0,0.0,1798.437360930382
2023-01-02 19:15:00,1771.6395471236117,1771.6395471236117,0.0,0.0,0.0,1771.6395471236117
2023-01-02 19:30:00,1762.1115682007,1762.1115682007,0.0,0.0,0.0,1762.1115682007
2023-01-02 19:45:00,1768.6621070082135,1768.6621070082135,0.0,0.0,0.0,1768.6621070082135
2023-01-02 20:00:00,1771.0443149309876,1771.0443149309876,0.0,0.0,0.0,1771.0443149309876
