SiteID,184029,Site Timezone,-8,Data Timezone,-8,Longitude,-121.65322876,Latitude,37.7319869995
Year,Month,Day,Hour,Minute,wind speed at 140m (m/s),wind direction at 140m (deg),air temperature at 140m (C),air pressure at 100m (Pa)
2014,1,1,0,0,3.23,14.950000000000001,12.23,97570
2014,1,1,0,15,3.1,17.29,12.17,97570
2014,1,1,0,30,2.89,17.62,12.18,97570
2014,1,1,0,45,2.74,20.91,12.120000000000001,97560
2014,1,1,1,0,2.44,22.580000000000002,12.01,97570
2014,1,1,1,15,2.58,26.23,11.99,97550
2014,1,1,1,30,2.74,29.060000000000002,11.950000000000001,97550
2014,1,1,1,45,2.91,27.96,11.81,97560
2014,1,1,2,0,3.0300000000000002,29.54,11.74,97550
2014,1,1,2,15,3.06,33.8,11.83,97550
2014,1,1,2,30,3.2,42.72,11.89,97540
2014,1,1,2,45,3.49,48.2,11.94,97540
2014,1,1,3,0,3.61,54.38,11.97,97540
2014,1,1,3,15,3.62,59.76,12.09,97540
2014,1,1,3,30,3.5100000000000002,64.49,12.25,97540
2014,1,1,3,45,3.5500000000000003,66.99,12.4,97540
2014,1,1,4,0,3.5500000000000003,69.8,12.58,97530
2014,1,1,4,15,3.68,71.10000000000001,12.74,97540
2014,1,1,4,30,3.44,72.78,12.91,97540
2014,1,1,4,45,3.08,70.92,13.17,97550
2014,1,1,5,0,3.21,62.190000000000005,13.43,97550
2014,1,1,5,15,3.47,56.38,13.49,97550
2014,1,1,5,30,3.41,49.82,13.59,97550
2014,1,1,5,45,3.74,39.12,13.77,97540
2014,1,1,6,0,4.05,36.230000000000004,13.73,97540
2014,1,1,6,15,3.99,35.37,13.61,97550
2014,1,1,6,30,3.89,37.68,13.43,97550
2014,1,1,6,45,3.84,41.69,13.24,97540
2014,1,1,7,0,3.93,42.51,13.11,97540
2014,1,1,7,15,3.85,40.95,13,97540
2014,1,1,7,30,3.71,37.47,12.92,97540
2014,1,1,7,45,3.58,34.480000000000004,12.82,97550
2014,1,1,8,0,3.49,33.22,12.69,97550
2014,1,1,8,15,3.58,31.720000000000002,12.56,97550
2014,1,1,8,30,3.39,34.15,12.41,97550
2014,1,1,8,45,3.0700000000000003,36.7,12.24,97550
2014,1,1,9,0,2.66,36.51,12.08,97560
2014,1,1,9,15,2.41,32.19,11.950000000000001,97570
2014,1,1,9,30,2.25,22.04,11.85,97570
2014,1,1,9,45,2.34,18.34,11.91,97570
2014,1,1,10,0,2.42,21.080000000000002,12.07,97570
2014,1,1,10,15,2.6,25.02,12.18,97560
2014,1,1,10,30,2.69,21,12.32,97560
2014,1,1,10,45,2.8000000000000003,18.63,12.47,97550
2014,1,1,11,0,2.96,20.22,12.63,97550
2014,1,1,11,15,3.0500000000000003,18.68,12.8,97560
2014,1,1,11,30,3.02,17.22,12.99,97550
2014,1,1,11,45,2.93,16.25,13.23,97550
2014,1,1,12,0,2.87,19.39,13.49,97540
2014,1,1,12,15,2.95,21.59,13.73,97530
2014,1,1,12,30,2.91,21.12,13.96,97530
2014,1,1,12,45,2.7800000000000002,13.16,14.21,97530
2014,1,1,13,0,2.79,10.25,14.450000000000001,97520
2014,1,1,13,15,2.84,16.38,14.68,97500
2014,1,1,13,30,2.7600000000000002,17.03,14.870000000000001,97490
2014,1,1,13,45,2.72,13.09,15.040000000000001,97480
2014,1,1,14,0,2.89,10.96,15.18,97470
2014,1,1,14,15,2.91,12.15,15.280000000000001,97470
2014,1,1,14,30,2.92,17.07,15.32,97460
2014,1,1,14,45,2.98,20.240000000000002,15.26,97450
2014,1,1,15,0,2.94,21.98,15.17,97440
2014,1,1,15,15,2.87,22.490000000000002,15.07,97450
2014,1,1,15,30,2.72,23.57,14.94,97440
2014,1,1,15,45,2.67,26.740000000000002,14.780000000000001,97440
2014,1,1,16,0,2.67,23.84,14.67,97440
2014,1,1,16,15,2.74,21.02,14.6,97430
2014,1,1,16,30,2.75,22.32,14.530000000000001,97430
2014,1,1,16,45,2.88,18.46,14.56,97430
2014,1,1,17,0,3.0700000000000003,13.99,14.6,97430
2014,1,1,17,15,3.23,10.16,14.61,97430
2014,1,1,17,30,3.49,5.23,14.73,97430
2014,1,1,17,45,3.72,359.99,14.91,97430
2014,1,1,18,0,3.8200000000000003,358.89,15.120000000000001,97420
2014,1,1,18,15,3.8000000000000003,357.03000000000003,15.200000000000001,97420
2014,1,1,18,30,3.75,355.07,15.17,97430
2014,1,1,18,45,3.61,351.02,15.13,97430
2014,1,1,19,0,3.38,350.17,15.19,97430
2014,1,1,19,15,3.33,347.77,15.18,97430
2014,1,1,19,30,3.36,346.24,15.22,97440
2014,1,1,19,45,3.25,348.94,15.33,97440
2014,1,1,20,0,3.15,352.97,15.44,97440
2014,1,1,20,15,3.16,356.7,15.46,97450
2014,1,1,20,30,3.24,359.52,15.39,97460
2014,1,1,20,45,3.13,1.52,15.280000000000001,97460
2014,1,1,21,0,3.02,0.86,15.15,97470
2014,1,1,21,15,2.91,2.38,15.05,97470
2014,1,1,21,30,2.9,5.55,14.89,97480
2014,1,1,21,45,2.79,10.93,14.76,97480
2014,1,1,22,0,2.79,14.450000000000001,14.59,97480
2014,1,1,22,15,2.71,14.620000000000001,14.41,97480
2014,1,1,22,30,2.62,15.72,14.23,97490
2014,1,1,22,45,2.48,18.3,14.09,97490
2014,1,1,23,0,2.3000000000000003,23.04,14.01,97500
2014,1,1,23,15,2.1,29,14.02,97500
2014,1,1,23,30,2.04,34.22,14.08,97500
2014,1,1,23,45,1.93,34.58,14.07,97500
2014,1,2,0,0,1.76,37.9,14.07,97520
2014,1,2,0,15,1.75,44.09,14.040000000000001,97520
2014,1,2,0,30,1.78,48.24,14.040000000000001,97520
2014,1,2,0,45,1.78,45.42,14.06,97520
2014,1,2,1,0,1.85,41.21,14.14,97510
2014,1,2,1,15,2.0300000000000002,39.54,14.200000000000001,97490
2014,1,2,1,30,2.29,37.07,14.15,97490
2014,1,2,1,45,2.65,33.65,13.96,97480
2014,1,2,2,0,2.98,31.59,13.8,97480
2014,1,2,2,15,3.17,29.400000000000002,13.67,97470
2014,1,2,2,30,3.27,28.76,13.63,97470
2014,1,2,2,45,3.3200000000000003,28.82,13.66,97470
2014,1,2,3,0,3.45,29.71,13.700000000000001,97470
2014,1,2,3,15,3.59,31.03,13.71,97470
2014,1,2,3,30,3.67,33.480000000000004,13.55,97470
2014,1,2,3,45,3.67,34.62,13.32,97470
2014,1,2,4,0,3.7600000000000002,34.17,13.120000000000001,97470
2014,1,2,4,15,3.84,33.730000000000004,12.92,97470
2014,1,2,4,30,3.86,33.56,12.700000000000001,97480
2014,1,2,4,45,3.87,32.31,12.57,97480
2014,1,2,5,0,3.7800000000000002,30.650000000000002,12.57,97480
2014,1,2,5,15,3.81,29.09,12.63,97480
2014,1,2,5,30,3.87,28.490000000000002,12.68,97480
2014,1,2,5,45,3.91,27.900000000000002,12.72,97480
2014,1,2,6,0,4.1,27.87,12.76,97480
2014,1,2,6,15,4.3100000000000005,28.03,12.76,97470
2014,1,2,6,30,4.42,27.09,12.72,97480
2014,1,2,6,45,4.47,26.900000000000002,12.67,97470
2014,1,2,7,0,4.57,26.57,12.65,97470
2014,1,2,7,15,4.69,26.13,12.620000000000001,97470
2014,1,2,7,30,4.83,26.150000000000002,12.57,97470
2014,1,2,7,45,4.9,25.6,12.52,97480
2014,1,2,8,0,5,25.6,12.5,97480
2014,1,2,8,15,5.11,26.310000000000002,12.42,97480
2014,1,2,8,30,5.05,26.98,12.27,97480
2014,1,2,8,45,4.8500000000000005,26.3,12.11,97480
2014,1,2,9,0,4.72,26.07,11.97,97490
2014,1,2,9,15,4.62,24.560000000000002,11.83,97490
2014,1,2,9,30,4.58,22.01,11.71,97490
2014,1,2,9,45,4.39,18.93,11.63,97490
2014,1,2,10,0,4.2,17.55,11.620000000000001,97490
2014,1,2,10,15,4.0600000000000005,20.75,11.6,97490
2014,1,2,10,30,3.92,23.88,11.53,97480
2014,1,2,10,45,3.73,26.810000000000002,11.55,97480
2014,1,2,11,0,3.59,28.57,11.64,97470
2014,1,2,11,15,3.4,27.400000000000002,11.83,97470
2014,1,2,11,30,3.21,25.51,12.1,97460
2014,1,2,11,45,3.2,24.63,12.41,97450
2014,1,2,12,0,3.19,22.89,12.72,97450
2014,1,2,12,15,3.17,21.43,13.030000000000001,97440
2014,1,2,12,30,3.2,19.2,13.33,97430
2014,1,2,12,45,3.17,19.05,13.61,97430
2014,1,2,13,0,3.19,20.14,13.84,97410
2014,1,2,13,15,3.18,22.91,14.02,97400
2014,1,2,13,30,3.22,23.21,14.16,97380
2014,1,2,13,45,3.13,21.3,14.31,97370
2014,1,2,14,0,3.09,18.62,14.450000000000001,97360
2014,1,2,14,15,3.0700000000000003,17.43,14.56,97350
2014,1,2,14,30,3.06,18.900000000000002,14.63,97330
2014,1,2,14,45,3.0100000000000002,20.46,14.65,97320
2014,1,2,15,0,3.02,21.830000000000002,14.620000000000001,97300
2014,1,2,15,15,2.95,20.73,14.55,97290
2014,1,2,15,30,2.91,18.7,14.46,97280
2014,1,2,15,45,2.81,16.87,14.43,97270
2014,1,2,16,0,2.94,14.46,14.450000000000001,97260
2014,1,2,16,15,3.16,11.26,14.52,97260
2014,1,2,16,30,3.33,6.71,14.6,97250
2014,1,2,16,45,3.52,5.01,14.77,97250
2014,1,2,17,0,3.66,4,14.950000000000001,97240
2014,1,2,17,15,3.85,4.15,15.08,97240
2014,1,2,17,30,4.0200000000000005,4.64,15.200000000000001,97230
2014,1,2,17,45,4.14,6.09,15.33,97220
2014,1,2,18,0,4.2,7.67,15.49,97220
2014,1,2,18,15,4.1,8.97,15.57,97220
2014,1,2,18,30,3.97,11.23,15.57,97210
2014,1,2,18,45,3.89,13.4,15.51,97210
2014,1,2,19,0,3.9,15.82,15.42,97210
2014,1,2,19,15,3.67,15.4,15.33,97220
2014,1,2,19,30,3.42,13.67,15.26,97220
2014,1,2,19,45,3.18,12.38,15.200000000000001,97230
2014,1,2,20,0,3.2600000000000002,12.76,15.19,97220
2014,1,2,20,15,3.46,16.42,15.17,97220
2014,1,2,20,30,3.47,17.69,15.1,97210
2014,1,2,20,45,3.21,15.8,14.97,97220
2014,1,2,21,0,3.06,14.1,14.870000000000001,97220
2014,1,2,21,15,2.94,13.26,14.83,97210
2014,1,2,21,30,2.66,10.88,14.82,97210
2014,1,2,21,45,2.29,5.97,14.780000000000001,97210
2014,1,2,22,0,2.0300000000000002,4.13,14.77,97210
2014,1,2,22,15,1.8800000000000001,4.74,14.73,97210
2014,1,2,22,30,1.81,9.15,14.66,97210
2014,1,2,22,45,1.8,21.62,14.61,97200
2014,1,2,23,0,1.83,24.36,14.48,97210
2014,1,2,23,15,1.67,23.82,14.42,97210
2014,1,2,23,30,1.83,29.54,14.46,97220
2014,1,2,23,45,2.04,29.8,14.39,97210
2014,1,3,0,0,2.09,28.21,14.23,97220
2014,1,3,0,15,1.83,34.99,14.120000000000001,97220
2014,1,3,0,30,1.67,41.96,14.1,97210
2014,1,3,0,45,1.6,45.77,14.02,97210
2014,1,3,1,0,1.49,45.44,13.950000000000001,97200
2014,1,3,1,15,1.72,46.17,13.96,97190
2014,1,3,1,30,1.78,41.96,13.81,97190
2014,1,3,1,45,1.8,38.46,13.620000000000001,97190
2014,1,3,2,0,1.83,39.6,13.49,97180
2014,1,3,2,15,1.86,35.72,13.35,97180
2014,1,3,2,30,1.97,40.01,13.25,97180
2014,1,3,2,45,1.79,40.5,13.280000000000001,97180
2014,1,3,3,0,1.79,41.300000000000004,13.290000000000001,97170
2014,1,3,3,15,1.8,41.68,13.26,97170
2014,1,3,3,30,1.72,43.82,13.23,97170
2014,1,3,3,45,1.72,46.68,13.21,97170
2014,1,3,4,0,1.86,43.61,13.200000000000001,97160
2014,1,3,4,15,2.02,43.5,13.030000000000001,97160
2014,1,3,4,30,2.0300000000000002,46.43,12.89,97160
2014,1,3,4,45,2.14,45.84,12.83,97160
2014,1,3,5,0,2.32,44.63,12.76,97160
2014,1,3,5,15,2.5,47.52,12.61,97150
2014,1,3,5,30,2.58,50.77,12.49,97160
2014,1,3,5,45,2.5500000000000003,52.49,12.39,97150
2014,1,3,6,0,2.42,53.84,12.43,97150
2014,1,3,6,15,2.19,56.870000000000005,12.56,97150
2014,1,3,6,30,2.09,58.97,12.73,97150
2014,1,3,6,45,2.05,60.730000000000004,12.88,97150
2014,1,3,7,0,2.14,64.49,13,97150
2014,1,3,7,15,2.23,65.69,13.15,97160
2014,1,3,7,30,2.25,65.65,13.17,97160
2014,1,3,7,45,2.44,63.120000000000005,13.200000000000001,97160
2014,1,3,8,0,2.7,60.59,13.27,97150
2014,1,3,8,15,2.93,59.03,13.22,97150
2014,1,3,8,30,3.0300000000000002,58.46,13.15,97150
2014,1,3,8,45,3.13,57.78,13.08,97150
2014,1,3,9,0,3.22,55.57,13.02,97150
2014,1,3,9,15,3.2600000000000002,54.02,12.97,97150
2014,1,3,9,30,3.2,54.14,12.96,97150
2014,1,3,9,45,3,54.7,12.97,97140
2014,1,3,10,0,2.79,55.77,13.05,97140
2014,1,3,10,15,2.58,55.74,13.21,97140
2014,1,3,10,30,2.54,52.620000000000005,13.3,97140
2014,1,3,10,45,2.42,49.620000000000005,13.41,97130
2014,1,3,11,0,2.35,46.35,13.52,97120
2014,1,3,11,15,2.45,41.82,13.56,97120
2014,1,3,11,30,2.4,40.61,13.63,97110
2014,1,3,11,45,2.47,39.01,13.73,97120
2014,1,3,12,0,2.6,36.7,13.94,97110
2014,1,3,12,15,2.98,33.32,14.11,97100
2014,1,3,12,30,3.23,32.57,14.24,97090
2014,1,3,12,45,3.37,33.76,14.32,97080
2014,1,3,13,0,3.5100000000000002,35.79,14.370000000000001,97060
2014,1,3,13,15,3.52,37.910000000000004,14.42,97040
2014,1,3,13,30,3.42,38.93,14.49,97030
2014,1,3,13,45,3.37,39.61,14.57,97000
2014,1,3,14,0,3.13,40.24,14.66,96990
2014,1,3,14,15,2.84,38.97,14.76,96980
2014,1,3,14,30,2.59,36.46,14.870000000000001,96980
2014,1,3,14,45,2.45,34.35,14.97,96970
2014,1,3,15,0,2.35,34.5,15.030000000000001,96960
2014,1,3,15,15,2.19,37.43,15.05,96950
2014,1,3,15,30,1.93,40.42,15.02,96940
2014,1,3,15,45,1.62,43.61,14.96,96930
2014,1,3,16,0,1.3900000000000001,46.81,14.96,96930
2014,1,3,16,15,1.05,38.730000000000004,15.1,96920
2014,1,3,16,30,0.84,6.5,15.450000000000001,96920
2014,1,3,16,45,1.04,321.12,15.89,96920
2014,1,3,17,0,1.67,292.21,16.27,96910
2014,1,3,17,15,2.16,283.67,16.47,96920
2014,1,3,17,30,2.48,279.75,16.53,96910
2014,1,3,17,45,2.75,274.23,16.580000000000002,96900
2014,1,3,18,0,2.88,273.11,16.6,96900
2014,1,3,18,15,2.87,274.86,16.59,96900
2014,1,3,18,30,2.7600000000000002,281.07,16.54,96900
2014,1,3,18,45,2.68,286.49,16.41,96890
2014,1,3,19,0,2.73,286.16,16.240000000000002,96890
2014,1,3,19,15,2.74,281.5,16.09,96900
2014,1,3,19,30,2.72,279.48,16,96900
2014,1,3,19,45,2.65,280.15000000000003,15.92,96900
2014,1,3,20,0,2.56,281.75,15.9,96910
2014,1,3,20,15,2.5100000000000002,283.27,15.89,96910
2014,1,3,20,30,2.45,283.69,15.860000000000001,96920
2014,1,3,20,45,2.46,283.56,15.82,96920
2014,1,3,21,0,2.5500000000000003,277.83,15.77,96920
2014,1,3,21,15,2.61,270.02,15.73,96920
2014,1,3,21,30,2.38,269.25,15.69,96930
2014,1,3,21,45,1.95,280.39,15.68,96940
2014,1,3,22,0,1.68,300.90000000000003,15.66,96950
2014,1,3,22,15,1.6500000000000001,321.52,15.59,96950
2014,1,3,22,30,1.69,335.94,15.46,96950
2014,1,3,22,45,1.81,350.17,15.3,96970
2014,1,3,23,0,1.83,355.25,15.11,96970
2014,1,3,23,15,1.74,356.3,14.97,96970
2014,1,3,23,30,1.35,1.53,14.86,96980
2014,1,3,23,45,0.96,8.72,14.85,96990
2014,1,4,0,0,0.93,13.9,14.84,96990
2014,1,4,0,15,1.11,26.810000000000002,14.69,96990
2014,1,4,0,30,1.24,34.36,14.49,96990
2014,1,4,0,45,1.36,39.300000000000004,14.26,96990
2014,1,4,1,0,1.22,45,14.11,96980
2014,1,4,1,15,1.36,48.56,14.05,96970
2014,1,4,1,30,1.72,49.65,13.88,96970
2014,1,4,1,45,1.8,50.42,13.72,96970
2014,1,4,2,0,2.0100000000000002,51.4,13.65,96960
2014,1,4,2,15,2.12,54.26,13.49,96960
2014,1,4,2,30,2.11,54.2,13.35,96950
2014,1,4,2,45,2.48,55.49,13.11,96960
2014,1,4,3,0,2.82,58.54,12.83,96960
2014,1,4,3,15,3.11,58.72,12.63,96970
2014,1,4,3,30,2.74,58.72,12.620000000000001,96960
2014,1,4,3,45,2.92,56.980000000000004,12.61,96960
2014,1,4,4,0,3.79,56.44,12.17,96980
2014,1,4,4,15,3.9,59.64,11.67,96990
2014,1,4,4,30,3.5500000000000003,57.74,11.58,96990
2014,1,4,4,45,2.96,47.45,11.91,96970
2014,1,4,5,0,3.3200000000000003,38.44,12.01,96990
2014,1,4,5,15,3.93,40.050000000000004,11.55,97000
2014,1,4,5,30,4.14,41.65,11.22,97010
2014,1,4,5,45,3.75,32.45,11.450000000000001,97000
2014,1,4,6,0,4.0200000000000005,24.64,11.56,97000
2014,1,4,6,15,3.99,16.61,11.44,97000
2014,1,4,6,30,4.0600000000000005,15.91,11.15,97010
2014,1,4,6,45,3.69,13.92,10.88,97010
2014,1,4,7,0,3.58,9.35,10.88,97010
2014,1,4,7,15,3.74,6.11,10.82,97020
2014,1,4,7,30,3.95,1.8,10.63,97030
2014,1,4,7,45,4.29,359.58,10.59,97040
2014,1,4,8,0,4.28,358.88,10.67,97050
2014,1,4,8,15,4.32,4.18,10.91,97050
2014,1,4,8,30,4.65,16.56,11.19,97070
2014,1,4,8,45,4.68,17.52,11.13,97090
2014,1,4,9,0,4.64,10.56,11,97090
2014,1,4,9,15,5.32,4.3,11.11,97100
2014,1,4,9,30,5.78,1.81,10.88,97110
2014,1,4,9,45,6.09,2.37,10.790000000000001,97110
2014,1,4,10,0,6.04,2.5,10.74,97110
2014,1,4,10,15,5.48,357.76,10.790000000000001,97110
2014,1,4,10,30,5.41,356.78000000000003,10.870000000000001,97110
2014,1,4,10,45,5.55,357.82,10.870000000000001,97110
2014,1,4,11,0,5.59,0.07,10.92,97100
2014,1,4,11,15,5.41,359.91,11.040000000000001,97100
2014,1,4,11,30,5.19,358.25,11.3,97090
2014,1,4,11,45,5.29,357.92,11.6,97080
2014,1,4,12,0,5.45,0.37,11.870000000000001,97090
2014,1,4,12,15,5.62,1.7,12.13,97090
2014,1,4,12,30,5.86,2.82,12.370000000000001,97090
2014,1,4,12,45,6.05,3.68,12.61,97090
2014,1,4,13,0,6.16,4.32,12.82,97070
2014,1,4,13,15,6.2700000000000005,5.42,13.030000000000001,97070
2014,1,4,13,30,6.23,6.92,13.24,97060
2014,1,4,13,45,6.13,9.67,13.43,97060
2014,1,4,14,0,5.86,11.620000000000001,13.61,97060
2014,1,4,14,15,5.66,13.47,13.75,97050
2014,1,4,14,30,5.47,16,13.8,97050
2014,1,4,14,45,5.33,17.34,13.81,97050
2014,1,4,15,0,5.19,18.71,13.83,97050
2014,1,4,15,15,4.9,20.64,13.84,97050
2014,1,4,15,30,4.7,23.11,13.84,97050
2014,1,4,15,45,4.63,23.43,13.84,97050
2014,1,4,16,0,4.61,22.36,13.85,97050
2014,1,4,16,15,4.46,23.29,13.91,97050
2014,1,4,16,30,4.3100000000000005,24.8,14.01,97060
2014,1,4,16,45,4.37,20.37,14.16,97060
2014,1,4,17,0,4.79,12.15,14.43,97060
2014,1,4,17,15,5.29,6.37,14.76,97070
2014,1,4,17,30,5.53,3.44,14.98,97070
2014,1,4,17,45,5.63,2.2,15.200000000000001,97070
2014,1,4,18,0,5.36,1.35,15.33,97070
2014,1,4,18,15,5.16,359.78000000000003,15.47,97080
2014,1,4,18,30,5.41,356.52,15.57,97080
2014,1,4,18,45,5.98,355.69,15.610000000000001,97080
2014,1,4,19,0,7.04,355.76,15.540000000000001,97090
2014,1,4,19,15,7.63,357.78000000000003,15.32,97110
2014,1,4,19,30,7.71,1.27,15.07,97110
2014,1,4,19,45,7.37,3.47,14.84,97120
2014,1,4,20,0,6.74,1.1300000000000001,14.68,97120
2014,1,4,20,15,6.24,359.07,14.56,97130
2014,1,4,20,30,6.41,359.05,14.36,97150
2014,1,4,20,45,7.21,358.84000000000003,14.05,97160
2014,1,4,21,0,8.23,357.66,13.71,97170
2014,1,4,21,15,8.76,353.73,13.55,97180
2014,1,4,21,30,9.06,349.09000000000003,13.51,97180
2014,1,4,21,45,10.21,348.38,13.32,97180
2014,1,4,22,0,10.82,347.61,13.120000000000001,97190
2014,1,4,22,15,10.89,347.13,12.97,97200
2014,1,4,22,30,11.19,347.65000000000003,12.790000000000001,97200
2014,1,4,22,45,11.59,349.86,12.64,97210
2014,1,4,23,0,11.98,351.38,12.47,97220
2014,1,4,23,15,12.22,351.57,12.280000000000001,97220
2014,1,4,23,30,12.43,351.97,12.11,97230
2014,1,4,23,45,12.200000000000001,352.53000000000003,11.96,97250
2014,1,5,0,0,11.92,353.8,11.790000000000001,97260
2014,1,5,0,15,11.870000000000001,355.62,11.67,97270
2014,1,5,0,30,11.83,356.28000000000003,11.63,97280
2014,1,5,0,45,11.200000000000001,358.28000000000003,11.450000000000001,97290
2014,1,5,1,0,10.700000000000001,0.8200000000000001,11.35,97300
2014,1,5,1,15,10.49,0.99,11.33,97290
2014,1,5,1,30,10.25,1.22,11.27,97290
2014,1,5,1,45,9.950000000000001,1.6,11.18,97290
2014,1,5,2,0,9.56,1.41,11.1,97290
2014,1,5,2,15,9.31,1.33,11.05,97300
2014,1,5,2,30,9.35,0.77,11.03,97300
2014,1,5,2,45,9.43,359.05,10.99,97310
2014,1,5,3,0,9.6,357.15000000000003,10.950000000000001,97310
2014,1,5,3,15,9.65,355.25,10.870000000000001,97310
2014,1,5,3,30,9.700000000000001,353.63,10.790000000000001,97320
2014,1,5,3,45,9.73,352.39,10.69,97330
2014,1,5,4,0,9.53,351.78000000000003,10.59,97330
2014,1,5,4,15,9.07,350.97,10.55,97340
2014,1,5,4,30,8.56,350.36,10.6,97340
2014,1,5,4,45,7.8500000000000005,350.21,10.68,97350
2014,1,5,5,0,7.17,353.90000000000003,10.67,97360
2014,1,5,5,15,6.390000000000001,0.77,10.58,97370
2014,1,5,5,30,5.61,9.13,10.32,97380
2014,1,5,5,45,4.7,14.89,10.33,97380
2014,1,5,6,0,4.15,21.57,10.88,97390
2014,1,5,6,15,4.46,29.71,10.98,97400
2014,1,5,6,30,4.83,30.63,10.28,97410
2014,1,5,6,45,4.84,29.97,9.76,97410
2014,1,5,7,0,4.69,35.43,9.61,97420
2014,1,5,7,15,4.53,38.29,9.73,97440
2014,1,5,7,30,4.45,36.07,9.98,97450
2014,1,5,7,45,4.55,33.3,10.06,97470
2014,1,5,8,0,4.55,32.08,9.93,97470
2014,1,5,8,15,4.53,29.98,9.85,97480
2014,1,5,8,30,4.64,27.43,9.8,97500
2014,1,5,8,45,4.62,26.330000000000002,9.72,97510
2014,1,5,9,0,4.63,27.12,9.61,97520
2014,1,5,9,15,4.5600000000000005,29.69,9.56,97530
2014,1,5,9,30,4.5200000000000005,33.83,9.63,97540
2014,1,5,9,45,4.46,40.6,9.77,97550
2014,1,5,10,0,4.39,47.12,9.96,97550
2014,1,5,10,15,4.17,47.37,10.23,97560
2014,1,5,10,30,4.14,46.54,10.55,97560
2014,1,5,10,45,4.14,47.39,10.870000000000001,97550
2014,1,5,11,0,4.11,46.45,11.19,97550
2014,1,5,11,15,4.15,46.92,11.5,97550
2014,1,5,11,30,4.21,49.02,11.76,97550
2014,1,5,11,45,4.18,50.56,11.98,97550
2014,1,5,12,0,4.15,49.99,12.21,97550
2014,1,5,12,15,4.01,47.49,12.49,97550
2014,1,5,12,30,4.0600000000000005,47.52,12.780000000000001,97540
2014,1,5,12,45,4.17,51.53,13,97540
2014,1,5,13,0,4.17,54.11,13.200000000000001,97530
2014,1,5,13,15,4.1,54.82,13.36,97520
2014,1,5,13,30,3.99,56.32,13.51,97510
2014,1,5,13,45,3.93,59.04,13.64,97500
2014,1,5,14,0,3.86,59,13.76,97500
2014,1,5,14,15,3.93,61.4,13.85,97490
2014,1,5,14,30,4.0600000000000005,64.24,13.91,97490
2014,1,5,14,45,4.16,67.06,13.94,97480
2014,1,5,15,0,4.25,69.44,13.94,97480
2014,1,5,15,15,4.18,67.1,13.94,97480
2014,1,5,15,30,4.17,65.94,13.93,97480
2014,1,5,15,45,4.17,65.28,13.86,97470
2014,1,5,16,0,4.0200000000000005,63.53,13.84,97480
2014,1,5,16,15,4.09,64.81,13.8,97480
2014,1,5,16,30,4.19,67.08,13.8,97480
2014,1,5,16,45,4.25,68.5,13.84,97490
2014,1,5,17,0,4.21,71.14,13.88,97490
2014,1,5,17,15,4.22,74.71000000000001,13.91,97500
2014,1,5,17,30,4.3,77.64,13.93,97500
2014,1,5,17,45,4.25,78.5,13.97,97510
2014,1,5,18,0,4.19,76.66,14.06,97510
2014,1,5,18,15,4.2700000000000005,76.87,14.14,97520
2014,1,5,18,30,4.43,80.13,14.21,97520
2014,1,5,18,45,4.62,83.88,14.26,97520
2014,1,5,19,0,4.71,86.93,14.27,97530
2014,1,5,19,15,4.8500000000000005,90.66,14.280000000000001,97530
2014,1,5,19,30,4.96,93.47,14.34,97530
2014,1,5,19,45,4.96,96.14,14.4,97540
2014,1,5,20,0,5.0200000000000005,97.96000000000001,14.46,97540
2014,1,5,20,15,5.14,99.04,14.49,97550
2014,1,5,20,30,5.16,100.48,14.48,97550
2014,1,5,20,45,5.11,101.91,14.47,97560
2014,1,5,21,0,5.04,103.93,14.450000000000001,97560
2014,1,5,21,15,4.9,105.93,14.46,97570
2014,1,5,21,30,4.79,106.38,14.48,97570
2014,1,5,21,45,4.68,107.5,14.47,97590
2014,1,5,22,0,4.65,107.56,14.48,97590
2014,1,5,22,15,4.61,107.18,14.35,97600
2014,1,5,22,30,4.6000000000000005,107.06,14.15,97610
2014,1,5,22,45,4.55,107.76,14,97620
2014,1,5,23,0,4.5,108.37,13.91,97620
2014,1,5,23,15,4.47,108.89,13.81,97620
2014,1,5,23,30,4.42,108.45,13.780000000000001,97630
2014,1,5,23,45,4.45,106.8,13.67,97630
2014,1,6,0,0,4.58,105.37,13.52,97640
2014,1,6,0,15,4.63,106.91,13.46,97650
2014,1,6,0,30,4.74,106.77,13.34,97650
2014,1,6,0,45,4.5600000000000005,107.34,13.26,97660
2014,1,6,1,0,4.47,107.91,13.27,97660
2014,1,6,1,15,4.49,108.63,13.34,97660
2014,1,6,1,30,4.47,109.14,13.44,97660
2014,1,6,1,45,4.47,108.29,13.48,97650
2014,1,6,2,0,4.39,108.43,13.530000000000001,97650
2014,1,6,2,15,4.36,109.71000000000001,13.56,97660
2014,1,6,2,30,4.29,111.87,13.620000000000001,97670
2014,1,6,2,45,4.25,110.47,13.65,97670
2014,1,6,3,0,4.26,108.98,13.55,97670
2014,1,6,3,15,4.28,108.22,13.450000000000001,97680
2014,1,6,3,30,4.21,108.81,13.44,97680
2014,1,6,3,45,4.08,110.21000000000001,13.450000000000001,97680
2014,1,6,4,0,3.8200000000000003,111.98,13.43,97700
2014,1,6,4,15,3.79,111.19,13.370000000000001,97700
2014,1,6,4,30,3.98,108.91,13.17,97700
2014,1,6,4,45,4.12,110.01,13.11,97710
2014,1,6,5,0,3.96,111.65,13.21,97710
