,Heat Load,NaturalGasBoiler,HeatPump,Lithium Ion Battery,ThermalStorage,PVsystem,Windsystem,ElectricBoiler,Total Heat Output
2023-04-27 17:15:00,4957.578236241159,0.0,0.0,0.0,-0.0,0.0,0.0,4957.578236241159,4957.578236241159
2023-04-27 17:30:00,4849.971742899968,0.0,0.0,0.0,-0.0,0.0,0.0,4849.971742899968,4849.971742899968
2023-04-27 17:45:00,4619.386768667621,0.0,0.0,0.0,-0.0,0.0,0.0,4619.386768667621,4619.386768667621
2023-04-27 18:00:00,4416.9842016921175,0.0,0.0,0.0,-0.0,0.0,0.0,4416.9842016921175,4416.9842016921175
2023-04-27 18:15:00,4258.136889687233,0.0,0.0,0.0,-0.0,0.0,0.0,4258.136889687233,4258.136889687233
2023-04-27 18:30:00,4019.865921679904,0.0,0.0,0.0,-0.0,0.0,0.0,4019.865921679904,4019.865921679904
2023-04-27 18:45:00,3873.8285992999886,0.0,0.0,0.0,-0.0,0.0,0.0,3873.8285992999886,3873.8285992999886
2023-04-27 19:00:00,3673.988460331386,0.0,0.0,0.0,-0.0,0.0,0.0,3673.988460331386,3673.988460331386
2023-04-27 19:15:00,3507.4547244696114,0.0,0.0,0.0,-0.0,0.0,0.0,3507.4547244696114,3507.4547244696114
2023-04-27 19:30:00,3340.9209886078365,0.0,0.0,0.0,-0.0,0.0,0.0,3340.9209886078365,3340.9209886078365
2023-04-27 19:45:00,3107.7740164504967,0.0,0.0,0.0,-0.0,0.0,0.0,3107.7740164504967,3107.7740164504967
2023-04-27 20:00:00,3046.284776004919,0.0,0.0,0.0,-0.0,0.0,0.0,3046.284776004919,3046.284776004919
2023-04-27 20:15:00,2930.9922888887463,0.0,0.0,0.0,-0.0,0.0,0.0,2930.9922888887463,2930.9922888887463
2023-04-27 20:30:00,2820.8237976225614,0.0,0.0,0.0,-0.0,0.0,0.0,2820.8237976225614,2820.8237976225614
2023-04-27 20:45:00,2792.6413903657203,0.0,0.0,0.0,-0.0,0.0,0.0,2792.6413903657203,2792.6413903657203
2023-04-27 21:00:00,2659.414487692682,0.0,0.0,0.0,-0.0,0.0,0.0,2659.414487692682,2659.414487692682
2023-04-27 21:15:00,2651.728063835792,0.0,0.0,0.0,-0.0,0.0,0.0,2651.728063835792,2651.728063835792
2023-04-27 21:30:00,2567.179981901454,0.0,0.0,0.0,-0.0,0.0,0.0,2567.179981901454,2567.179981901454
2023-04-27 21:45:00,2523.624726930834,0.0,0.0,0.0,-0.0,0.0,0.0,2523.624726930834,2523.624726930834
2023-04-27 22:00:00,2544.1211404126934,0.0,0.0,0.0,-0.0,0.0,0.0,2544.1211404126934,2544.1211404126934
2023-04-27 22:15:00,2505.6903113739695,0.0,0.0,0.0,-0.0,0.0,0.0,2505.6903113739695,2505.6903113739695
2023-04-27 22:30:00,2526.1867248558283,0.0,0.0,0.0,-0.0,0.0,0.0,2526.1867248558283,2526.1867248558283
2023-04-27 22:45:00,2513.0597295883204,0.0,0.0,0.0,-0.0,0.0,0.0,2513.0597295883204,2513.0597295883204
2023-04-27 23:00:00,2423.956792795879,0.0,0.0,0.0,-0.0,0.0,0.0,2423.956792795879,2423.956792795879
2023-04-27 23:15:00,2426.6450734365008,0.0,0.0,0.0,-0.0,0.0,0.0,2426.6450734365008,2426.6450734365008
2023-04-27 23:30:00,2299.364368718904,0.0,0.0,0.0,-0.0,0.0,0.0,2299.364368718904,2299.364368718904
2023-04-27 23:45:00,2289.400819611754,0.0,0.0,0.0,-0.0,0.0,0.0,2289.400819611754,2289.400819611754
2023-04-28 00:00:00,2184.216841928558,0.0,0.0,0.0,-0.0,0.0,0.0,2184.216841928558,2184.216841928558
2023-04-28 00:15:00,2143.0636243114755,0.0,0.0,0.0,-0.0,0.0,0.0,2143.0636243114755,2143.0636243114755
2023-04-28 00:30:00,2068.6040035875644,0.0,0.0,0.0,-0.0,0.0,0.0,2068.6040035875644,2068.6040035875644
2023-04-28 00:45:00,1962.8226080960376,0.0,0.0,0.0,-0.0,0.0,0.0,1962.8226080960376,1962.8226080960376
2023-04-28 01:00:00,1916.6414768444124,0.0,0.0,0.0,-0.0,0.0,0.0,1916.6414768444124,1916.6414768444124
2023-04-28 01:15:00,1819.0589544450118,0.0,0.0,0.0,-0.0,0.0,0.0,1819.0589544450118,1819.0589544450118
2023-04-28 01:30:00,1770.380133706312,0.0,0.0,0.0,-0.0,0.0,0.0,1770.380133706312,1770.380133706312
2023-04-28 01:45:00,1734.5117326744892,0.0,0.0,0.0,-0.0,0.0,0.0,1734.5117326744892,1734.5117326744892
2023-04-28 02:00:00,1726.8257388995075,0.0,0.0,0.0,-0.0,0.0,0.0,1726.8257388995075,1726.8257388995075
2023-04-28 02:15:00,1716.5777471995316,0.0,0.0,0.0,-0.0,0.0,0.0,1716.5777471995316,1716.5777471995316
2023-04-28 02:30:00,1729.3877368245014,0.0,0.0,0.0,-0.0,0.0,0.0,1729.3877368245014,1729.3877368245014
2023-04-28 02:45:00,1760.1325720882437,0.0,0.0,0.0,-0.0,0.0,0.0,1760.1325720882437,1760.1325720882437
2023-04-28 03:00:00,1755.008576238256,0.0,0.0,0.0,-0.0,0.0,0.0,1755.008576238256,1755.008576238256
2023-04-28 03:15:00,1778.066987645109,0.0,0.0,0.0,-0.0,0.0,0.0,1778.066987645109,1778.066987645109
2023-04-28 03:30:00,1762.6950000951456,0.0,0.0,0.0,-0.0,0.0,0.0,1762.6950000951456,1762.6950000951456
2023-04-28 03:45:00,1790.8774073519864,0.0,0.0,0.0,-0.0,0.0,0.0,1790.8774073519864,1790.8774073519864
2023-04-28 04:00:00,1785.752981420091,0.0,0.0,0.0,-0.0,0.0,0.0,1785.752981420091,1785.752981420091
2023-04-28 04:15:00,1796.0009731200664,0.0,0.0,0.0,-0.0,0.0,0.0,1796.0009731200664,1796.0009731200664
2023-04-28 04:30:00,1783.190553413189,0.0,0.0,0.0,-0.0,0.0,0.0,1783.190553413189,1783.190553413189
2023-04-28 04:45:00,1772.9421316313055,0.0,0.0,0.0,-0.0,0.0,0.0,1772.9421316313055,1772.9421316313055
2023-04-28 05:00:00,1783.1901233312813,0.0,0.0,0.0,-0.0,0.0,0.0,1783.1901233312813,1783.1901233312813
2023-04-28 05:15:00,1749.8837202244524,0.0,0.0,0.0,-0.0,0.0,0.0,1749.8837202244524,1749.8837202244524
2023-04-28 05:30:00,1770.380133706312,0.0,0.0,0.0,-0.0,0.0,0.0,1770.380133706312,1770.380133706312
2023-04-28 05:45:00,1765.2561378563241,0.0,0.0,0.0,-0.0,0.0,0.0,1765.2561378563241,1765.2561378563241
2023-04-28 06:00:00,1796.0005430381586,0.0,0.0,0.0,-0.0,0.0,0.0,1796.0005430381586,1796.0005430381586
2023-04-28 06:15:00,1790.8761171062629,0.0,0.0,0.0,-0.0,0.0,0.0,1790.8761171062629,1790.8761171062629
2023-04-28 06:30:00,1801.1245388881466,0.0,0.0,0.0,-0.0,0.0,0.0,1801.1245388881466,1801.1245388881466
2023-04-28 06:45:00,1834.4313720768828,0.0,0.0,0.0,-0.0,0.0,0.0,1834.4313720768828,1834.4313720768828
2023-04-28 07:00:00,1844.6797938587663,0.0,0.0,0.0,-0.0,0.0,0.0,1844.6797938587663,1844.6797938587663
2023-04-28 07:15:00,1947.1618612680625,0.0,0.0,0.0,-0.0,0.0,0.0,1947.1618612680625,1947.1618612680625
2023-04-28 07:30:00,2067.5787743161304,0.0,0.0,0.0,-0.0,0.0,0.0,2067.5787743161304,2067.5787743161304
2023-04-28 07:45:00,2295.6017506234825,0.0,0.0,0.0,-0.0,0.0,0.0,2295.6017506234825,2295.6017506234825
2023-04-28 08:00:00,2490.317893742098,0.0,0.0,0.0,-0.0,0.0,0.0,2490.317893742098,2490.317893742098
2023-04-28 08:15:00,2718.34087004945,0.0,0.0,0.0,-0.0,0.0,0.0,2718.34087004945,2718.34087004945
2023-04-28 08:30:00,2943.8018484318072,0.0,0.0,0.0,-0.0,0.0,0.0,2943.8018484318072,2943.8018484318072
2023-04-28 08:45:00,3220.5040755597674,0.0,0.0,0.0,-0.0,0.0,0.0,3220.5040755597674,3220.5040755597674
2023-04-28 09:00:00,3620.1847835788817,0.0,0.0,0.0,-0.0,0.0,0.0,3620.1847835788817,3620.1847835788817
2023-04-28 09:15:00,3914.8209961817984,0.0,0.0,0.0,-0.0,0.0,0.0,3914.8209961817984,3914.8209961817984
2023-04-28 09:30:00,4383.6773685033795,0.0,0.0,0.0,-0.0,0.0,0.0,4383.6773685033795,4383.6773685033795
2023-04-28 09:45:00,4642.444749992566,0.0,0.0,0.0,-0.0,0.0,0.0,4642.444749992566,4642.444749992566
2023-04-28 10:00:00,4962.701802009238,0.0,0.0,0.0,-0.0,0.0,0.0,4962.701802009238,4962.701802009238
2023-04-28 10:15:00,5198.410772091572,0.0,0.0,0.0,-0.0,0.0,0.0,5198.410772091572,5198.410772091572
2023-04-28 10:30:00,5295.76884365088,0.0,0.0,0.0,-0.0,0.0,0.0,5295.76884365088,5295.76884365088
2023-04-28 10:45:00,5475.112569137624,0.0,0.0,0.0,-0.0,0.0,0.0,5475.112569137624,5475.112569137624
2023-04-28 11:00:00,5518.667394026335,0.0,0.0,0.0,-0.0,0.0,0.0,5518.667394026335,5518.667394026335
2023-04-28 11:15:00,5592.967054178789,0.0,0.0,0.0,-0.0,0.0,0.0,5592.967054178789,5592.967054178789
2023-04-28 11:30:00,5598.091050028778,0.0,0.0,0.0,-0.0,0.0,0.0,5598.091050028778,5598.091050028778
2023-04-28 11:45:00,5567.346644846944,0.0,0.0,0.0,-0.0,0.0,0.0,5567.346644846944,5567.346644846944
2023-04-28 12:00:00,5644.208302924394,0.0,0.0,0.0,-0.0,0.0,0.0,5644.208302924394,5644.208302924394
2023-04-28 12:15:00,5523.7913898763245,0.0,0.0,0.0,-0.0,0.0,0.0,5523.7913898763245,5523.7913898763245
2023-04-28 12:30:00,5587.843058328804,0.0,0.0,0.0,-0.0,0.0,0.0,5587.843058328804,5587.843058328804
2023-04-28 12:45:00,5582.719062478816,0.0,0.0,0.0,-0.0,0.0,0.0,5582.719062478816,5582.719062478816
2023-04-28 13:00:00,5459.74058158766,0.0,0.0,0.0,-0.0,0.0,0.0,5459.74058158766,5459.74058158766
2023-04-28 13:15:00,5505.857834483274,0.0,0.0,0.0,-0.0,0.0,0.0,5505.857834483274,5505.857834483274
2023-04-28 13:30:00,5446.930591962691,0.0,0.0,0.0,-0.0,0.0,0.0,5446.930591962691,5446.930591962691
2023-04-28 13:45:00,5480.237425151427,0.0,0.0,0.0,-0.0,0.0,0.0,5480.237425151427,5480.237425151427
2023-04-28 14:00:00,5518.668254190152,0.0,0.0,0.0,-0.0,0.0,0.0,5518.668254190152,5518.668254190152
2023-04-28 14:15:00,5498.171840708293,0.0,0.0,0.0,-0.0,0.0,0.0,5498.171840708293,5498.171840708293
2023-04-28 14:30:00,5505.857834483275,0.0,0.0,0.0,-0.0,0.0,0.0,5505.857834483275,5505.857834483275
2023-04-28 14:45:00,5382.87935359212,0.0,0.0,0.0,-0.0,0.0,0.0,5382.87935359212,5382.87935359212
2023-04-28 15:00:00,5400.813769148985,0.0,0.0,0.0,-0.0,0.0,0.0,5400.813769148985,5400.813769148985
2023-04-28 15:15:00,5362.38294011026,0.0,0.0,0.0,-0.0,0.0,0.0,5362.38294011026,5362.38294011026
2023-04-28 15:30:00,5344.448524553395,0.0,0.0,0.0,-0.0,0.0,0.0,5344.448524553395,5344.448524553395
2023-04-28 15:45:00,5446.930591962691,0.0,0.0,0.0,-0.0,0.0,0.0,5446.930591962691,5446.930591962691
2023-04-28 16:00:00,5375.192929735231,0.0,0.0,0.0,-0.0,0.0,0.0,5375.192929735231,5375.192929735231
2023-04-28 16:15:00,5400.813339067076,0.0,0.0,0.0,-0.0,0.0,0.0,5400.813339067076,5400.813339067076
2023-04-28 16:30:00,5385.4409214352045,0.0,0.0,0.0,-0.0,0.0,0.0,5385.4409214352045,5385.4409214352045
2023-04-28 16:45:00,5318.827255057732,0.0,0.0,0.0,-0.0,0.0,0.0,5318.827255057732,5318.827255057732
2023-04-28 17:00:00,5334.199672689604,0.0,0.0,0.0,-0.0,0.0,0.0,5334.199672689604,5334.199672689604
2023-04-28 17:15:00,5190.72477831659,0.0,0.0,0.0,-0.0,0.0,0.0,5190.72477831659,5190.72477831659
2023-04-28 17:30:00,5111.3011223141475,0.0,0.0,0.0,-0.0,0.0,0.0,5111.3011223141475,5111.3011223141475
2023-04-28 17:45:00,4952.453810309263,0.0,0.0,0.0,-0.0,0.0,0.0,4952.453810309263,4952.453810309263
2023-04-28 18:00:00,4775.671652665605,0.0,0.0,0.0,-0.0,0.0,0.0,4775.671652665605,4775.671652665605
2023-04-28 18:15:00,4624.510334435701,0.0,0.0,0.0,-0.0,0.0,0.0,4624.510334435701,4624.510334435701
2023-04-28 18:30:00,4396.487358128349,0.0,0.0,0.0,-0.0,0.0,0.0,4396.487358128349,4396.487358128349
2023-04-28 18:45:00,4286.318866862164,0.0,0.0,0.0,-0.0,0.0,0.0,4286.318866862164,4286.318866862164
2023-04-28 19:00:00,4099.289147600439,0.0,0.0,0.0,-0.0,0.0,0.0,4099.289147600439,4099.289147600439
2023-04-28 19:15:00,3884.076590999963,0.0,0.0,0.0,-0.0,0.0,0.0,3884.076590999963,3884.076590999963
2023-04-28 19:30:00,3755.9736841769136,0.0,0.0,0.0,-0.0,0.0,0.0,3755.9736841769136,3755.9736841769136
2023-04-28 19:45:00,3543.323125501433,0.0,0.0,0.0,-0.0,0.0,0.0,3543.323125501433,3543.323125501433
2023-04-28 20:00:00,3430.592636310254,0.0,0.0,0.0,-0.0,0.0,0.0,3430.592636310254,3430.592636310254
2023-04-28 20:15:00,3335.79656267594,0.0,0.0,0.0,-0.0,0.0,0.0,3335.79656267594,3335.79656267594
2023-04-28 20:30:00,3217.942077634773,0.0,0.0,0.0,-0.0,0.0,0.0,3217.942077634773,3217.942077634773
2023-04-28 20:45:00,3182.0736766029504,0.0,0.0,0.0,-0.0,0.0,0.0,3182.0736766029504,3182.0736766029504
2023-04-28 21:00:00,3148.7668434142142,0.0,0.0,0.0,-0.0,0.0,0.0,3148.7668434142142,3148.7668434142142
2023-04-28 21:15:00,3100.0880226755144,0.0,0.0,0.0,-0.0,0.0,0.0,3100.0880226755144,3100.0880226755144
2023-04-28 21:30:00,3041.1607801549317,0.0,0.0,0.0,-0.0,0.0,0.0,3041.1607801549317,3041.1607801549317
2023-04-28 21:45:00,2930.992288888746,0.0,0.0,0.0,-0.0,0.0,0.0,2930.992288888746,2930.992288888746
2023-04-28 22:00:00,2910.4958754068866,0.0,0.0,0.0,-0.0,0.0,0.0,2910.4958754068866,2910.4958754068866
2023-04-28 22:15:00,2849.00663496131,0.0,0.0,0.0,-0.0,0.0,0.0,2849.00663496131,2849.00663496131
2023-04-28 22:30:00,2787.517394515732,0.0,0.0,0.0,-0.0,0.0,0.0,2787.517394515732,2787.517394515732
2023-04-28 22:45:00,2759.116549143324,0.0,0.0,0.0,-0.0,0.0,0.0,2759.116549143324,2759.116549143324
2023-04-28 23:00:00,2606.0221626865145,0.0,0.0,0.0,-0.0,0.0,0.0,2606.0221626865145,2606.0221626865145
2023-04-28 23:15:00,2542.040460403242,0.0,0.0,0.0,-0.0,0.0,0.0,2542.040460403242,2542.040460403242
2023-04-28 23:30:00,2410.9187849400378,0.0,0.0,0.0,-0.0,0.0,0.0,2410.9187849400378,2410.9187849400378
2023-04-28 23:45:00,2238.2618509976223,0.0,0.0,0.0,-0.0,0.0,0.0,2238.2618509976223,2238.2618509976223
2023-04-29 00:00:00,2288.637749423796,0.0,0.0,0.0,-0.0,0.0,0.0,2288.637749423796,2288.637749423796
2023-04-29 00:15:00,2132.5346778417884,0.0,0.0,0.0,-0.0,0.0,0.0,2132.5346778417884,2132.5346778417884
2023-04-29 00:30:00,2118.3650859956783,0.0,0.0,0.0,-0.0,0.0,0.0,2118.3650859956783,2118.3650859956783
2023-04-29 00:45:00,1998.1478721448393,0.0,0.0,0.0,-0.0,0.0,0.0,1998.1478721448393,1998.1478721448393
2023-04-29 01:00:00,1922.6148835156248,0.0,0.0,0.0,-0.0,0.0,0.0,1922.6148835156248,1922.6148835156248
2023-04-29 01:15:00,1821.6218125338214,0.0,0.0,0.0,-0.0,0.0,0.0,1821.6218125338214,1821.6218125338214
2023-04-29 01:30:00,1765.2565679382317,0.0,0.0,0.0,-0.0,0.0,0.0,1765.2565679382317,1765.2565679382317
2023-04-29 01:45:00,1772.9425617132138,0.0,0.0,0.0,-0.0,0.0,0.0,1772.9425617132138,1772.9425617132138
2023-04-29 02:00:00,1770.38056378822,0.0,0.0,0.0,-0.0,0.0,0.0,1770.38056378822,1770.38056378822
2023-04-29 02:15:00,1772.9425617132138,0.0,0.0,0.0,-0.0,0.0,0.0,1772.9425617132138,1772.9425617132138
2023-04-29 02:30:00,1760.132142006336,0.0,0.0,0.0,-0.0,0.0,0.0,1760.132142006336,1760.132142006336
2023-04-29 02:45:00,1757.5701440813425,0.0,0.0,0.0,-0.0,0.0,0.0,1757.5701440813425,1757.5701440813425
2023-04-29 03:00:00,1752.4461482313543,0.0,0.0,0.0,-0.0,0.0,0.0,1752.4461482313543,1752.4461482313543
2023-04-29 03:15:00,1742.1977264494712,0.0,0.0,0.0,-0.0,0.0,0.0,1742.1977264494712,1742.1977264494712
2023-04-29 03:30:00,1747.3217222994588,0.0,0.0,0.0,-0.0,0.0,0.0,1747.3217222994588,1747.3217222994588
2023-04-29 03:45:00,1734.5113025925814,0.0,0.0,0.0,-0.0,0.0,0.0,1734.5113025925814,1734.5113025925814
2023-04-29 04:00:00,1752.4457181494463,0.0,0.0,0.0,-0.0,0.0,0.0,1752.4457181494463,1752.4457181494463
2023-04-29 04:15:00,1726.8253088175995,0.0,0.0,0.0,-0.0,0.0,0.0,1726.8253088175995,1726.8253088175995
2023-04-29 04:30:00,1747.3217222994588,0.0,0.0,0.0,-0.0,0.0,0.0,1747.3217222994588,1747.3217222994588
2023-04-29 04:45:00,1706.3288953357405,0.0,0.0,0.0,-0.0,0.0,0.0,1706.3288953357405,1706.3288953357405
2023-04-29 05:00:00,1742.1977264494708,0.0,0.0,0.0,-0.0,0.0,0.0,1742.1977264494708,1742.1977264494708
2023-04-29 05:15:00,1729.3873067425936,0.0,0.0,0.0,-0.0,0.0,0.0,1729.3873067425936,1729.3873067425936
2023-04-29 05:30:00,1765.2561378563241,0.0,0.0,0.0,-0.0,0.0,0.0,1765.2561378563241,1765.2561378563241
2023-04-29 05:45:00,1775.5041295562999,0.0,0.0,0.0,-0.0,0.0,0.0,1775.5041295562999,1775.5041295562999
2023-04-29 06:00:00,1796.0005430381586,0.0,0.0,0.0,-0.0,0.0,0.0,1796.0005430381586,1796.0005430381586
2023-04-29 06:15:00,1834.4313720768828,0.0,0.0,0.0,-0.0,0.0,0.0,1834.4313720768828,1834.4313720768828
2023-04-29 06:30:00,1836.993370001877,0.0,0.0,0.0,-0.0,0.0,0.0,1836.993370001877,1836.993370001877
2023-04-29 06:45:00,1870.3002031906135,0.0,0.0,0.0,-0.0,0.0,0.0,1870.3002031906135,1870.3002031906135
2023-04-29 07:00:00,1893.3586145974664,0.0,0.0,0.0,-0.0,0.0,0.0,1893.3586145974664,1893.3586145974664
2023-04-29 07:15:00,1952.286287199958,0.0,0.0,0.0,-0.0,0.0,0.0,1952.286287199958,1952.286287199958
2023-04-29 07:30:00,2108.571601279849,0.0,0.0,0.0,-0.0,0.0,0.0,2108.571601279849,2108.571601279849
2023-04-29 07:45:00,2372.4634087009313,0.0,0.0,0.0,-0.0,0.0,0.0,2372.4634087009313,2372.4634087009313
2023-04-29 08:00:00,2618.4208005651485,0.0,0.0,0.0,-0.0,0.0,0.0,2618.4208005651485,2618.4208005651485
2023-04-29 08:15:00,2790.0785322769107,0.0,0.0,0.0,-0.0,0.0,0.0,2790.0785322769107,2790.0785322769107
2023-04-29 08:30:00,3102.6495905186007,0.0,0.0,0.0,-0.0,0.0,0.0,3102.6495905186007,3102.6495905186007
2023-04-29 08:45:00,3353.7309782328052,0.0,0.0,0.0,-0.0,0.0,0.0,3353.7309782328052,3353.7309782328052
2023-04-29 09:00:00,3807.2149329225153,0.0,0.0,0.0,-0.0,0.0,0.0,3807.2149329225153,3807.2149329225153
2023-04-29 09:15:00,4173.589237834801,0.0,0.0,0.0,-0.0,0.0,0.0,4173.589237834801,4173.589237834801
2023-04-29 09:30:00,4555.33553029705,0.0,0.0,0.0,-0.0,0.0,0.0,4555.33553029705,4555.33553029705
2023-04-29 09:45:00,4965.264230016141,0.0,0.0,0.0,-0.0,0.0,0.0,4965.264230016141,4965.264230016141
2023-04-29 10:00:00,5252.214448844075,0.0,0.0,0.0,-0.0,0.0,0.0,5252.214448844075,5252.214448844075
2023-04-29 10:15:00,5503.295836558281,0.0,0.0,0.0,-0.0,0.0,0.0,5503.295836558281,5503.295836558281
2023-04-29 10:30:00,5590.405916417612,0.0,0.0,0.0,-0.0,0.0,0.0,5590.405916417612,5590.405916417612
2023-04-29 10:45:00,5746.691230497503,0.0,0.0,0.0,-0.0,0.0,0.0,5746.691230497503,5746.691230497503
2023-04-29 11:00:00,5885.0421290205295,0.0,0.0,0.0,-0.0,0.0,0.0,5885.0421290205295,5885.0421290205295
2023-04-29 11:15:00,5885.0421290205295,0.0,0.0,0.0,-0.0,0.0,0.0,5885.0421290205295,5885.0421290205295
2023-04-29 11:30:00,5984.96262858674,0.0,0.0,0.0,-0.0,0.0,0.0,5984.96262858674,5984.96262858674
2023-04-29 11:45:00,5836.3633082818305,0.0,0.0,0.0,-0.0,0.0,0.0,5836.3633082818305,5836.3633082818305
2023-04-29 12:00:00,5844.049302056812,0.0,0.0,0.0,-0.0,0.0,0.0,5844.049302056812,5844.049302056812
2023-04-29 12:15:00,5915.786534202364,0.0,0.0,0.0,-0.0,0.0,0.0,5915.786534202364,5915.786534202364
2023-04-29 12:30:00,5841.48687404991,0.0,0.0,0.0,-0.0,0.0,0.0,5841.48687404991,5841.48687404991
2023-04-29 12:45:00,5861.983287531768,0.0,0.0,0.0,-0.0,0.0,0.0,5861.983287531768,5861.983287531768
2023-04-29 13:00:00,5769.74921182245,0.0,0.0,0.0,-0.0,0.0,0.0,5769.74921182245,5769.74921182245
2023-04-29 13:15:00,5736.442378633713,0.0,0.0,0.0,-0.0,0.0,0.0,5736.442378633713,5736.442378633713
2023-04-29 13:30:00,5690.325555820006,0.0,0.0,0.0,-0.0,0.0,0.0,5690.325555820006,5690.325555820006
2023-04-29 13:45:00,5718.508393158755,0.0,0.0,0.0,-0.0,0.0,0.0,5718.508393158755,5718.508393158755
2023-04-29 14:00:00,5831.238452268026,0.0,0.0,0.0,-0.0,0.0,0.0,5831.238452268026,5831.238452268026
2023-04-29 14:15:00,5805.61761285427,0.0,0.0,0.0,-0.0,0.0,0.0,5805.61761285427,5805.61761285427
2023-04-29 14:30:00,5913.224106195463,0.0,0.0,0.0,-0.0,0.0,0.0,5913.224106195463,5913.224106195463
2023-04-29 14:45:00,5879.917273006725,0.0,0.0,0.0,-0.0,0.0,0.0,5879.917273006725,5879.917273006725
2023-04-29 15:00:00,5820.990030486143,0.0,0.0,0.0,-0.0,0.0,0.0,5820.990030486143,5820.990030486143
2023-04-29 15:15:00,5861.983287531768,0.0,0.0,0.0,-0.0,0.0,0.0,5861.983287531768,5861.983287531768
2023-04-29 15:30:00,5849.172867824892,0.0,0.0,0.0,-0.0,0.0,0.0,5849.172867824892,5849.172867824892
2023-04-29 15:45:00,5915.786534202364,0.0,0.0,0.0,-0.0,0.0,0.0,5915.786534202364,5915.786534202364
2023-04-29 16:00:00,5882.479701013628,0.0,0.0,0.0,-0.0,0.0,0.0,5882.479701013628,5882.479701013628
2023-04-29 16:15:00,5902.976114495486,0.0,0.0,0.0,-0.0,0.0,0.0,5902.976114495486,5902.976114495486
2023-04-29 16:30:00,5805.618042936179,0.0,0.0,0.0,-0.0,0.0,0.0,5805.618042936179,5805.618042936179
2023-04-29 16:45:00,5756.93922219748,0.0,0.0,0.0,-0.0,0.0,0.0,5756.93922219748,5756.93922219748
2023-04-29 17:00:00,5644.208733006302,0.0,0.0,0.0,-0.0,0.0,0.0,5644.208733006302,5644.208733006302
2023-04-29 17:15:00,5500.733838633288,0.0,0.0,0.0,-0.0,0.0,0.0,5500.733838633288,5500.733838633288
2023-04-29 17:30:00,5323.952111071536,0.0,0.0,0.0,-0.0,0.0,0.0,5323.952111071536,5323.952111071536
2023-04-29 17:45:00,5072.870723357332,0.0,0.0,0.0,-0.0,0.0,0.0,5072.870723357332,5072.870723357332
2023-04-29 18:00:00,4880.716148081802,0.0,0.0,0.0,-0.0,0.0,0.0,4880.716148081802,4880.716148081802
2023-04-29 18:15:00,4668.065589406322,0.0,0.0,0.0,-0.0,0.0,0.0,4668.065589406322,4668.065589406322
2023-04-29 18:30:00,4491.283861844571,0.0,0.0,0.0,-0.0,0.0,0.0,4491.283861844571,4491.283861844571
2023-04-29 18:45:00,4373.429376803405,0.0,0.0,0.0,-0.0,0.0,0.0,4373.429376803405,4373.429376803405
2023-04-29 19:00:00,4212.020066873526,0.0,0.0,0.0,-0.0,0.0,0.0,4212.020066873526,4212.020066873526
2023-04-29 19:15:00,4145.406400496053,0.0,0.0,0.0,-0.0,0.0,0.0,4145.406400496053,4145.406400496053
2023-04-29 19:30:00,3945.5658314455422,0.0,0.0,0.0,-0.0,0.0,0.0,3945.5658314455422,3945.5658314455422
2023-04-29 19:45:00,3868.7041733680926,0.0,0.0,0.0,-0.0,0.0,0.0,3868.7041733680926,3868.7041733680926
2023-04-29 20:00:00,3743.1632644700367,0.0,0.0,0.0,-0.0,0.0,0.0,3743.1632644700367,3743.1632644700367
2023-04-29 20:15:00,3720.104853063184,0.0,0.0,0.0,-0.0,0.0,0.0,3720.104853063184,3720.104853063184
2023-04-29 20:30:00,3738.039268620049,0.0,0.0,0.0,-0.0,0.0,0.0,3738.039268620049,3738.039268620049
2023-04-29 20:45:00,3650.9296188426256,0.0,0.0,0.0,-0.0,0.0,0.0,3650.9296188426256,3650.9296188426256
2023-04-29 21:00:00,3668.86403439949,0.0,0.0,0.0,-0.0,0.0,0.0,3668.86403439949,3668.86403439949
2023-04-29 21:15:00,3540.76112757644,0.0,0.0,0.0,-0.0,0.0,0.0,3540.76112757644,3540.76112757644
2023-04-29 21:30:00,3469.023465348979,0.0,0.0,0.0,-0.0,0.0,0.0,3469.023465348979,3469.023465348979
2023-04-29 21:45:00,3384.4753834146404,0.0,0.0,0.0,-0.0,0.0,0.0,3384.4753834146404,3384.4753834146404
2023-04-29 22:00:00,3243.562486966621,0.0,0.0,0.0,-0.0,0.0,0.0,3243.562486966621,3243.562486966621
2023-04-29 22:15:00,3202.5696600029028,0.0,0.0,0.0,-0.0,0.0,0.0,3202.5696600029028,3202.5696600029028
2023-04-29 22:30:00,3051.4083417729994,0.0,0.0,0.0,-0.0,0.0,0.0,3051.4083417729994,3051.4083417729994
2023-04-29 22:45:00,3053.2110128559516,0.0,0.0,0.0,-0.0,0.0,0.0,3053.2110128559516,3053.2110128559516
2023-04-29 23:00:00,2955.9995575562198,0.0,0.0,0.0,-0.0,0.0,0.0,2955.9995575562198,2955.9995575562198
2023-04-29 23:15:00,2825.783016798843,0.0,0.0,0.0,-0.0,0.0,0.0,2825.783016798843,2825.783016798843
2023-04-29 23:30:00,2779.9293090348147,0.0,0.0,0.0,-0.0,0.0,0.0,2779.9293090348147,2779.9293090348147
2023-04-29 23:45:00,2623.8584112594267,0.0,0.0,0.0,-0.0,0.0,0.0,2623.8584112594267,2623.8584112594267
