,tou,energyPrice,peakDemandSummerPrice,partialPeakDemandSummerPrice,demandSummerPrice,peakDemandWinterPrice,demandWinterPrice
2019-01-01 00:00:00,offPeakWinter,0.12081746,0.0,0.0,0.0,0.0,37.14
2019-01-01 00:15:00,offPeakWinter,0.12081746,0.0,0.0,0.0,0.0,37.14
2019-01-01 00:30:00,offPeakWinter,0.12081746,0.0,0.0,0.0,0.0,37.14
2019-01-01 00:45:00,offPeakWinter,0.12081746,0.0,0.0,0.0,0.0,37.14
2019-01-01 01:00:00,offPeakWinter,0.1152802,0.0,0.0,0.0,0.0,37.14
2019-01-01 01:15:00,offPeakWinter,0.1152802,0.0,0.0,0.0,0.0,37.14
2019-01-01 01:30:00,offPeakWinter,0.1152802,0.0,0.0,0.0,0.0,37.14
2019-01-01 01:45:00,offPeakWinter,0.1152802,0.0,0.0,0.0,0.0,37.14
2019-01-01 02:00:00,offPeakWinter,0.11414148,0.0,0.0,0.0,0.0,37.14
2019-01-01 02:15:00,offPeakWinter,0.11414148,0.0,0.0,0.0,0.0,37.14
2019-01-01 02:30:00,offPeakWinter,0.11414148,0.0,0.0,0.0,0.0,37.14
2019-01-01 02:45:00,offPeakWinter,0.11414148,0.0,0.0,0.0,0.0,37.14
2019-01-01 03:00:00,offPeakWinter,0.10995956999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 03:15:00,offPeakWinter,0.10995956999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 03:30:00,offPeakWinter,0.10995956999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 03:45:00,offPeakWinter,0.10995956999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 04:00:00,offPeakWinter,0.10876543,0.0,0.0,0.0,0.0,37.14
2019-01-01 04:15:00,offPeakWinter,0.10876543,0.0,0.0,0.0,0.0,37.14
2019-01-01 04:30:00,offPeakWinter,0.10876543,0.0,0.0,0.0,0.0,37.14
2019-01-01 04:45:00,offPeakWinter,0.10876543,0.0,0.0,0.0,0.0,37.14
2019-01-01 05:00:00,offPeakWinter,0.11213836,0.0,0.0,0.0,0.0,37.14
2019-01-01 05:15:00,offPeakWinter,0.11213836,0.0,0.0,0.0,0.0,37.14
2019-01-01 05:30:00,offPeakWinter,0.11213836,0.0,0.0,0.0,0.0,37.14
2019-01-01 05:45:00,offPeakWinter,0.11213836,0.0,0.0,0.0,0.0,37.14
2019-01-01 06:00:00,offPeakWinter,0.1282281,0.0,0.0,0.0,0.0,37.14
2019-01-01 06:15:00,offPeakWinter,0.1282281,0.0,0.0,0.0,0.0,37.14
2019-01-01 06:30:00,offPeakWinter,0.1282281,0.0,0.0,0.0,0.0,37.14
2019-01-01 06:45:00,offPeakWinter,0.1282281,0.0,0.0,0.0,0.0,37.14
2019-01-01 07:00:00,offPeakWinter,0.12603449,0.0,0.0,0.0,0.0,37.14
2019-01-01 07:15:00,offPeakWinter,0.12603449,0.0,0.0,0.0,0.0,37.14
2019-01-01 07:30:00,offPeakWinter,0.12603449,0.0,0.0,0.0,0.0,37.14
2019-01-01 07:45:00,offPeakWinter,0.12603449,0.0,0.0,0.0,0.0,37.14
2019-01-01 08:00:00,offPeakWinter,0.10540757,0.0,0.0,0.0,0.0,37.14
2019-01-01 08:15:00,offPeakWinter,0.10540757,0.0,0.0,0.0,0.0,37.14
2019-01-01 08:30:00,offPeakWinter,0.10540757,0.0,0.0,0.0,0.0,37.14
2019-01-01 08:45:00,offPeakWinter,0.10540757,0.0,0.0,0.0,0.0,37.14
2019-01-01 09:00:00,offPeakWinter,0.08348193999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 09:15:00,offPeakWinter,0.08348193999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 09:30:00,offPeakWinter,0.08348193999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 09:45:00,offPeakWinter,0.08348193999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 10:00:00,offPeakWinter,0.06993454,0.0,0.0,0.0,0.0,37.14
2019-01-01 10:15:00,offPeakWinter,0.06993454,0.0,0.0,0.0,0.0,37.14
2019-01-01 10:30:00,offPeakWinter,0.06993454,0.0,0.0,0.0,0.0,37.14
2019-01-01 10:45:00,offPeakWinter,0.06993454,0.0,0.0,0.0,0.0,37.14
2019-01-01 11:00:00,offPeakWinter,0.06176787,0.0,0.0,0.0,0.0,37.14
2019-01-01 11:15:00,offPeakWinter,0.06176787,0.0,0.0,0.0,0.0,37.14
2019-01-01 11:30:00,offPeakWinter,0.06176787,0.0,0.0,0.0,0.0,37.14
2019-01-01 11:45:00,offPeakWinter,0.06176787,0.0,0.0,0.0,0.0,37.14
2019-01-01 12:00:00,offPeakWinter,0.05557406,0.0,0.0,0.0,0.0,37.14
2019-01-01 12:15:00,offPeakWinter,0.05557406,0.0,0.0,0.0,0.0,37.14
2019-01-01 12:30:00,offPeakWinter,0.05557406,0.0,0.0,0.0,0.0,37.14
2019-01-01 12:45:00,offPeakWinter,0.05557406,0.0,0.0,0.0,0.0,37.14
2019-01-01 13:00:00,offPeakWinter,0.0490268,0.0,0.0,0.0,0.0,37.14
2019-01-01 13:15:00,offPeakWinter,0.0490268,0.0,0.0,0.0,0.0,37.14
2019-01-01 13:30:00,offPeakWinter,0.0490268,0.0,0.0,0.0,0.0,37.14
2019-01-01 13:45:00,offPeakWinter,0.0490268,0.0,0.0,0.0,0.0,37.14
2019-01-01 14:00:00,offPeakWinter,0.05850766,0.0,0.0,0.0,0.0,37.14
2019-01-01 14:15:00,offPeakWinter,0.05850766,0.0,0.0,0.0,0.0,37.14
2019-01-01 14:30:00,offPeakWinter,0.05850766,0.0,0.0,0.0,0.0,37.14
2019-01-01 14:45:00,offPeakWinter,0.05850766,0.0,0.0,0.0,0.0,37.14
2019-01-01 15:00:00,offPeakWinter,0.08886965999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 15:15:00,offPeakWinter,0.08886965999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 15:30:00,offPeakWinter,0.08886965999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 15:45:00,offPeakWinter,0.08886965999999999,0.0,0.0,0.0,0.0,37.14
2019-01-01 16:00:00,peakWinter,0.1419675,0.0,0.0,0.0,3.06,37.14
2019-01-01 16:15:00,peakWinter,0.1419675,0.0,0.0,0.0,3.06,37.14
2019-01-01 16:30:00,peakWinter,0.1419675,0.0,0.0,0.0,3.06,37.14
2019-01-01 16:45:00,peakWinter,0.1419675,0.0,0.0,0.0,3.06,37.14
2019-01-01 17:00:00,peakWinter,0.156845,0.0,0.0,0.0,3.06,37.14
2019-01-01 17:15:00,peakWinter,0.156845,0.0,0.0,0.0,3.06,37.14
2019-01-01 17:30:00,peakWinter,0.156845,0.0,0.0,0.0,3.06,37.14
2019-01-01 17:45:00,peakWinter,0.156845,0.0,0.0,0.0,3.06,37.14
2019-01-01 18:00:00,peakWinter,0.15060046,0.0,0.0,0.0,3.06,37.14
2019-01-01 18:15:00,peakWinter,0.15060046,0.0,0.0,0.0,3.06,37.14
2019-01-01 18:30:00,peakWinter,0.15060046,0.0,0.0,0.0,3.06,37.14
2019-01-01 18:45:00,peakWinter,0.15060046,0.0,0.0,0.0,3.06,37.14
2019-01-01 19:00:00,peakWinter,0.14913692,0.0,0.0,0.0,3.06,37.14
2019-01-01 19:15:00,peakWinter,0.14913692,0.0,0.0,0.0,3.06,37.14
2019-01-01 19:30:00,peakWinter,0.14913692,0.0,0.0,0.0,3.06,37.14
2019-01-01 19:45:00,peakWinter,0.14913692,0.0,0.0,0.0,3.06,37.14
2019-01-01 20:00:00,peakWinter,0.145,0.0,0.0,0.0,3.06,37.14
2019-01-01 20:15:00,peakWinter,0.145,0.0,0.0,0.0,3.06,37.14
2019-01-01 20:30:00,peakWinter,0.145,0.0,0.0,0.0,3.06,37.14
2019-01-01 20:45:00,peakWinter,0.145,0.0,0.0,0.0,3.06,37.14
2019-01-01 21:00:00,offPeakWinter,0.145,0.0,0.0,0.0,0.0,37.14
2019-01-01 21:15:00,offPeakWinter,0.145,0.0,0.0,0.0,0.0,37.14
2019-01-01 21:30:00,offPeakWinter,0.145,0.0,0.0,0.0,0.0,37.14
2019-01-01 21:45:00,offPeakWinter,0.145,0.0,0.0,0.0,0.0,37.14
2019-01-01 22:00:00,offPeakWinter,0.1424197,0.0,0.0,0.0,0.0,37.14
2019-01-01 22:15:00,offPeakWinter,0.1424197,0.0,0.0,0.0,0.0,37.14
2019-01-01 22:30:00,offPeakWinter,0.1424197,0.0,0.0,0.0,0.0,37.14
2019-01-01 22:45:00,offPeakWinter,0.1424197,0.0,0.0,0.0,0.0,37.14
2019-01-01 23:00:00,offPeakWinter,0.13176846,0.0,0.0,0.0,0.0,37.14
2019-01-01 23:15:00,offPeakWinter,0.13176846,0.0,0.0,0.0,0.0,37.14
2019-01-01 23:30:00,offPeakWinter,0.13176846,0.0,0.0,0.0,0.0,37.14
2019-01-01 23:45:00,offPeakWinter,0.13176846,0.0,0.0,0.0,0.0,37.14
2019-01-02 00:00:00,offPeakWinter,0.12860416,0.0,0.0,0.0,0.0,37.14
2019-01-02 00:15:00,offPeakWinter,0.12860416,0.0,0.0,0.0,0.0,37.14
2019-01-02 00:30:00,offPeakWinter,0.12860416,0.0,0.0,0.0,0.0,37.14
2019-01-02 00:45:00,offPeakWinter,0.12860416,0.0,0.0,0.0,0.0,37.14
2019-01-02 01:00:00,offPeakWinter,0.12211902000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 01:15:00,offPeakWinter,0.12211902000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 01:30:00,offPeakWinter,0.12211902000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 01:45:00,offPeakWinter,0.12211902000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 02:00:00,offPeakWinter,0.12059252,0.0,0.0,0.0,0.0,37.14
2019-01-02 02:15:00,offPeakWinter,0.12059252,0.0,0.0,0.0,0.0,37.14
2019-01-02 02:30:00,offPeakWinter,0.12059252,0.0,0.0,0.0,0.0,37.14
2019-01-02 02:45:00,offPeakWinter,0.12059252,0.0,0.0,0.0,0.0,37.14
2019-01-02 03:00:00,offPeakWinter,0.11702063,0.0,0.0,0.0,0.0,37.14
2019-01-02 03:15:00,offPeakWinter,0.11702063,0.0,0.0,0.0,0.0,37.14
2019-01-02 03:30:00,offPeakWinter,0.11702063,0.0,0.0,0.0,0.0,37.14
2019-01-02 03:45:00,offPeakWinter,0.11702063,0.0,0.0,0.0,0.0,37.14
2019-01-02 04:00:00,offPeakWinter,0.11730608,0.0,0.0,0.0,0.0,37.14
2019-01-02 04:15:00,offPeakWinter,0.11730608,0.0,0.0,0.0,0.0,37.14
2019-01-02 04:30:00,offPeakWinter,0.11730608,0.0,0.0,0.0,0.0,37.14
2019-01-02 04:45:00,offPeakWinter,0.11730608,0.0,0.0,0.0,0.0,37.14
2019-01-02 05:00:00,offPeakWinter,0.12884666,0.0,0.0,0.0,0.0,37.14
2019-01-02 05:15:00,offPeakWinter,0.12884666,0.0,0.0,0.0,0.0,37.14
2019-01-02 05:30:00,offPeakWinter,0.12884666,0.0,0.0,0.0,0.0,37.14
2019-01-02 05:45:00,offPeakWinter,0.12884666,0.0,0.0,0.0,0.0,37.14
2019-01-02 06:00:00,offPeakWinter,0.14817647,0.0,0.0,0.0,0.0,37.14
2019-01-02 06:15:00,offPeakWinter,0.14817647,0.0,0.0,0.0,0.0,37.14
2019-01-02 06:30:00,offPeakWinter,0.14817647,0.0,0.0,0.0,0.0,37.14
2019-01-02 06:45:00,offPeakWinter,0.14817647,0.0,0.0,0.0,0.0,37.14
2019-01-02 07:00:00,offPeakWinter,0.14548598000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 07:15:00,offPeakWinter,0.14548598000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 07:30:00,offPeakWinter,0.14548598000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 07:45:00,offPeakWinter,0.14548598000000001,0.0,0.0,0.0,0.0,37.14
2019-01-02 08:00:00,offPeakWinter,0.12517881,0.0,0.0,0.0,0.0,37.14
2019-01-02 08:15:00,offPeakWinter,0.12517881,0.0,0.0,0.0,0.0,37.14
2019-01-02 08:30:00,offPeakWinter,0.12517881,0.0,0.0,0.0,0.0,37.14
2019-01-02 08:45:00,offPeakWinter,0.12517881,0.0,0.0,0.0,0.0,37.14
2019-01-02 09:00:00,offPeakWinter,0.11487945999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 09:15:00,offPeakWinter,0.11487945999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 09:30:00,offPeakWinter,0.11487945999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 09:45:00,offPeakWinter,0.11487945999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 10:00:00,offPeakWinter,0.1102379,0.0,0.0,0.0,0.0,37.14
2019-01-02 10:15:00,offPeakWinter,0.1102379,0.0,0.0,0.0,0.0,37.14
2019-01-02 10:30:00,offPeakWinter,0.1102379,0.0,0.0,0.0,0.0,37.14
2019-01-02 10:45:00,offPeakWinter,0.1102379,0.0,0.0,0.0,0.0,37.14
2019-01-02 11:00:00,offPeakWinter,0.1105253,0.0,0.0,0.0,0.0,37.14
2019-01-02 11:15:00,offPeakWinter,0.1105253,0.0,0.0,0.0,0.0,37.14
2019-01-02 11:30:00,offPeakWinter,0.1105253,0.0,0.0,0.0,0.0,37.14
2019-01-02 11:45:00,offPeakWinter,0.1105253,0.0,0.0,0.0,0.0,37.14
2019-01-02 12:00:00,offPeakWinter,0.11069894,0.0,0.0,0.0,0.0,37.14
2019-01-02 12:15:00,offPeakWinter,0.11069894,0.0,0.0,0.0,0.0,37.14
2019-01-02 12:30:00,offPeakWinter,0.11069894,0.0,0.0,0.0,0.0,37.14
2019-01-02 12:45:00,offPeakWinter,0.11069894,0.0,0.0,0.0,0.0,37.14
2019-01-02 13:00:00,offPeakWinter,0.11074292,0.0,0.0,0.0,0.0,37.14
2019-01-02 13:15:00,offPeakWinter,0.11074292,0.0,0.0,0.0,0.0,37.14
2019-01-02 13:30:00,offPeakWinter,0.11074292,0.0,0.0,0.0,0.0,37.14
2019-01-02 13:45:00,offPeakWinter,0.11074292,0.0,0.0,0.0,0.0,37.14
2019-01-02 14:00:00,offPeakWinter,0.11347692999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 14:15:00,offPeakWinter,0.11347692999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 14:30:00,offPeakWinter,0.11347692999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 14:45:00,offPeakWinter,0.11347692999999999,0.0,0.0,0.0,0.0,37.14
2019-01-02 15:00:00,offPeakWinter,0.13295695000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 15:15:00,offPeakWinter,0.13295695000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 15:30:00,offPeakWinter,0.13295695000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 15:45:00,offPeakWinter,0.13295695000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 16:00:00,peakWinter,0.16209522999999998,0.0,0.0,0.0,3.06,37.14
2019-01-02 16:15:00,peakWinter,0.16209522999999998,0.0,0.0,0.0,3.06,37.14
2019-01-02 16:30:00,peakWinter,0.16209522999999998,0.0,0.0,0.0,3.06,37.14
2019-01-02 16:45:00,peakWinter,0.16209522999999998,0.0,0.0,0.0,3.06,37.14
2019-01-02 17:00:00,peakWinter,0.17431969,0.0,0.0,0.0,3.06,37.14
2019-01-02 17:15:00,peakWinter,0.17431969,0.0,0.0,0.0,3.06,37.14
2019-01-02 17:30:00,peakWinter,0.17431969,0.0,0.0,0.0,3.06,37.14
2019-01-02 17:45:00,peakWinter,0.17431969,0.0,0.0,0.0,3.06,37.14
2019-01-02 18:00:00,peakWinter,0.16722720000000002,0.0,0.0,0.0,3.06,37.14
2019-01-02 18:15:00,peakWinter,0.16722720000000002,0.0,0.0,0.0,3.06,37.14
2019-01-02 18:30:00,peakWinter,0.16722720000000002,0.0,0.0,0.0,3.06,37.14
2019-01-02 18:45:00,peakWinter,0.16722720000000002,0.0,0.0,0.0,3.06,37.14
2019-01-02 19:00:00,peakWinter,0.16366737,0.0,0.0,0.0,3.06,37.14
2019-01-02 19:15:00,peakWinter,0.16366737,0.0,0.0,0.0,3.06,37.14
2019-01-02 19:30:00,peakWinter,0.16366737,0.0,0.0,0.0,3.06,37.14
2019-01-02 19:45:00,peakWinter,0.16366737,0.0,0.0,0.0,3.06,37.14
2019-01-02 20:00:00,peakWinter,0.16265973,0.0,0.0,0.0,3.06,37.14
2019-01-02 20:15:00,peakWinter,0.16265973,0.0,0.0,0.0,3.06,37.14
2019-01-02 20:30:00,peakWinter,0.16265973,0.0,0.0,0.0,3.06,37.14
2019-01-02 20:45:00,peakWinter,0.16265973,0.0,0.0,0.0,3.06,37.14
2019-01-02 21:00:00,offPeakWinter,0.15792975999999997,0.0,0.0,0.0,0.0,37.14
2019-01-02 21:15:00,offPeakWinter,0.15792975999999997,0.0,0.0,0.0,0.0,37.14
2019-01-02 21:30:00,offPeakWinter,0.15792975999999997,0.0,0.0,0.0,0.0,37.14
2019-01-02 21:45:00,offPeakWinter,0.15792975999999997,0.0,0.0,0.0,0.0,37.14
2019-01-02 22:00:00,offPeakWinter,0.14596815000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 22:15:00,offPeakWinter,0.14596815000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 22:30:00,offPeakWinter,0.14596815000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 22:45:00,offPeakWinter,0.14596815000000002,0.0,0.0,0.0,0.0,37.14
2019-01-02 23:00:00,offPeakWinter,0.13743903,0.0,0.0,0.0,0.0,37.14
2019-01-02 23:15:00,offPeakWinter,0.13743903,0.0,0.0,0.0,0.0,37.14
2019-01-02 23:30:00,offPeakWinter,0.13743903,0.0,0.0,0.0,0.0,37.14
2019-01-02 23:45:00,offPeakWinter,0.13743903,0.0,0.0,0.0,0.0,37.14
2019-01-03 00:00:00,offPeakWinter,0.15141568,0.0,0.0,0.0,0.0,37.14
2019-01-03 00:15:00,offPeakWinter,0.15141568,0.0,0.0,0.0,0.0,37.14
2019-01-03 00:30:00,offPeakWinter,0.15141568,0.0,0.0,0.0,0.0,37.14
2019-01-03 00:45:00,offPeakWinter,0.15141568,0.0,0.0,0.0,0.0,37.14
2019-01-03 01:00:00,offPeakWinter,0.14587453,0.0,0.0,0.0,0.0,37.14
2019-01-03 01:15:00,offPeakWinter,0.14587453,0.0,0.0,0.0,0.0,37.14
2019-01-03 01:30:00,offPeakWinter,0.14587453,0.0,0.0,0.0,0.0,37.14
2019-01-03 01:45:00,offPeakWinter,0.14587453,0.0,0.0,0.0,0.0,37.14
2019-01-03 02:00:00,offPeakWinter,0.14589848,0.0,0.0,0.0,0.0,37.14
2019-01-03 02:15:00,offPeakWinter,0.14589848,0.0,0.0,0.0,0.0,37.14
2019-01-03 02:30:00,offPeakWinter,0.14589848,0.0,0.0,0.0,0.0,37.14
2019-01-03 02:45:00,offPeakWinter,0.14589848,0.0,0.0,0.0,0.0,37.14
2019-01-03 03:00:00,offPeakWinter,0.14480144,0.0,0.0,0.0,0.0,37.14
2019-01-03 03:15:00,offPeakWinter,0.14480144,0.0,0.0,0.0,0.0,37.14
2019-01-03 03:30:00,offPeakWinter,0.14480144,0.0,0.0,0.0,0.0,37.14
2019-01-03 03:45:00,offPeakWinter,0.14480144,0.0,0.0,0.0,0.0,37.14
2019-01-03 04:00:00,offPeakWinter,0.1470814,0.0,0.0,0.0,0.0,37.14
2019-01-03 04:15:00,offPeakWinter,0.1470814,0.0,0.0,0.0,0.0,37.14
2019-01-03 04:30:00,offPeakWinter,0.1470814,0.0,0.0,0.0,0.0,37.14
2019-01-03 04:45:00,offPeakWinter,0.1470814,0.0,0.0,0.0,0.0,37.14
2019-01-03 05:00:00,offPeakWinter,0.16158772,0.0,0.0,0.0,0.0,37.14
2019-01-03 05:15:00,offPeakWinter,0.16158772,0.0,0.0,0.0,0.0,37.14
2019-01-03 05:30:00,offPeakWinter,0.16158772,0.0,0.0,0.0,0.0,37.14
2019-01-03 05:45:00,offPeakWinter,0.16158772,0.0,0.0,0.0,0.0,37.14
2019-01-03 06:00:00,offPeakWinter,0.18854915,0.0,0.0,0.0,0.0,37.14
2019-01-03 06:15:00,offPeakWinter,0.18854915,0.0,0.0,0.0,0.0,37.14
2019-01-03 06:30:00,offPeakWinter,0.18854915,0.0,0.0,0.0,0.0,37.14
2019-01-03 06:45:00,offPeakWinter,0.18854915,0.0,0.0,0.0,0.0,37.14
2019-01-03 07:00:00,offPeakWinter,0.19101846,0.0,0.0,0.0,0.0,37.14
2019-01-03 07:15:00,offPeakWinter,0.19101846,0.0,0.0,0.0,0.0,37.14
2019-01-03 07:30:00,offPeakWinter,0.19101846,0.0,0.0,0.0,0.0,37.14
2019-01-03 07:45:00,offPeakWinter,0.19101846,0.0,0.0,0.0,0.0,37.14
2019-01-03 08:00:00,offPeakWinter,0.16072607,0.0,0.0,0.0,0.0,37.14
2019-01-03 08:15:00,offPeakWinter,0.16072607,0.0,0.0,0.0,0.0,37.14
2019-01-03 08:30:00,offPeakWinter,0.16072607,0.0,0.0,0.0,0.0,37.14
2019-01-03 08:45:00,offPeakWinter,0.16072607,0.0,0.0,0.0,0.0,37.14
2019-01-03 09:00:00,offPeakWinter,0.15067908,0.0,0.0,0.0,0.0,37.14
2019-01-03 09:15:00,offPeakWinter,0.15067908,0.0,0.0,0.0,0.0,37.14
2019-01-03 09:30:00,offPeakWinter,0.15067908,0.0,0.0,0.0,0.0,37.14
2019-01-03 09:45:00,offPeakWinter,0.15067908,0.0,0.0,0.0,0.0,37.14
2019-01-03 10:00:00,offPeakWinter,0.14041118,0.0,0.0,0.0,0.0,37.14
2019-01-03 10:15:00,offPeakWinter,0.14041118,0.0,0.0,0.0,0.0,37.14
2019-01-03 10:30:00,offPeakWinter,0.14041118,0.0,0.0,0.0,0.0,37.14
2019-01-03 10:45:00,offPeakWinter,0.14041118,0.0,0.0,0.0,0.0,37.14
2019-01-03 11:00:00,offPeakWinter,0.13762862999999997,0.0,0.0,0.0,0.0,37.14
2019-01-03 11:15:00,offPeakWinter,0.13762862999999997,0.0,0.0,0.0,0.0,37.14
2019-01-03 11:30:00,offPeakWinter,0.13762862999999997,0.0,0.0,0.0,0.0,37.14
2019-01-03 11:45:00,offPeakWinter,0.13762862999999997,0.0,0.0,0.0,0.0,37.14
2019-01-03 12:00:00,offPeakWinter,0.13492097,0.0,0.0,0.0,0.0,37.14
2019-01-03 12:15:00,offPeakWinter,0.13492097,0.0,0.0,0.0,0.0,37.14
2019-01-03 12:30:00,offPeakWinter,0.13492097,0.0,0.0,0.0,0.0,37.14
2019-01-03 12:45:00,offPeakWinter,0.13492097,0.0,0.0,0.0,0.0,37.14
2019-01-03 13:00:00,offPeakWinter,0.13093658,0.0,0.0,0.0,0.0,37.14
2019-01-03 13:15:00,offPeakWinter,0.13093658,0.0,0.0,0.0,0.0,37.14
2019-01-03 13:30:00,offPeakWinter,0.13093658,0.0,0.0,0.0,0.0,37.14
2019-01-03 13:45:00,offPeakWinter,0.13093658,0.0,0.0,0.0,0.0,37.14
2019-01-03 14:00:00,offPeakWinter,0.13947274999999998,0.0,0.0,0.0,0.0,37.14
2019-01-03 14:15:00,offPeakWinter,0.13947274999999998,0.0,0.0,0.0,0.0,37.14
2019-01-03 14:30:00,offPeakWinter,0.13947274999999998,0.0,0.0,0.0,0.0,37.14
2019-01-03 14:45:00,offPeakWinter,0.13947274999999998,0.0,0.0,0.0,0.0,37.14
2019-01-03 15:00:00,offPeakWinter,0.16311034000000002,0.0,0.0,0.0,0.0,37.14
2019-01-03 15:15:00,offPeakWinter,0.16311034000000002,0.0,0.0,0.0,0.0,37.14
2019-01-03 15:30:00,offPeakWinter,0.16311034000000002,0.0,0.0,0.0,0.0,37.14
2019-01-03 15:45:00,offPeakWinter,0.16311034000000002,0.0,0.0,0.0,0.0,37.14
2019-01-03 16:00:00,peakWinter,0.19592165,0.0,0.0,0.0,3.06,37.14
2019-01-03 16:15:00,peakWinter,0.19592165,0.0,0.0,0.0,3.06,37.14
2019-01-03 16:30:00,peakWinter,0.19592165,0.0,0.0,0.0,3.06,37.14
2019-01-03 16:45:00,peakWinter,0.19592165,0.0,0.0,0.0,3.06,37.14
2019-01-03 17:00:00,peakWinter,0.20516393,0.0,0.0,0.0,3.06,37.14
2019-01-03 17:15:00,peakWinter,0.20516393,0.0,0.0,0.0,3.06,37.14
2019-01-03 17:30:00,peakWinter,0.20516393,0.0,0.0,0.0,3.06,37.14
2019-01-03 17:45:00,peakWinter,0.20516393,0.0,0.0,0.0,3.06,37.14
2019-01-03 18:00:00,peakWinter,0.20148903,0.0,0.0,0.0,3.06,37.14
2019-01-03 18:15:00,peakWinter,0.20148903,0.0,0.0,0.0,3.06,37.14
2019-01-03 18:30:00,peakWinter,0.20148903,0.0,0.0,0.0,3.06,37.14
2019-01-03 18:45:00,peakWinter,0.20148903,0.0,0.0,0.0,3.06,37.14
2019-01-03 19:00:00,peakWinter,0.19845927,0.0,0.0,0.0,3.06,37.14
2019-01-03 19:15:00,peakWinter,0.19845927,0.0,0.0,0.0,3.06,37.14
2019-01-03 19:30:00,peakWinter,0.19845927,0.0,0.0,0.0,3.06,37.14
2019-01-03 19:45:00,peakWinter,0.19845927,0.0,0.0,0.0,3.06,37.14
2019-01-03 20:00:00,peakWinter,0.1980214,0.0,0.0,0.0,3.06,37.14
2019-01-03 20:15:00,peakWinter,0.1980214,0.0,0.0,0.0,3.06,37.14
2019-01-03 20:30:00,peakWinter,0.1980214,0.0,0.0,0.0,3.06,37.14
2019-01-03 20:45:00,peakWinter,0.1980214,0.0,0.0,0.0,3.06,37.14
2019-01-03 21:00:00,offPeakWinter,0.19021747,0.0,0.0,0.0,0.0,37.14
2019-01-03 21:15:00,offPeakWinter,0.19021747,0.0,0.0,0.0,0.0,37.14
2019-01-03 21:30:00,offPeakWinter,0.19021747,0.0,0.0,0.0,0.0,37.14
2019-01-03 21:45:00,offPeakWinter,0.19021747,0.0,0.0,0.0,0.0,37.14
2019-01-03 22:00:00,offPeakWinter,0.18021417,0.0,0.0,0.0,0.0,37.14
2019-01-03 22:15:00,offPeakWinter,0.18021417,0.0,0.0,0.0,0.0,37.14
2019-01-03 22:30:00,offPeakWinter,0.18021417,0.0,0.0,0.0,0.0,37.14
2019-01-03 22:45:00,offPeakWinter,0.18021417,0.0,0.0,0.0,0.0,37.14
2019-01-03 23:00:00,offPeakWinter,0.16166042,0.0,0.0,0.0,0.0,37.14
2019-01-03 23:15:00,offPeakWinter,0.16166042,0.0,0.0,0.0,0.0,37.14
2019-01-03 23:30:00,offPeakWinter,0.16166042,0.0,0.0,0.0,0.0,37.14
2019-01-03 23:45:00,offPeakWinter,0.16166042,0.0,0.0,0.0,0.0,37.14
2019-01-04 00:00:00,offPeakWinter,0.19884467,0.0,0.0,0.0,0.0,37.14
2019-01-04 00:15:00,offPeakWinter,0.19884467,0.0,0.0,0.0,0.0,37.14
2019-01-04 00:30:00,offPeakWinter,0.19884467,0.0,0.0,0.0,0.0,37.14
2019-01-04 00:45:00,offPeakWinter,0.19884467,0.0,0.0,0.0,0.0,37.14
2019-01-04 01:00:00,offPeakWinter,0.19647572,0.0,0.0,0.0,0.0,37.14
2019-01-04 01:15:00,offPeakWinter,0.19647572,0.0,0.0,0.0,0.0,37.14
2019-01-04 01:30:00,offPeakWinter,0.19647572,0.0,0.0,0.0,0.0,37.14
