,Power Load,NaturalGasBoiler,Total Power Consumption,Marginal Power Price,Marginal Power Emissions,Grid Power
2023-01-01 00:00:00,208.0747066662101,0.0,208.0747066662101,0.14186,0.392374469891591,52.01867666655252
2023-01-01 00:15:00,214.57743016839888,0.0,214.57743016839888,0.14186,0.374018322637373,53.64435754209972
2023-01-01 00:30:00,175.562644830745,0.0,175.562644830745,0.14186,0.355430091253498,43.89066120768625
2023-01-01 00:45:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.3566141834299847,47.14202295878066
2023-01-01 01:00:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.3570875495232257,47.14202295878066
2023-01-01 01:15:00,195.07081533731144,0.0,195.07081533731144,0.14186,0.3532557061209736,48.76770383432786
2023-01-01 01:30:00,182.06536833293382,0.0,182.06536833293382,0.14186,0.3485171024273437,45.516342083233454
2023-01-01 01:45:00,169.06147700403517,0.0,169.06147700403517,0.14186,0.329800842782676,42.26536925100879
2023-01-01 02:00:00,169.06147700403517,0.0,169.06147700403517,0.14186,0.3351711635959263,42.26536925100879
2023-01-01 02:15:00,208.0747066662101,0.0,208.0747066662101,0.14186,0.333280632644297,52.01867666655252
2023-01-01 02:30:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.3286850681623893,47.14202295878066
2023-01-01 02:45:00,175.562644830745,0.0,175.562644830745,0.14186,0.3190389043023876,43.89066120768625
2023-01-01 03:00:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.3365035600993507,47.14202295878066
2023-01-01 03:15:00,201.57198316402128,0.0,201.57198316402128,0.14186,0.334826029921007,50.39299579100532
2023-01-01 03:30:00,175.562644830745,0.0,175.562644830745,0.14186,0.3331756312037207,43.89066120768625
2023-01-01 03:45:00,175.562644830745,0.0,175.562644830745,0.14186,0.3367721884266539,43.89066120768625
2023-01-01 04:00:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.3553467090207033,47.14202295878066
2023-01-01 04:15:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.366356602192226,47.14202295878066
2023-01-01 04:30:00,188.56809183512263,0.0,188.56809183512263,0.14186,0.3651316570197226,47.14202295878066
2023-01-01 04:45:00,149.55330649746875,0.0,149.55330649746875,0.14186,0.3649262100750013,37.38832662436719
2023-01-01 05:00:00,162.5587535018464,0.0,162.5587535018464,0.14186,0.360681882503609,40.6396883754616
2023-01-01 05:15:00,234.08404499948634,0.0,234.08404499948634,0.14186,0.3613096239239843,58.521011249871584
2023-01-01 05:30:00,279.59999816385005,0.0,279.59999816385005,0.14186,0.3630887923162467,69.89999954096251
2023-01-01 05:45:00,247.08949200386394,0.0,247.08949200386394,0.14186,0.3668337935528473,61.772373000965985
2023-01-01 06:00:00,247.08949200386394,0.0,247.08949200386394,0.14186,0.3645289947399843,61.772373000965985
2023-01-01 06:15:00,305.60933649712626,0.0,305.60933649712626,0.14186,0.3712049674203923,76.40233412428157
2023-01-01 06:30:00,299.1081686704165,0.0,299.1081686704165,0.14186,0.3874109168366763,74.77704216760412
2023-01-01 06:45:00,305.60933649712626,0.0,305.60933649712626,0.14186,0.368665516391063,76.40233412428157
