timestamp,MOER version 2.0
2023-02-01T00:00:00+00:00,0.368670483888941
2023-02-01T00:05:00+00:00,0.348655859857576
2023-02-01T00:10:00+00:00,0.368787875755945
2023-02-01T00:15:00+00:00,0.403317998840095
2023-02-01T00:20:00+00:00,0.441414841034281
2023-02-01T00:25:00+00:00,0.505725647683605
2023-02-01T00:30:00+00:00,0.510431237575654
2023-02-01T00:35:00+00:00,0.571522251486128
2023-02-01T00:40:00+00:00,0.647231999302619
2023-02-01T00:45:00+00:00,0.66375
2023-02-01T00:50:00+00:00,0.66375
2023-02-01T00:55:00+00:00,0.66375
2023-02-01T01:00:00+00:00,0.630898941167166
2023-02-01T01:05:00+00:00,0.644820906092018
2023-02-01T01:10:00+00:00,0.641877625813162
2023-02-01T01:15:00+00:00,0.644361624993559
2023-02-01T01:20:00+00:00,0.651864365089731
2023-02-01T01:25:00+00:00,0.656846414419251
2023-02-01T01:30:00+00:00,0.66375
2023-02-01T01:35:00+00:00,0.66375
2023-02-01T01:40:00+00:00,0.66375
2023-02-01T01:45:00+00:00,0.66375
2023-02-01T01:50:00+00:00,0.66375
2023-02-01T01:55:00+00:00,0.66375
2023-02-01T02:00:00+00:00,0.66375
2023-02-01T02:05:00+00:00,0.66375
2023-02-01T02:10:00+00:00,0.66375
2023-02-01T02:15:00+00:00,0.66375
2023-02-01T02:20:00+00:00,0.66375
2023-02-01T02:25:00+00:00,0.66375
2023-02-01T02:30:00+00:00,0.66375
2023-02-01T02:35:00+00:00,0.66375
2023-02-01T02:40:00+00:00,0.66375
2023-02-01T02:45:00+00:00,0.66375
2023-02-01T02:50:00+00:00,0.66375
2023-02-01T02:55:00+00:00,0.66375
2023-02-01T03:00:00+00:00,0.66375
2023-02-01T03:05:00+00:00,0.66375
2023-02-01T03:10:00+00:00,0.66375
2023-02-01T03:15:00+00:00,0.66375
2023-02-01T03:20:00+00:00,0.66375
2023-02-01T03:25:00+00:00,0.66375
2023-02-01T03:30:00+00:00,0.66375
2023-02-01T03:35:00+00:00,0.66375
2023-02-01T03:40:00+00:00,0.66375
2023-02-01T03:45:00+00:00,0.66375
2023-02-01T03:50:00+00:00,0.66375
2023-02-01T03:55:00+00:00,0.66375
2023-02-01T04:00:00+00:00,0.66375
2023-02-01T04:05:00+00:00,0.66375
2023-02-01T04:10:00+00:00,0.66375
2023-02-01T04:15:00+00:00,0.66375
2023-02-01T04:20:00+00:00,0.66375
2023-02-01T04:25:00+00:00,0.66375
2023-02-01T04:30:00+00:00,0.66375
2023-02-01T04:35:00+00:00,0.66375
2023-02-01T04:40:00+00:00,0.66375
2023-02-01T04:45:00+00:00,0.66375
2023-02-01T04:50:00+00:00,0.66375
2023-02-01T04:55:00+00:00,0.66375
2023-02-01T05:00:00+00:00,0.658036664026524
2023-02-01T05:05:00+00:00,0.655362313986802
2023-02-01T05:10:00+00:00,0.658036664026524
2023-02-01T05:15:00+00:00,0.642745922657812
2023-02-01T05:20:00+00:00,0.631065431890921
2023-02-01T05:25:00+00:00,0.631065431890921
2023-02-01T05:30:00+00:00,0.624879983368302
2023-02-01T05:35:00+00:00,0.619368398096701
2023-02-01T05:40:00+00:00,0.619193635859282
2023-02-01T05:45:00+00:00,0.586335631075872
2023-02-01T05:50:00+00:00,0.546531251535257
2023-02-01T05:55:00+00:00,0.61916442044884
2023-02-01T06:00:00+00:00,0.66375
2023-02-01T06:05:00+00:00,0.66375
2023-02-01T06:10:00+00:00,0.66375
2023-02-01T06:15:00+00:00,0.658435923628394
2023-02-01T06:20:00+00:00,0.649671035383098
2023-02-01T06:25:00+00:00,0.626300032592376
2023-02-01T06:30:00+00:00,0.62137503549813
2023-02-01T06:35:00+00:00,0.598223598977174
2023-02-01T06:40:00+00:00,0.568333158788378
2023-02-01T06:45:00+00:00,0.558556388704824
2023-02-01T06:50:00+00:00,0.532641312214592
2023-02-01T06:55:00+00:00,0.544762632241768
2023-02-01T07:00:00+00:00,0.5822947845608
2023-02-01T07:05:00+00:00,0.575202703909048
2023-02-01T07:10:00+00:00,0.578163004417945
2023-02-01T07:15:00+00:00,0.581184598963994
2023-02-01T07:20:00+00:00,0.545510196800435
2023-02-01T07:25:00+00:00,0.540608635661571
2023-02-01T07:30:00+00:00,0.551325495086579
2023-02-01T07:35:00+00:00,0.532139029849584
2023-02-01T07:40:00+00:00,0.528406509308598
2023-02-01T07:45:00+00:00,0.529781277297613
2023-02-01T07:50:00+00:00,0.502157921145622
2023-02-01T07:55:00+00:00,0.460309894482183
2023-02-01T08:00:00+00:00,0.397982710826754
2023-02-01T08:05:00+00:00,0.39701933864971
2023-02-01T08:10:00+00:00,0.39701933864971
2023-02-01T08:15:00+00:00,0.398347911767411
2023-02-01T08:20:00+00:00,0.398357331476543
2023-02-01T08:25:00+00:00,0.426560255921805
2023-02-01T08:30:00+00:00,0.461052077722454
2023-02-01T08:35:00+00:00,0.439827935940723
2023-02-01T08:40:00+00:00,0.437479984760303
2023-02-01T08:45:00+00:00,0.467375343221619
2023-02-01T08:50:00+00:00,0.448499901467478
2023-02-01T08:55:00+00:00,0.442281238093987
2023-02-01T09:00:00+00:00,0.502932735131442
2023-02-01T09:05:00+00:00,0.502932735131442
2023-02-01T09:10:00+00:00,0.502932735131442
2023-02-01T09:15:00+00:00,0.500151043787853
2023-02-01T09:20:00+00:00,0.49557830707989
2023-02-01T09:25:00+00:00,0.491999960586991
2023-02-01T09:30:00+00:00,0.483050133347347
2023-02-01T09:35:00+00:00,0.488147220725988
2023-02-01T09:40:00+00:00,0.48828441741004
2023-02-01T09:45:00+00:00,0.490247500558351
2023-02-01T09:50:00+00:00,0.487319586951667
2023-02-01T09:55:00+00:00,0.486198286847879
2023-02-01T10:00:00+00:00,0.476456967563094
2023-02-01T10:05:00+00:00,0.476423939461618
2023-02-01T10:10:00+00:00,0.468599826582761
2023-02-01T10:15:00+00:00,0.47097591865155
2023-02-01T10:20:00+00:00,0.470844791570871
2023-02-01T10:25:00+00:00,0.459559349422599
2023-02-01T10:30:00+00:00,0.45598612662086
2023-02-01T10:35:00+00:00,0.454764126279281
2023-02-01T10:40:00+00:00,0.452710314384435
2023-02-01T10:45:00+00:00,0.457590196670914
2023-02-01T10:50:00+00:00,0.459945439257984
2023-02-01T10:55:00+00:00,0.465460343944191
2023-02-01T11:00:00+00:00,0.450078155996689
2023-02-01T11:05:00+00:00,0.443949314870528
2023-02-01T11:10:00+00:00,0.455181746521802
2023-02-01T11:15:00+00:00,0.43492988425713
2023-02-01T11:20:00+00:00,0.43492988425713
2023-02-01T11:25:00+00:00,0.448413192847853
2023-02-01T11:30:00+00:00,0.447240340528397
2023-02-01T11:35:00+00:00,0.469503290986245
2023-02-01T11:40:00+00:00,0.483575193452186
2023-02-01T11:45:00+00:00,0.488178554068079
2023-02-01T11:50:00+00:00,0.487363690108649
2023-02-01T11:55:00+00:00,0.470603781021322
2023-02-01T12:00:00+00:00,0.431074819028601
2023-02-01T12:05:00+00:00,0.420906499205171
2023-02-01T12:10:00+00:00,0.419230579239854
2023-02-01T12:15:00+00:00,0.425990580290868
2023-02-01T12:20:00+00:00,0.451089375566562
2023-02-01T12:25:00+00:00,0.463191179368604
2023-02-01T12:30:00+00:00,0.476464968403905
2023-02-01T12:35:00+00:00,0.477510950247645
2023-02-01T12:40:00+00:00,0.486394997175401
2023-02-01T12:45:00+00:00,0.49055058659695
2023-02-01T12:50:00+00:00,0.496098795275694
2023-02-01T12:55:00+00:00,0.500450188525559
2023-02-01T13:00:00+00:00,0.471299538867796
2023-02-01T13:05:00+00:00,0.481148692144987
2023-02-01T13:10:00+00:00,0.481794671361194
2023-02-01T13:15:00+00:00,0.492300169475938
2023-02-01T13:20:00+00:00,0.492972476582104
2023-02-01T13:25:00+00:00,0.493346033080652
2023-02-01T13:30:00+00:00,0.495927427512908
2023-02-01T13:35:00+00:00,0.508114718131298
2023-02-01T13:40:00+00:00,0.523972542270452
2023-02-01T13:45:00+00:00,0.558752670231354
2023-02-01T13:50:00+00:00,0.562591063757111
2023-02-01T13:55:00+00:00,0.560767620899405
2023-02-01T14:00:00+00:00,0.479581985627389
2023-02-01T14:05:00+00:00,0.48086893860767
2023-02-01T14:10:00+00:00,0.471848010299933
2023-02-01T14:15:00+00:00,0.485642129879002
2023-02-01T14:20:00+00:00,0.49751257931868
2023-02-01T14:25:00+00:00,0.521819606658171
2023-02-01T14:30:00+00:00,0.558399529671427
