Time,Start Time,End Time,Weather
2015-05-29,2015-05-29 13:45:00,2015-05-29 14:00:00,04High heat and humidty
2015-05-30,2015-05-30 13:45:00,2015-05-30 14:15:00,04High heat and humidty
2015-06-11,2015-06-11 11:00:00,2015-06-11 11:00:00,04High heat and humidty
2015-06-18,2015-06-18 13:15:00,2015-06-18 17:00:00,04High heat and humidty
2015-06-19,2015-06-19 13:30:00,2015-06-19 13:30:00,04High heat and humidty
2015-06-30,2015-06-30 12:15:00,2015-06-30 15:00:00,04High heat and humidty
2015-07-15,2015-07-15 13:15:00,2015-07-15 14:30:00,04High heat and humidty
2015-07-19,2015-07-19 11:00:00,2015-07-19 11:15:00,04High heat and humidty
2015-08-09,2015-08-09 17:00:00,2015-08-09 17:00:00,04High heat and humidty
2016-06-01,2016-06-01 13:45:00,2016-06-01 14:15:00,04High heat and humidty
2016-06-02,2016-06-02 12:45:00,2016-06-02 14:30:00,04High heat and humidty
2016-06-17,2016-06-17 16:00:00,2016-06-17 17:15:00,04High heat and humidty
2016-07-15,2016-07-15 14:00:00,2016-07-15 14:00:00,04High heat and humidty
2016-07-17,2016-07-17 14:00:00,2016-07-17 14:15:00,04High heat and humidty
2016-07-18,2016-07-18 13:45:00,2016-07-18 14:30:00,04High heat and humidty
2016-07-29,2016-07-29 16:00:00,2016-07-29 17:00:00,04High heat and humidty
2016-08-06,2016-08-06 17:00:00,2016-08-06 17:00:00,04High heat and humidty
2017-07-30,2017-07-30 16:00:00,2017-07-30 18:30:00,04High heat and humidty
2017-07-31,2017-07-31 14:00:00,2017-07-31 14:00:00,04High heat and humidty
2017-08-13,2017-08-13 13:45:00,2017-08-13 14:30:00,04High heat and humidty
2017-08-21,2017-08-21 11:00:00,2017-08-21 16:15:00,04High heat and humidty
2017-08-26,2017-08-26 11:00:00,2017-08-26 11:00:00,04High heat and humidty
2018-05-31,2018-05-31 12:15:00,2018-05-31 12:15:00,04High heat and humidty
2018-06-29,2018-06-29 13:45:00,2018-06-29 14:30:00,04High heat and humidty
2019-06-07,2019-06-07 13:15:00,2019-06-07 13:15:00,04High heat and humidty
2019-07-17,2019-07-17 17:00:00,2019-07-17 17:00:00,04High heat and humidty
2019-08-11,2019-08-11 13:45:00,2019-08-11 15:00:00,04High heat and humidty
2019-08-16,2019-08-16 14:00:00,2019-08-16 14:00:00,04High heat and humidty
2019-08-24,2019-08-24 17:00:00,2019-08-24 19:15:00,04High heat and humidty
2020-05-06,2020-05-06 14:00:00,2020-05-06 14:00:00,04High heat and humidty
2020-05-09,2020-05-09 14:00:00,2020-05-09 14:00:00,04High heat and humidty
2020-06-11,2020-06-11 16:45:00,2020-06-11 17:00:00,04High heat and humidty
2020-07-26,2020-07-26 12:45:00,2020-07-26 14:45:00,04High heat and humidty
2021-05-30,2021-05-30 14:00:00,2021-05-30 14:00:00,04High heat and humidty
2021-06-18,2021-06-18 11:00:00,2021-06-18 11:30:00,04High heat and humidty
2021-06-20,2021-06-20 13:15:00,2021-06-20 14:30:00,04High heat and humidty
2021-06-21,2021-06-21 11:00:00,2021-06-21 11:00:00,04High heat and humidty
2021-07-23,2021-07-23 16:00:00,2021-07-23 18:00:00,04High heat and humidty
2021-07-27,2021-07-27 13:15:00,2021-07-27 13:30:00,04High heat and humidty
2021-09-12,2021-09-12 13:15:00,2021-09-12 15:00:00,04High heat and humidty
2022-07-09,2022-07-09 13:15:00,2022-07-09 13:30:00,04High heat and humidty
2022-07-22,2022-07-22 13:15:00,2022-07-22 13:30:00,04High heat and humidty
2022-07-24,2022-07-24 11:00:00,2022-07-24 11:15:00,04High heat and humidty
2022-07-27,2022-07-27 16:00:00,2022-07-27 17:30:00,04High heat and humidty
2022-07-28,2022-07-28 13:30:00,2022-07-28 17:30:00,04High heat and humidty
2022-07-29,2022-07-29 13:00:00,2022-07-29 15:15:00,04High heat and humidty
2022-08-02,2022-08-02 13:15:00,2022-08-02 15:30:00,04High heat and humidty
2022-08-23,2022-08-23 13:45:00,2022-08-23 14:15:00,04High heat and humidty
2022-08-24,2022-08-24 10:45:00,2022-08-24 11:30:00,04High heat and humidty
2022-09-17,2022-09-17 12:45:00,2022-09-17 16:00:00,04High heat and humidty
2022-09-18,2022-09-18 13:30:00,2022-09-18 18:45:00,04High heat and humidty
2022-09-19,2022-09-19 07:30:00,2022-09-19 15:30:00,04High heat and humidty
