Time,Start Time,End Time,Weather
2015-04-04,2015-04-04 13:15:00,2015-04-04 14:30:00,02High temperature
2015-04-07,2015-04-07 10:15:00,2015-04-07 13:30:00,02High temperature
2015-04-30,2015-04-30 15:15:00,2015-04-30 17:15:00,02High temperature
2015-05-03,2015-05-03 09:30:00,2015-05-03 14:45:00,02High temperature
2015-05-04,2015-05-04 14:00:00,2015-05-04 14:00:00,02High temperature
2015-05-09,2015-05-09 10:15:00,2015-05-09 14:00:00,02High temperature
2015-05-20,2015-05-20 10:30:00,2015-05-20 11:15:00,02High temperature
2015-05-27,2015-05-27 12:45:00,2015-05-27 16:15:00,02High temperature
2015-05-28,2015-05-28 11:00:00,2015-05-28 14:00:00,02High temperature
2015-05-29,2015-05-29 11:00:00,2015-05-29 15:45:00,02High temperature
2015-05-30,2015-05-30 12:00:00,2015-05-30 17:00:00,02High temperature
2015-06-02,2015-06-02 09:45:00,2015-06-02 14:15:00,02High temperature
2015-06-03,2015-06-03 12:30:00,2015-06-03 17:45:00,02High temperature
2015-06-04,2015-06-04 12:00:00,2015-06-04 17:00:00,02High temperature
2015-06-09,2015-06-09 15:00:00,2015-06-09 17:45:00,02High temperature
2015-06-11,2015-06-11 09:30:00,2015-06-11 17:00:00,02High temperature
2015-06-12,2015-06-12 12:30:00,2015-06-12 14:15:00,02High temperature
2015-06-14,2015-06-14 07:45:00,2015-06-14 08:45:00,02High temperature
2015-06-15,2015-06-15 13:45:00,2015-06-15 17:15:00,02High temperature
2015-06-16,2015-06-16 13:30:00,2015-06-16 18:15:00,02High temperature
2015-06-17,2015-06-17 16:00:00,2015-06-17 17:00:00,02High temperature
2015-06-18,2015-06-18 11:30:00,2015-06-18 19:30:00,02High temperature
2015-06-19,2015-06-19 12:15:00,2015-06-19 19:00:00,02High temperature
2015-06-20,2015-06-20 07:30:00,2015-06-20 16:30:00,02High temperature
2015-06-21,2015-06-21 09:45:00,2015-06-21 14:00:00,02High temperature
2015-06-28,2015-06-28 13:00:00,2015-06-28 17:15:00,02High temperature
2015-06-30,2015-06-30 10:15:00,2015-06-30 16:45:00,02High temperature
2015-07-01,2015-07-01 11:00:00,2015-07-01 17:45:00,02High temperature
2015-07-02,2015-07-02 13:00:00,2015-07-02 14:45:00,02High temperature
2015-07-03,2015-07-03 15:00:00,2015-07-03 17:45:00,02High temperature
2015-07-06,2015-07-06 14:15:00,2015-07-06 17:15:00,02High temperature
2015-07-08,2015-07-08 13:45:00,2015-07-08 14:15:00,02High temperature
2015-07-10,2015-07-10 12:30:00,2015-07-10 17:00:00,02High temperature
2015-07-11,2015-07-11 11:45:00,2015-07-11 18:45:00,02High temperature
2015-07-12,2015-07-12 10:30:00,2015-07-12 16:30:00,02High temperature
2015-07-13,2015-07-13 12:00:00,2015-07-13 15:45:00,02High temperature
2015-07-14,2015-07-14 12:45:00,2015-07-14 15:45:00,02High temperature
2015-07-15,2015-07-15 08:45:00,2015-07-15 18:30:00,02High temperature
2015-07-16,2015-07-16 11:00:00,2015-07-16 17:30:00,02High temperature
2015-07-18,2015-07-18 11:15:00,2015-07-18 15:00:00,02High temperature
2015-07-19,2015-07-19 10:00:00,2015-07-19 16:30:00,02High temperature
2015-07-25,2015-07-25 11:00:00,2015-07-25 11:00:00,02High temperature
2015-07-26,2015-07-26 13:45:00,2015-07-26 14:15:00,02High temperature
2015-08-02,2015-08-02 14:00:00,2015-08-02 14:15:00,02High temperature
2015-08-04,2015-08-04 16:15:00,2015-08-04 17:30:00,02High temperature
2015-08-05,2015-08-05 11:00:00,2015-08-05 17:30:00,02High temperature
2015-08-06,2015-08-06 14:00:00,2015-08-06 14:00:00,02High temperature
2015-08-07,2015-08-07 10:45:00,2015-08-07 23:00:00,02High temperature
2015-08-08,2015-08-08 10:45:00,2015-08-08 21:45:00,02High temperature
2015-08-09,2015-08-09 01:30:00,2015-08-09 17:30:00,02High temperature
2015-08-11,2015-08-11 13:45:00,2015-08-11 15:45:00,02High temperature
2015-08-17,2015-08-17 10:15:00,2015-08-17 17:15:00,02High temperature
2015-08-19,2015-08-19 13:00:00,2015-08-19 14:45:00,02High temperature
2015-08-21,2015-08-21 11:45:00,2015-08-21 15:30:00,02High temperature
2015-08-23,2015-08-23 09:45:00,2015-08-23 19:00:00,02High temperature
2015-08-24,2015-08-24 12:30:00,2015-08-24 16:00:00,02High temperature
2015-08-25,2015-08-25 10:15:00,2015-08-25 18:45:00,02High temperature
2015-09-05,2015-09-05 15:45:00,2015-09-05 17:30:00,02High temperature
2015-09-06,2015-09-06 13:15:00,2015-09-06 16:15:00,02High temperature
2015-09-09,2015-09-09 13:00:00,2015-09-09 16:00:00,02High temperature
2015-09-10,2015-09-10 10:45:00,2015-09-10 13:45:00,02High temperature
2015-09-11,2015-09-11 13:00:00,2015-09-11 14:45:00,02High temperature
2015-09-13,2015-09-13 13:45:00,2015-09-13 14:15:00,02High temperature
2015-09-14,2015-09-14 12:15:00,2015-09-14 14:30:00,02High temperature
2015-09-25,2015-09-25 14:00:00,2015-09-25 18:15:00,02High temperature
2016-05-06,2016-05-06 11:00:00,2016-05-06 11:00:00,02High temperature
2016-05-25,2016-05-25 17:00:00,2016-05-25 17:00:00,02High temperature
2016-05-30,2016-05-30 13:30:00,2016-05-30 14:45:00,02High temperature
2016-05-31,2016-05-31 12:45:00,2016-05-31 15:00:00,02High temperature
2016-06-01,2016-06-01 12:45:00,2016-06-01 16:15:00,02High temperature
2016-06-02,2016-06-02 10:30:00,2016-06-02 15:45:00,02High temperature
2016-06-03,2016-06-03 10:00:00,2016-06-03 17:30:00,02High temperature
2016-06-17,2016-06-17 12:45:00,2016-06-17 19:15:00,02High temperature
2016-06-19,2016-06-19 08:45:00,2016-06-19 16:15:00,02High temperature
2016-06-20,2016-06-20 14:00:00,2016-06-20 14:15:00,02High temperature
2016-06-22,2016-06-22 12:15:00,2016-06-22 15:00:00,02High temperature
2016-06-23,2016-06-23 12:45:00,2016-06-23 15:30:00,02High temperature
2016-06-24,2016-06-24 10:15:00,2016-06-24 11:45:00,02High temperature
2016-06-25,2016-06-25 13:15:00,2016-06-25 17:30:00,02High temperature
2016-06-26,2016-06-26 11:15:00,2016-06-26 16:00:00,02High temperature
2016-06-27,2016-06-27 15:15:00,2016-06-27 17:30:00,02High temperature
2016-06-29,2016-06-29 10:45:00,2016-06-29 14:15:00,02High temperature
2016-06-30,2016-06-30 13:45:00,2016-06-30 14:15:00,02High temperature
2016-07-01,2016-07-01 16:00:00,2016-07-01 17:45:00,02High temperature
2016-07-02,2016-07-02 13:00:00,2016-07-02 14:45:00,02High temperature
2016-07-03,2016-07-03 09:45:00,2016-07-03 11:15:00,02High temperature
2016-07-07,2016-07-07 12:45:00,2016-07-07 17:30:00,02High temperature
2016-07-08,2016-07-08 13:00:00,2016-07-08 23:30:00,02High temperature
2016-07-09,2016-07-09 08:00:00,2016-07-09 20:30:00,02High temperature
2016-07-15,2016-07-15 11:45:00,2016-07-15 15:30:00,02High temperature
2016-07-16,2016-07-16 10:30:00,2016-07-16 15:30:00,02High temperature
2016-07-17,2016-07-17 12:45:00,2016-07-17 16:45:00,02High temperature
2016-07-18,2016-07-18 08:00:00,2016-07-18 16:00:00,02High temperature
2016-07-23,2016-07-23 15:00:00,2016-07-23 18:00:00,02High temperature
