Time,Start Time,End Time,Weather
2017-08-23,2017-08-23 10:00:00,2017-08-23 13:15:00,06Very Damaging Wind Gusts
2018-09-16,2018-09-16 10:45:00,2018-09-16 17:30:00,06Very Damaging Wind Gusts
2020-08-19,2020-08-19 05:15:00,2020-08-19 06:15:00,06Very Damaging Wind Gusts
