Time,Start Time,End Time,Weather
2015-01-06,2015-01-06 06:30:00,2015-01-06 08:30:00,03High humidty
2015-01-07,2015-01-07 02:30:00,2015-01-07 03:45:00,03High humidty
2015-01-13,2015-01-13 05:30:00,2015-01-13 07:45:00,03High humidty
2015-01-26,2015-01-26 23:30:00,2015-01-26 23:30:00,03High humidty
2015-01-27,2015-01-27 07:30:00,2015-01-27 08:30:00,03High humidty
2015-02-04,2015-02-04 03:00:00,2015-02-04 03:00:00,03High humidty
2015-02-15,2015-02-15 07:00:00,2015-02-15 23:30:00,03High humidty
2015-02-16,2015-02-16 06:00:00,2015-02-16 23:30:00,03High humidty
2015-02-17,2015-02-17 07:30:00,2015-02-17 09:00:00,03High humidty
2015-02-20,2015-02-20 05:30:00,2015-02-20 05:30:00,03High humidty
2015-02-21,2015-02-21 02:00:00,2015-02-21 19:30:00,03High humidty
2015-02-22,2015-02-22 05:00:00,2015-02-22 23:45:00,03High humidty
2015-02-23,2015-02-23 01:30:00,2015-02-23 23:30:00,03High humidty
2015-02-24,2015-02-24 00:45:00,2015-02-24 23:45:00,03High humidty
2015-02-25,2015-02-25 02:45:00,2015-02-25 23:45:00,03High humidty
2015-02-26,2015-02-26 00:00:00,2015-02-26 23:30:00,03High humidty
2015-02-27,2015-02-27 01:15:00,2015-02-27 23:30:00,03High humidty
2015-02-28,2015-02-28 00:15:00,2015-02-28 10:30:00,03High humidty
2015-03-03,2015-03-03 08:30:00,2015-03-03 23:45:00,03High humidty
2015-03-04,2015-03-04 16:30:00,2015-03-04 19:45:00,03High humidty
2015-03-05,2015-03-05 12:00:00,2015-03-05 12:00:00,03High humidty
2015-03-06,2015-03-06 04:15:00,2015-03-06 12:15:00,03High humidty
2015-03-07,2015-03-07 05:30:00,2015-03-07 23:30:00,03High humidty
2015-03-08,2015-03-08 02:00:00,2015-03-08 09:00:00,03High humidty
2015-03-09,2015-03-09 07:15:00,2015-03-09 07:30:00,03High humidty
2015-03-10,2015-03-10 00:00:00,2015-03-10 00:00:00,03High humidty
2015-03-11,2015-03-11 22:00:00,2015-03-11 23:45:00,03High humidty
2015-03-12,2015-03-12 00:00:00,2015-03-12 15:30:00,03High humidty
2015-03-14,2015-03-14 08:00:00,2015-03-14 08:00:00,03High humidty
2015-03-15,2015-03-15 01:45:00,2015-03-15 23:45:00,03High humidty
2015-03-16,2015-03-16 00:00:00,2015-03-16 23:45:00,03High humidty
2015-03-17,2015-03-17 00:00:00,2015-03-17 21:00:00,03High humidty
2015-03-18,2015-03-18 01:00:00,2015-03-18 22:00:00,03High humidty
2015-03-19,2015-03-19 00:30:00,2015-03-19 23:15:00,03High humidty
2015-03-20,2015-03-20 00:00:00,2015-03-20 23:00:00,03High humidty
2015-03-21,2015-03-21 00:00:00,2015-03-21 04:00:00,03High humidty
2015-03-22,2015-03-22 07:15:00,2015-03-22 07:30:00,03High humidty
2015-03-27,2015-03-27 23:00:00,2015-03-27 23:00:00,03High humidty
2015-03-28,2015-03-28 03:00:00,2015-03-28 03:30:00,03High humidty
2015-03-29,2015-03-29 07:00:00,2015-03-29 20:30:00,03High humidty
2015-03-30,2015-03-30 22:00:00,2015-03-30 22:00:00,03High humidty
2015-03-31,2015-03-31 00:00:00,2015-03-31 23:45:00,03High humidty
2015-04-01,2015-04-01 00:00:00,2015-04-01 10:00:00,03High humidty
2015-04-02,2015-04-02 03:00:00,2015-04-02 23:30:00,03High humidty
