Time,Start Time,End Time,Weather
2015-08-28,2015-08-28 13:45:00,2015-08-28 14:15:00,15Heavy Rain Shower
2015-08-29,2015-08-29 11:00:00,2015-08-29 11:15:00,15Heavy Rain Shower
2015-10-05,2015-10-05 19:00:00,2015-10-05 20:45:00,15Heavy Rain Shower
2015-10-07,2015-10-07 09:00:00,2015-10-07 09:15:00,15Heavy Rain Shower
2016-01-29,2016-01-29 08:00:00,2016-01-29 10:45:00,15Heavy Rain Shower
2016-03-10,2016-03-10 02:30:00,2016-03-10 02:45:00,15Heavy Rain Shower
2016-04-04,2016-04-04 17:00:00,2016-04-04 17:45:00,15Heavy Rain Shower
2016-04-10,2016-04-10 10:30:00,2016-04-10 10:45:00,15Heavy Rain Shower
2016-04-24,2016-04-24 16:30:00,2016-04-24 16:45:00,15Heavy Rain Shower
2016-05-03,2016-05-03 20:00:00,2016-05-03 20:15:00,15Heavy Rain Shower
2016-05-21,2016-05-21 04:00:00,2016-05-21 04:15:00,15Heavy Rain Shower
2016-06-12,2016-06-12 00:30:00,2016-06-12 01:45:00,15Heavy Rain Shower
2016-06-16,2016-06-16 15:00:00,2016-06-16 15:15:00,15Heavy Rain Shower
2016-06-29,2016-06-29 22:00:00,2016-06-29 22:15:00,15Heavy Rain Shower
2016-07-13,2016-07-13 05:30:00,2016-07-13 06:45:00,15Heavy Rain Shower
2016-08-02,2016-08-02 11:30:00,2016-08-02 15:45:00,15Heavy Rain Shower
2016-08-03,2016-08-03 01:00:00,2016-08-03 07:45:00,15Heavy Rain Shower
2016-08-15,2016-08-15 18:45:00,2016-08-15 18:45:00,15Heavy Rain Shower
2016-09-01,2016-09-01 11:30:00,2016-09-01 11:45:00,15Heavy Rain Shower
2016-09-02,2016-09-02 00:00:00,2016-09-02 00:15:00,15Heavy Rain Shower
2016-09-07,2016-09-07 05:30:00,2016-09-07 09:15:00,15Heavy Rain Shower
2016-09-09,2016-09-09 10:30:00,2016-09-09 10:45:00,15Heavy Rain Shower
2016-09-10,2016-09-10 10:00:00,2016-09-10 10:15:00,15Heavy Rain Shower
2016-10-06,2016-10-06 23:30:00,2016-10-06 23:45:00,15Heavy Rain Shower
2016-10-19,2016-10-19 19:00:00,2016-10-19 19:15:00,15Heavy Rain Shower
2017-03-19,2017-03-19 12:30:00,2017-03-19 12:45:00,15Heavy Rain Shower
2017-03-31,2017-03-31 11:00:00,2017-03-31 11:15:00,15Heavy Rain Shower
2017-04-20,2017-04-20 12:30:00,2017-04-20 13:45:00,15Heavy Rain Shower
2017-05-16,2017-05-16 05:00:00,2017-05-16 05:15:00,15Heavy Rain Shower
2017-06-12,2017-06-12 11:30:00,2017-06-12 11:45:00,15Heavy Rain Shower
2017-06-18,2017-06-18 10:00:00,2017-06-18 10:15:00,15Heavy Rain Shower
2017-06-21,2017-06-21 15:30:00,2017-06-21 15:45:00,15Heavy Rain Shower
2017-06-25,2017-06-25 08:15:00,2017-06-25 08:15:00,15Heavy Rain Shower
2017-07-04,2017-07-04 12:30:00,2017-07-04 12:45:00,15Heavy Rain Shower
2017-07-05,2017-07-05 07:00:00,2017-07-05 07:15:00,15Heavy Rain Shower
2017-07-06,2017-07-06 16:00:00,2017-07-06 16:15:00,15Heavy Rain Shower
2017-07-15,2017-07-15 08:00:00,2017-07-15 08:15:00,15Heavy Rain Shower
2017-07-18,2017-07-18 12:00:00,2017-07-18 14:15:00,15Heavy Rain Shower
2017-07-19,2017-07-19 12:30:00,2017-07-19 12:45:00,15Heavy Rain Shower
2017-07-23,2017-07-23 23:00:00,2017-07-23 23:15:00,15Heavy Rain Shower
2017-07-25,2017-07-25 08:30:00,2017-07-25 08:45:00,15Heavy Rain Shower
2017-08-23,2017-08-23 12:30:00,2017-08-23 12:45:00,15Heavy Rain Shower
2017-09-30,2017-09-30 10:30:00,2017-09-30 10:45:00,15Heavy Rain Shower
2017-10-16,2017-10-16 05:30:00,2017-10-16 17:00:00,15Heavy Rain Shower
2017-10-17,2017-10-17 04:30:00,2017-10-17 04:45:00,15Heavy Rain Shower
2018-06-05,2018-06-05 00:30:00,2018-06-05 06:45:00,15Heavy Rain Shower
2018-06-06,2018-06-06 17:00:00,2018-06-06 22:45:00,15Heavy Rain Shower
2018-06-12,2018-06-12 12:30:00,2018-06-12 12:45:00,15Heavy Rain Shower
2018-06-13,2018-06-13 00:00:00,2018-06-13 20:15:00,15Heavy Rain Shower
2018-06-26,2018-06-26 07:30:00,2018-06-26 07:45:00,15Heavy Rain Shower
2018-07-14,2018-07-14 06:00:00,2018-07-14 06:15:00,15Heavy Rain Shower
2018-07-19,2018-07-19 15:00:00,2018-07-19 15:15:00,15Heavy Rain Shower
2018-08-10,2018-08-10 21:00:00,2018-08-10 22:15:00,15Heavy Rain Shower
2018-08-11,2018-08-11 01:00:00,2018-08-11 05:30:00,15Heavy Rain Shower
2018-08-12,2018-08-12 02:30:00,2018-08-12 02:45:00,15Heavy Rain Shower
2018-08-16,2018-08-16 06:30:00,2018-08-16 06:45:00,15Heavy Rain Shower
2018-08-27,2018-08-27 22:00:00,2018-08-27 22:15:00,15Heavy Rain Shower
2018-09-01,2018-09-01 11:30:00,2018-09-01 11:45:00,15Heavy Rain Shower
2018-10-10,2018-10-10 12:00:00,2018-10-10 12:15:00,15Heavy Rain Shower
2019-02-18,2019-02-18 14:00:00,2019-02-18 14:15:00,15Heavy Rain Shower
2019-02-19,2019-02-19 07:00:00,2019-02-19 07:15:00,15Heavy Rain Shower
2019-03-03,2019-03-03 08:30:00,2019-03-03 08:45:00,15Heavy Rain Shower
2019-03-06,2019-03-06 08:30:00,2019-03-06 09:15:00,15Heavy Rain Shower
2019-04-19,2019-04-19 15:30:00,2019-04-19 15:45:00,15Heavy Rain Shower
2019-05-31,2019-05-31 05:30:00,2019-05-31 06:45:00,15Heavy Rain Shower
2019-06-04,2019-06-04 03:30:00,2019-06-04 03:45:00,15Heavy Rain Shower
2019-07-02,2019-07-02 10:45:00,2019-07-02 10:45:00,15Heavy Rain Shower
2019-07-03,2019-07-03 00:00:00,2019-07-03 05:45:00,15Heavy Rain Shower
2019-07-31,2019-07-31 11:30:00,2019-07-31 11:45:00,15Heavy Rain Shower
2019-08-01,2019-08-01 09:30:00,2019-08-01 09:45:00,15Heavy Rain Shower
2019-08-30,2019-08-30 06:30:00,2019-08-30 06:45:00,15Heavy Rain Shower
2019-09-04,2019-09-04 03:30:00,2019-09-04 03:45:00,15Heavy Rain Shower
2020-05-18,2020-05-18 09:30:00,2020-05-18 09:45:00,15Heavy Rain Shower
2020-06-02,2020-06-02 01:30:00,2020-06-02 01:45:00,15Heavy Rain Shower
2020-07-22,2020-07-22 09:30:00,2020-07-22 09:45:00,15Heavy Rain Shower
2020-08-01,2020-08-01 00:00:00,2020-08-01 15:45:00,15Heavy Rain Shower
2020-08-02,2020-08-02 07:30:00,2020-08-02 07:45:00,15Heavy Rain Shower
2020-08-03,2020-08-03 00:30:00,2020-08-03 00:45:00,15Heavy Rain Shower
2020-08-05,2020-08-05 09:00:00,2020-08-05 09:15:00,15Heavy Rain Shower
2020-09-21,2020-09-21 09:00:00,2020-09-21 09:15:00,15Heavy Rain Shower
2020-09-28,2020-09-28 06:00:00,2020-09-28 07:45:00,15Heavy Rain Shower
2020-10-05,2020-10-05 09:30:00,2020-10-05 09:45:00,15Heavy Rain Shower
2021-02-27,2021-02-27 06:00:00,2021-02-27 06:15:00,15Heavy Rain Shower
2021-04-27,2021-04-27 08:00:00,2021-04-27 08:15:00,15Heavy Rain Shower
2021-05-12,2021-05-12 10:30:00,2021-05-12 10:45:00,15Heavy Rain Shower
2021-06-12,2021-06-12 09:30:00,2021-06-12 09:45:00,15Heavy Rain Shower
2021-06-24,2021-06-24 06:00:00,2021-06-24 06:15:00,15Heavy Rain Shower
2021-07-19,2021-07-19 10:00:00,2021-07-19 10:15:00,15Heavy Rain Shower
2021-07-21,2021-07-21 12:00:00,2021-07-21 13:15:00,15Heavy Rain Shower
2021-08-03,2021-08-03 10:00:00,2021-08-03 10:15:00,15Heavy Rain Shower
2021-08-09,2021-08-09 17:30:00,2021-08-09 17:45:00,15Heavy Rain Shower
2021-08-11,2021-08-11 08:00:00,2021-08-11 08:15:00,15Heavy Rain Shower
2021-08-14,2021-08-14 07:00:00,2021-08-14 11:45:00,15Heavy Rain Shower
2021-10-08,2021-10-08 07:00:00,2021-10-08 12:15:00,15Heavy Rain Shower
2021-10-10,2021-10-10 07:30:00,2021-10-10 07:45:00,15Heavy Rain Shower
2021-10-13,2021-10-13 12:30:00,2021-10-13 12:45:00,15Heavy Rain Shower
2022-05-01,2022-05-01 07:30:00,2022-05-01 07:45:00,15Heavy Rain Shower
2022-05-11,2022-05-11 10:00:00,2022-05-11 11:15:00,15Heavy Rain Shower
2022-08-03,2022-08-03 20:30:00,2022-08-03 20:45:00,15Heavy Rain Shower
2022-08-11,2022-08-11 02:00:00,2022-08-11 02:15:00,15Heavy Rain Shower
2022-09-30,2022-09-30 09:30:00,2022-09-30 18:15:00,15Heavy Rain Shower
