Time,Start Time,End Time,Weather
2015-05-16,2015-05-16 14:30:00,2015-05-16 14:45:00,17Heavy T-Storm
2015-05-23,2015-05-23 03:30:00,2015-05-23 03:45:00,17Heavy T-Storm
2015-06-21,2015-06-21 19:30:00,2015-06-21 19:45:00,17Heavy T-Storm
2015-08-29,2015-08-29 11:30:00,2015-08-29 11:45:00,17Heavy T-Storm
2015-09-21,2015-09-21 08:00:00,2015-09-21 08:15:00,17Heavy T-Storm
2015-10-01,2015-10-01 23:30:00,2015-10-01 23:45:00,17Heavy T-Storm
2016-03-21,2016-03-21 07:30:00,2016-03-21 16:15:00,17Heavy T-Storm
2016-04-13,2016-04-13 07:45:00,2016-04-13 08:45:00,17Heavy T-Storm
2016-04-22,2016-04-22 08:30:00,2016-04-22 08:45:00,17Heavy T-Storm
2016-05-10,2016-05-10 14:00:00,2016-05-10 14:15:00,17Heavy T-Storm
2016-05-20,2016-05-20 21:00:00,2016-05-20 21:15:00,17Heavy T-Storm
2016-06-04,2016-06-04 14:30:00,2016-06-04 14:45:00,17Heavy T-Storm
2016-06-08,2016-06-08 03:30:00,2016-06-08 03:45:00,17Heavy T-Storm
2016-06-11,2016-06-11 03:15:00,2016-06-11 05:45:00,17Heavy T-Storm
2016-06-12,2016-06-12 10:30:00,2016-06-12 10:45:00,17Heavy T-Storm
2016-06-28,2016-06-28 08:00:00,2016-06-28 08:45:00,17Heavy T-Storm
2016-07-06,2016-07-06 08:00:00,2016-07-06 08:15:00,17Heavy T-Storm
2016-07-10,2016-07-10 02:30:00,2016-07-10 02:45:00,17Heavy T-Storm
2016-07-11,2016-07-11 16:30:00,2016-07-11 16:45:00,17Heavy T-Storm
2016-08-09,2016-08-09 13:30:00,2016-08-09 13:45:00,17Heavy T-Storm
2016-08-21,2016-08-21 07:00:00,2016-08-21 07:15:00,17Heavy T-Storm
2016-10-03,2016-10-03 02:30:00,2016-10-03 02:45:00,17Heavy T-Storm
2017-04-21,2017-04-21 16:00:00,2017-04-21 16:15:00,17Heavy T-Storm
