,Heat Load,NaturalGasBoiler,Total Heat Output
2023-01-17 09:00:00,5241.414763473519,5241.414763473519,5241.414763473519
2023-01-17 09:15:00,5179.218959645036,5179.218959645036,5179.218959645036
2023-01-17 09:30:00,5100.060863860288,5100.060863860288,5100.060863860288
2023-01-17 09:45:00,5026.5566820637505,5026.5566820637505,5026.5566820637505
2023-01-17 10:00:00,4953.052500267213,4953.052500267213,4953.052500267213
2023-01-17 10:15:00,4802.274494020909,4802.274494020909,4802.274494020909
2023-01-17 10:30:00,4506.372945508146,4506.372945508146,4506.372945508146
2023-01-17 10:45:00,4138.851486533827,4138.851486533827,4138.851486533827
2023-01-17 11:00:00,3795.832154813864,3795.832154813864,3795.832154813864
2023-01-17 11:15:00,3456.5819157554974,3456.5819157554974,3456.5819157554974
2023-01-17 11:30:00,3126.755783330204,3126.755783330204,3126.755783330204
2023-01-17 11:45:00,2774.3123449771683,2774.3123449771683,2774.3123449771683
2023-01-17 12:00:00,2472.7563324845605,2472.7563324845605,2472.7563324845605
2023-01-17 12:15:00,2195.7018972546775,2195.7018972546775,2195.7018972546775
2023-01-17 12:30:00,1914.877819371564,1914.877819371564,1914.877819371564
2023-01-17 12:45:00,1634.054291480084,1634.054291480084,1634.054291480084
2023-01-17 13:00:00,1424.850124058527,1424.850124058527,1424.850124058527
2023-01-17 13:15:00,1362.654320230044,1362.654320230044,1362.654320230044
2023-01-17 13:30:00,1340.0381142855683,1340.0381142855683,1340.0381142855683
2023-01-17 13:45:00,1285.3810457719107,1285.3810457719107,1285.3810457719107
2023-01-17 14:00:00,1236.378441238097,1236.378441238097,1236.378441238097
2023-01-17 14:15:00,1166.6433521031556,1166.6433521031556,1166.6433521031556
2023-01-17 14:30:00,1155.3355241267345,1155.3355241267345,1155.3355241267345
2023-01-17 14:45:00,1145.9119674852946,1145.9119674852946,1145.9119674852946
2023-01-17 15:00:00,1132.7193181822588,1132.7193181822588,1132.7193181822588
2023-01-17 15:15:00,1125.1805828674335,1125.1805828674335,1125.1805828674335
2023-01-17 15:30:00,1117.6418475526082,1117.6418475526082,1117.6418475526082
2023-01-17 15:45:00,1108.2182909111684,1108.2182909111684,1108.2182909111684
2023-01-17 16:00:00,1111.9873835727642,1111.9873835727642,1111.9873835727642
2023-01-17 16:15:00,1151.5664314651383,1151.5664314651383,1151.5664314651383
2023-01-17 16:30:00,1187.3758367042833,1187.3758367042833,1187.3758367042833
2023-01-17 16:45:00,1221.3004206168134,1221.3004206168134,1221.3004206168134
2023-01-17 17:00:00,1255.2255545209766,1255.2255545209766,1255.2255545209766
2023-01-17 17:15:00,1291.0349597601212,1291.0349597601212,1291.0349597601212
2023-01-17 17:30:00,1334.3836503057244,1334.3836503057244,1334.3836503057244
2023-01-17 17:45:00,1377.7317908596947,1377.7317908596947,1377.7317908596947
2023-01-17 18:00:00,1422.9653027319125,1422.9653027319125,1422.9653027319125
2023-01-17 18:15:00,1466.3139932775155,1466.3139932775155,1466.3139932775155
2023-01-17 18:30:00,1507.7778624965038,1507.7778624965038,1507.7778624965038
2023-01-17 18:45:00,1530.3946184326126,1530.3946184326126,1530.3946184326126
2023-01-17 19:00:00,1526.6249757793837,1526.6249757793837,1526.6249757793837
2023-01-17 19:15:00,1526.6249757793837,1526.6249757793837,1526.6249757793837
2023-01-17 19:30:00,1519.0862404645584,1519.0862404645584,1519.0862404645584
2023-01-17 19:45:00,1509.6626838231186,1509.6626838231186,1509.6626838231186
2023-01-17 20:00:00,1498.3543058550642,1498.3543058550642,1498.3543058550642
2023-01-17 20:15:00,1473.8532785839736,1473.8532785839736,1473.8532785839736
2023-01-17 20:30:00,1451.237072639498,1451.237072639498,1451.237072639498
2023-01-17 20:45:00,1428.6203167033893,1428.6203167033893,1428.6203167033893
2023-01-17 21:00:00,1496.4700345200824,1496.4700345200824,1496.4700345200824
2023-01-17 21:15:00,1585.0516869462704,1585.0516869462704,1585.0516869462704
2023-01-17 21:30:00,1824.4113456187615,1824.4113456187615,1824.4113456187615
2023-01-17 21:45:00,2176.8547839717976,2176.8547839717976,2176.8547839717976
2023-01-17 22:00:00,2533.067864978062,2533.067864978062,2533.067864978062
2023-01-17 22:15:00,2915.666794582032,2915.666794582032,2915.666794582032
2023-01-17 22:30:00,3309.574102154056,3309.574102154056,3309.574102154056
2023-01-17 22:45:00,3673.4538708186674,3673.4538708186674,3673.4538708186674
2023-01-17 23:00:00,4042.8714067370224,4042.871406737022,4042.871406737022
2023-01-17 23:15:00,4406.98188637771,4406.98188637771,4406.98188637771
2023-01-17 23:30:00,4761.90007034467,4761.90007034467,4761.90007034467
2023-01-17 23:45:00,5030.352650438747,5030.352650438747,5030.352650438747
2023-01-18 00:00:00,5632.583486001351,5632.583486001351,5632.583486001351
2023-01-18 00:15:00,5736.231649822146,5736.231649822146,5736.231649822146
2023-01-18 00:30:00,5725.059586885817,5725.059586885817,5725.059586885817
2023-01-18 00:45:00,5730.849815905753,5730.849815905753,5730.849815905753
2023-01-18 01:00:00,5710.783473293664,5710.783473293664,5710.783473293664
2023-01-18 01:15:00,5674.900568946283,5674.900568946283,5674.900568946283
2023-01-18 01:30:00,5669.24610496644,5669.24610496644,5669.24610496644
2023-01-18 01:45:00,5663.592190978229,5663.592190978229,5663.592190978229
2023-01-18 02:00:00,5665.477012304844,5665.477012304844,5665.477012304844
2023-01-18 02:15:00,5665.477012304844,5665.477012304844,5665.477012304844
2023-01-18 02:30:00,5657.937726998384,5657.937726998384,5657.937726998384
2023-01-18 02:45:00,5639.090613715505,5639.090613715505,5639.090613715505
2023-01-18 03:00:00,5624.013143085856,5624.013143085856,5624.013143085856
2023-01-18 03:15:00,5597.626744496519,5597.626744496519,5597.626744496519
2023-01-18 03:30:00,5569.356074572197,5569.356074572197,5569.356074572197
2023-01-18 03:45:00,5563.702160583987,5563.702160583987,5563.702160583987
2023-01-18 04:00:00,5565.586981910602,5565.586981910602,5565.586981910602
2023-01-18 04:15:00,5582.5498238585,5582.5498238585,5582.5498238585
2023-01-18 04:30:00,5599.512115814764,5599.512115814764,5599.512115814764
2023-01-18 04:45:00,5612.705315109433,5612.705315109433,5612.705315109433
2023-01-18 05:00:00,5629.668157057333,5629.668157057333,5629.668157057333
2023-01-18 05:15:00,5640.976535025387,5640.976535025387,5640.976535025387
2023-01-18 05:30:00,5674.901668929549,5674.901668929549,5674.901668929549
2023-01-18 05:45:00,5718.250359475152,5718.250359475152,5718.250359475152
2023-01-18 06:00:00,5759.714228694141,5759.714228694141,5759.714228694141
2023-01-18 06:15:00,5774.791699323791,5774.791699323791,5774.791699323791
2023-01-18 06:30:00,5782.330434638617,5782.330434638617,5782.330434638617
2023-01-18 06:45:00,5778.560791985387,5778.560791985387,5778.560791985387
2023-01-18 07:00:00,5755.944036049278,5755.944036049278,5755.944036049278
2023-01-18 07:15:00,5729.558187451573,5729.558187451573,5729.558187451573
2023-01-18 07:30:00,5720.1340808185005,5720.1340808185005,5720.1340808185005
2023-01-18 07:45:00,5708.825702850447,5708.825702850447,5708.825702850447
2023-01-18 08:00:00,5722.018902145116,5722.018902145116,5722.018902145116
2023-01-18 08:15:00,5729.55763745994,5729.55763745994,5729.55763745994
2023-01-18 08:30:00,5722.018352153482,5722.018352153482,5722.018352153482
2023-01-18 08:45:00,5733.326730121536,5733.326730121536,5733.326730121536
2023-01-18 09:00:00,5755.943486057646,5755.943486057646,5755.943486057646
2023-01-18 09:15:00,5767.2518640257,5767.2518640257,5767.2518640257
2023-01-18 09:30:00,5723.903173480097,5723.903173480097,5723.903173480097
2023-01-18 09:45:00,5663.591640986595,5663.591640986595,5663.591640986595
2023-01-18 10:00:00,5593.857101843288,5593.857101843288,5593.857101843288
2023-01-18 10:15:00,5473.235136839551,5473.235136839551,5473.235136839551
2023-01-18 10:30:00,5352.612621844182,5352.612621844182,5352.612621844182
2023-01-18 10:45:00,5062.365537311262,5062.365537311262,5062.365537311262
2023-01-18 11:00:00,4640.187559814918,4640.187559814918,4640.187559814918
2023-01-18 11:15:00,4250.049894896123,4250.049894896123,4250.049894896123
2023-01-18 11:30:00,3825.9870960731646,3825.9870960731646,3825.9870960731646
2023-01-18 11:45:00,3392.5007406087675,3392.5007406087675,3392.5007406087675
2023-01-18 12:00:00,2962.784027797598,2962.784027797598,2962.784027797598
2023-01-18 12:15:00,2589.6092048267005,2589.6092048267005,2589.6092048267005
2023-01-18 12:30:00,2237.1663164652987,2237.1663164652987,2237.1663164652987
2023-01-18 12:45:00,1899.8008987335465,1899.8008987335465,1899.8008987335465
2023-01-18 13:00:00,1598.2454362325725,1598.2454362325725,1598.2454362325725
2023-01-18 13:15:00,1300.4596163848273,1300.4596163848273,1300.4596163848273
2023-01-18 13:30:00,1181.7219227160724,1181.7219227160724,1181.7219227160724
2023-01-18 13:45:00,1191.1454793575124,1191.1454793575124,1191.1454793575124
2023-01-18 14:00:00,1157.220895444982,1157.220895444982,1157.220895444982
2023-01-18 14:15:00,1145.9130674685607,1145.9130674685607,1145.9130674685607
2023-01-18 14:30:00,1145.9130674685607,1145.9130674685607,1145.9130674685607
2023-01-18 14:45:00,1144.028246141946,1144.028246141946,1144.028246141946
2023-01-18 15:00:00,1145.9125174769276,1145.9125174769276,1145.9125174769276
2023-01-18 15:15:00,1153.4512527917532,1153.4512527917532,1153.4512527917532
2023-01-18 15:30:00,1151.5664314651383,1151.5664314651383,1151.5664314651383
2023-01-18 15:45:00,1157.220345453349,1157.220345453349,1157.220345453349
2023-01-18 16:00:00,1177.9522800628433,1177.9522800628433,1177.9522800628433
2023-01-18 16:15:00,1204.3381286605484,1204.3381286605484,1204.3381286605484
2023-01-18 16:30:00,1206.2229499871628,1206.2229499871628,1206.2229499871628
2023-01-18 16:45:00,1245.8019978795369,1245.8019978795369,1245.8019978795369
2023-01-18 17:00:00,1285.3810457719105,1285.3810457719105,1285.3810457719105
2023-01-18 17:15:00,1321.1910010026886,1321.1910010026886,1321.1910010026886
2023-01-18 17:30:00,1358.8857775600811,1358.8857775600811,1358.8857775600811
2023-01-18 17:45:00,1396.5805541174734,1396.5805541174734,1396.5805541174734
2023-01-18 18:00:00,1428.6208666950224,1428.6208666950224,1428.6208666950224
2023-01-18 18:15:00,1456.8915366193417,1456.8915366193417,1456.8915366193417
2023-01-18 18:30:00,1471.9695572406251,1471.9695572406251,1471.9695572406251
2023-01-18 18:45:00,1477.623471228836,1477.623471228836,1477.623471228836
2023-01-18 19:00:00,1462.5460005991856,1462.5460005991856,1462.5460005991856
2023-01-18 19:15:00,1462.5460005991856,1462.5460005991856,1462.5460005991856
2023-01-18 19:30:00,1453.1224439577456,1453.1224439577456,1453.1224439577456
2023-01-18 19:45:00,1438.044423336462,1438.044423336462,1438.044423336462
2023-01-18 20:00:00,1426.7360453684078,1426.7360453684078,1426.7360453684078
2023-01-18 20:15:00,1409.7732034205092,1409.7732034205092,1409.7732034205092
2023-01-18 20:30:00,1396.5800041258403,1396.5800041258403,1396.5800041258403
2023-01-18 20:45:00,1392.8103614726115,1392.8103614726115,1392.8103614726115
2023-01-18 21:00:00,1481.3925638904323,1481.3925638904323,1481.3925638904323
2023-01-18 21:15:00,1598.2448862409394,1598.2448862409394,1598.2448862409394
2023-01-18 21:30:00,1894.1464347537028,1894.1464347537028,1894.1464347537028
2023-01-18 21:45:00,2269.206079051214,2269.206079051214,2269.206079051214
2023-01-18 22:00:00,2642.3809020221106,2642.3809020221106,2642.3809020221106
2023-01-18 22:15:00,3024.9792816344475,3024.9792816344475,3024.9792816344475
2023-01-18 22:30:00,3424.5405031946825,3424.5405031946825,3424.5405031946825
2023-01-18 22:45:00,3812.3598751224304,3812.3598751224304,3812.3598751224304
2023-01-18 23:00:00,4211.619692284861,4211.619692284861,4211.619692284861
2023-01-18 23:15:00,4610.905924442199,4610.905924442199,4610.905924442199
2023-01-18 23:30:00,4998.80453364676,4998.80453364676,4998.80453364676
2023-01-18 23:45:00,5315.241714651301,5315.241714651301,5315.241714651301
2023-01-19 00:00:00,5520.232049994945,5520.232049994945,5520.232049994945
2023-01-19 00:15:00,5614.649129554698,5614.649129554698,5614.649129554698
2023-01-19 00:30:00,5627.258556255958,5627.258556255958,5627.258556255958
2023-01-19 00:45:00,5639.841933041158,5639.841933041158,5639.841933041158
2023-01-19 01:00:00,5652.581601721333,5652.581601721333,5652.581601721333
2023-01-19 01:15:00,5654.169184328422,5654.169184328422,5654.169184328422
2023-01-19 01:30:00,5659.823098316632,5659.823098316632,5659.823098316632
2023-01-19 01:45:00,5648.514720348579,5648.514720348579,5648.514720348579
2023-01-19 02:00:00,5633.436699727296,5633.436699727296,5633.436699727296
2023-01-19 02:15:00,5620.2440504242595,5620.2440504242595,5620.2440504242595
2023-01-19 02:30:00,5593.858201826553,5593.858201826553,5593.858201826553
2023-01-19 02:45:00,5573.12626721706,5573.12626721706,5573.12626721706
2023-01-19 03:00:00,5575.010538552042,5575.010538552042,5575.010538552042
2023-01-19 03:15:00,5561.817339257373,5561.817339257373,5561.817339257373
2023-01-19 03:30:00,5563.702160583986,5563.702160583986,5563.702160583986
2023-01-19 03:45:00,5546.739318636088,5546.739318636088,5546.739318636088
2023-01-19 04:00:00,5533.546119341419,5533.546119341419,5533.546119341419
2023-01-19 04:15:00,5537.315761994648,5537.315761994648,5537.315761994648
2023-01-19 04:30:00,5535.430940668034,5535.430940668034,5535.430940668034
2023-01-19 04:45:00,5539.200583321263,5539.200583321263,5539.200583321263
2023-01-19 05:00:00,5558.047696604142,5558.047696604142,5558.047696604142
2023-01-19 05:15:00,5573.125167233794,5573.125167233794,5573.125167233794
2023-01-19 05:30:00,5607.050301137959,5607.050301137959,5607.050301137959
2023-01-19 05:45:00,5622.128321759241,5622.128321759241,5622.128321759241
2023-01-19 06:00:00,5650.39899168356,5650.39899168356,5650.39899168356
2023-01-19 06:15:00,5659.822548324998,5659.822548324998,5659.822548324998
2023-01-19 06:30:00,5674.900568946283,5674.900568946283,5674.900568946283
2023-01-19 06:45:00,5684.324125587723,5684.324125587723,5684.324125587723
2023-01-19 07:00:00,5680.5544829344935,5680.5544829344935,5680.5544829344935
2023-01-19 07:15:00,5699.4015962173735,5699.4015962173735,5699.4015962173735
2023-01-19 07:30:00,5714.479066847024,5714.479066847024,5714.479066847024
2023-01-19 07:45:00,5718.248159508621,5718.248159508621,5718.248159508621
2023-01-19 08:00:00,5729.556537476675,5729.556537476675,5729.556537476675
2023-01-19 08:15:00,5729.556537476675,5729.556537476675,5729.556537476675
2023-01-19 08:30:00,5722.017802161849,5722.017802161849,5722.017802161849
2023-01-19 08:45:00,5729.557087468307,5729.557087468307,5729.557087468307
2023-01-19 09:00:00,5742.750286762977,5742.750286762977,5742.750286762977
2023-01-19 09:15:00,5755.943486057646,5755.943486057646,5755.943486057646
2023-01-19 09:30:00,5727.672816133327,5727.672816133327,5727.672816133327
2023-01-19 09:45:00,5652.284363001808,5652.284363001808,5652.284363001808
2023-01-19 10:00:00,5552.394332607566,5552.394332607566,5552.394332607566
2023-01-19 10:15:00,5439.311102918655,5439.311102918655,5439.311102918655
2023-01-19 10:30:00,5301.726845958653,5301.726845958653,5301.726845958653
2023-01-19 10:45:00,4990.74782681624,4990.74782681624,4990.74782681624
2023-01-19 11:00:00,4570.454670646511,4570.454670646511,4570.454670646511
2023-01-19 11:15:00,4155.81542846499,4155.81542846499,4155.81542846499
2023-01-19 11:30:00,3739.291364956859,3739.291364956859,3739.291364956859
2023-01-19 11:45:00,3318.9976587954957,3318.9976587954957,3318.9976587954957
2023-01-19 12:00:00,2894.934859972538,2894.934859972538,2894.934859972538
2023-01-19 12:15:00,2517.990394348412,2517.990394348412,2517.990394348412
2023-01-19 12:30:00,2188.1637119314846,2188.1637119314846,2188.1637119314846
2023-01-19 12:45:00,1879.0689641240524,1879.0689641240524,1879.0689641240524
2023-01-19 13:00:00,1577.5135016230788,1577.5135016230788,1577.5135016230788
2023-01-19 13:15:00,1296.6894237399654,1296.6894237399654,1296.6894237399654
2023-01-19 13:30:00,1189.2601080392647,1189.2601080392647,1189.2601080392647
2023-01-19 13:45:00,1185.4904653860356,1185.4904653860356,1185.4904653860356
2023-01-19 14:00:00,1181.7208227328065,1181.7208227328065,1181.7208227328065
2023-01-19 14:15:00,1170.4124447647519,1170.4124447647519,1170.4124447647519
2023-01-19 14:30:00,1159.1046167883308,1159.1046167883308,1159.1046167883308
2023-01-19 14:45:00,1155.3349741351014,1155.3349741351014,1155.3349741351014
2023-01-19 15:00:00,1147.795688828643,1147.795688828643,1147.795688828643
2023-01-19 15:15:00,1138.3721321872033,1138.3721321872033,1138.3721321872033
2023-01-19 15:30:00,1121.4098402309382,1121.4098402309382,1121.4098402309382
2023-01-19 15:45:00,1113.871104916113,1113.871104916113,1113.871104916113
2023-01-19 16:00:00,1115.7559262427274,1115.7559262427274,1115.7559262427274
2023-01-19 16:15:00,1136.487860852222,1136.487860852222,1136.487860852222
2023-01-19 16:30:00,1170.4129947563852,1170.4129947563852,1170.4129947563852
2023-01-19 16:45:00,1204.3381286605484,1204.3381286605484,1204.3381286605484
2023-01-19 17:00:00,1238.2632625647118,1238.2632625647118,1238.2632625647118
2023-01-19 17:15:00,1274.0726678038563,1274.0726678038563,1274.0726678038563
2023-01-19 17:30:00,1311.7674443612486,1311.7674443612486,1311.7674443612486
2023-01-19 17:45:00,1341.922935612183,1341.922935612183,1341.922935612183
2023-01-19 18:00:00,1373.9632481897318,1373.9632481897318,1373.9632481897318
2023-01-19 18:15:00,1402.233918114051,1402.233918114051,1402.233918114051
2023-01-19 18:30:00,1428.619766711756,1428.619766711756,1428.619766711756
2023-01-19 18:45:00,1449.3517013212504,1449.3517013212504,1449.3517013212504
2023-01-19 19:00:00,1449.3517013212502,1449.3517013212502,1449.3517013212502
2023-01-19 19:15:00,1438.0433233531958,1438.0433233531958,1438.0433233531958
2023-01-19 19:30:00,1426.7349453851414,1426.7349453851414,1426.7349453851414
2023-01-19 19:45:00,1415.4265674170872,1415.4265674170872,1415.4265674170872
2023-01-19 20:00:00,1406.0030107756472,1406.0030107756472,1406.0030107756472
2023-01-19 20:15:00,1392.8098114809784,1392.8098114809784,1392.8098114809784
2023-01-19 20:30:00,1387.1558974927675,1387.1558974927675,1387.1558974927675
2023-01-19 20:45:00,1392.809811480978,1392.809811480978,1392.809811480978
2023-01-19 21:00:00,1487.0459278870096,1487.0459278870096,1487.0459278870096
2023-01-19 21:15:00,1602.0139789025354,1602.0139789025354,1602.0139789025354
2023-01-19 21:30:00,1879.068414132419,1879.068414132419,1879.068414132419
2023-01-19 21:45:00,2235.280945147051,2235.280945147051,2235.280945147051
2023-01-19 22:00:00,2566.992448890592,2566.992448890592,2566.992448890592
2023-01-19 22:15:00,2906.242687948959,2906.242687948959,2906.242687948959
2023-01-19 22:30:00,3256.80130497538,3256.80130497538,3256.80130497538
2023-01-19 22:45:00,3690.0074684213746,3690.0074684213746,3690.0074684213746
2023-01-19 23:00:00,4132.2017780249225,4132.2017780249225,4132.2017780249225
2023-01-19 23:15:00,4569.902014549694,4569.902014549694,4569.902014549694
2023-01-19 23:30:00,4989.191203961653,4989.191203961653,4989.191203961653
2023-01-19 23:45:00,5348.021708957157,5348.021708957157,5348.021708957157
2023-01-20 00:00:00,4766.069784202445,4766.069784202445,4766.069784202445
2023-01-20 00:15:00,4904.589630959664,4904.589630959664,4904.589630959664
2023-01-20 00:30:00,4982.365331640654,4982.365331640654,4982.365331640654
2023-01-20 00:45:00,5057.772537960462,5057.772537960462,5057.772537960462
2023-01-20 01:00:00,5155.126899278145,5155.126899278145,5155.126899278145
2023-01-20 01:15:00,5228.22156417885,5228.22156417885,5228.22156417885
2023-01-20 01:30:00,5224.452471517254,5224.452471517254,5224.452471517254
2023-01-20 01:45:00,5216.913186210796,5216.913186210796,5216.913186210796
2023-01-20 02:00:00,5224.451921525621,5224.451921525621,5224.451921525621
2023-01-20 02:15:00,5237.64512082029,5237.64512082029,5237.64512082029
2023-01-20 02:30:00,5209.37445089597,5209.37445089597,5209.37445089597
2023-01-20 02:45:00,5181.103780971651,5181.103780971651,5181.103780971651
2023-01-20 03:00:00,5169.795403003596,5169.795403003596,5169.795403003596
2023-01-20 03:15:00,5150.948289720716,5150.948289720716,5150.948289720716
2023-01-20 03:30:00,5139.639911752662,5139.639911752662,5139.639911752662
2023-01-20 03:45:00,5092.52157855383,5092.52157855383,5092.52157855383
2023-01-20 04:00:00,5090.636757227216,5090.636757227216,5090.636757227216
2023-01-20 04:15:00,5103.829956521885,5103.829956521885,5103.829956521885
2023-01-20 04:30:00,5115.13833448994,5115.13833448994,5115.13833448994
2023-01-20 04:45:00,5103.829956521885,5103.829956521885,5103.829956521885
2023-01-20 05:00:00,5081.213200585776,5081.213200585776,5081.213200585776
2023-01-20 05:15:00,5086.867114573987,5086.867114573987,5086.867114573987
2023-01-20 05:30:00,5115.137784498305,5115.137784498305,5115.137784498305
2023-01-20 05:45:00,5147.178097075855,5147.178097075855,5147.178097075855
2023-01-20 06:00:00,5162.2561176971385,5162.2561176971385,5162.2561176971385
2023-01-20 06:15:00,5181.103230980018,5181.103230980018,5181.103230980018
2023-01-20 06:30:00,5211.258722230951,5211.258722230951,5211.258722230951
2023-01-20 06:45:00,5205.6048082427415,5205.6048082427415,5205.6048082427415
2023-01-20 07:00:00,5175.448767000174,5175.448767000174,5175.448767000174
2023-01-20 07:15:00,5126.44616246636,5126.44616246636,5126.44616246636
2023-01-20 07:30:00,5120.792248478148,5120.792248478148,5120.792248478148
2023-01-20 07:45:00,5145.293275749241,5145.293275749241,5145.293275749241
2023-01-20 08:00:00,5158.486475043909,5158.486475043909,5158.486475043909
2023-01-20 08:15:00,5167.910031685349,5167.910031685349,5167.910031685349
2023-01-20 08:30:00,5147.178097075855,5147.178097075855,5147.178097075855
2023-01-20 08:45:00,5100.0597638770205,5100.0597638770205,5100.0597638770205
2023-01-20 09:00:00,5062.36498731963,5062.36498731963,5062.36498731963
2023-01-20 09:15:00,5024.67076075387,5024.67076075387,5024.67076075387
2023-01-20 09:30:00,4966.244049586983,4966.244049586983,4966.244049586983
2023-01-20 09:45:00,4851.275998571457,4851.275998571457,4851.275998571457
2023-01-20 10:00:00,4577.991205994803,4577.991205994803,4577.991205994803
2023-01-20 10:15:00,4201.046740370677,4201.046740370677,4201.046740370677
2023-01-20 10:30:00,3792.0619621690016,3792.0619621690016,3792.0619621690016
2023-01-20 10:45:00,3381.192362640713,3381.192362640713,3381.192362640713
2023-01-20 11:00:00,2955.2452924827735,2955.2452924827735,2955.2452924827735
2023-01-20 11:15:00,2548.14478561608,2548.14478561608,2548.14478561608
2023-01-20 11:30:00,2191.9322546014478,2191.9322546014478,2191.9322546014478
2023-01-20 11:45:00,1843.2584589016417,1843.2584589016417,1843.2584589016417
2023-01-20 12:00:00,1477.6223712455703,1477.6223712455703,1477.6223712455703
2023-01-20 12:15:00,1132.7182181989929,1132.7182181989929,1132.7182181989929
2023-01-20 12:30:00,859.4334256223381,859.4334256223381,859.4334256223381
2023-01-20 12:45:00,765.1973092163065,765.1973092163065,765.1973092163065
2023-01-20 13:00:00,744.4653746068121,744.4653746068121,744.4653746068121
2023-01-20 13:15:00,738.8114606186016,738.8114606186016,738.8114606186016
2023-01-20 13:30:00,742.5811032718308,742.5811032718308,742.5811032718308
2023-01-20 13:45:00,742.5811032718308,742.5811032718308,742.5811032718308
2023-01-20 14:00:00,735.0423679570055,735.0423679570055,735.0423679570055
2023-01-20 14:15:00,723.7339899889511,723.7339899889511,723.7339899889511
2023-01-20 14:30:00,704.8868767060716,704.8868767060716,704.8868767060716
2023-01-20 14:45:00,699.2324127262277,699.2324127262277,699.2324127262277
2023-01-20 15:00:00,697.3475913996131,697.3475913996131,697.3475913996131
2023-01-20 15:15:00,697.3475913996131,697.3475913996131,697.3475913996131
2023-01-20 15:30:00,693.5779487463839,693.5779487463839,693.5779487463839
2023-01-20 15:45:00,691.6931274197693,691.6931274197693,691.6931274197693
2023-01-20 16:00:00,687.9234847665402,687.9234847665402,687.9234847665402
2023-01-20 16:15:00,695.4622200813654,695.4622200813654,695.4622200813654
2023-01-20 16:30:00,729.3873539855286,729.3873539855286,729.3873539855286
2023-01-20 16:45:00,772.7360445311318,772.7360445311318,772.7360445311318
2023-01-20 17:00:00,823.6234703915602,823.6234703915602,823.6234703915602
2023-01-20 17:15:00,880.1653602318323,880.1653602318323,880.1653602318323
2023-01-20 17:30:00,938.5920713987192,938.5920713987192,938.5920713987192
2023-01-20 17:45:00,991.364318585762,991.364318585762,991.364318585762
2023-01-20 18:00:00,1046.0213870994196,1046.0213870994196,1046.0213870994196
2023-01-20 18:15:00,1081.8313423301975,1081.8313423301975,1081.8313423301975
2023-01-20 18:30:00,1121.4103902225716,1121.4103902225716,1121.4103902225716
2023-01-20 18:45:00,1159.1051667799638,1159.1051667799638,1159.1051667799638
2023-01-20 19:00:00,1185.4910153776689,1185.4910153776689,1185.4910153776689
2023-01-20 19:15:00,1181.7213727244393,1181.7213727244393,1181.7213727244393
2023-01-20 19:30:00,1170.4129947563852,1170.4129947563852,1170.4129947563852
2023-01-20 19:45:00,1140.257503505451,1140.257503505451,1140.257503505451
2023-01-20 20:00:00,1100.6784556130772,1100.6784556130772,1100.6784556130772
2023-01-20 20:15:00,1057.3297650674738,1057.3297650674738,1057.3297650674738
2023-01-20 20:30:00,1023.4046311633107,1023.4046311633108,1023.4046311633108
2023-01-20 20:45:00,993.2491399123767,993.2491399123768,993.2491399123768
2023-01-20 21:00:00,1059.2145863940887,1059.2145863940887,1059.2145863940887
2023-01-20 21:15:00,1140.257503505451,1140.257503505451,1140.257503505451
2023-01-20 21:30:00,1262.7642898358022,1262.7642898358022,1262.7642898358022
2023-01-20 21:45:00,1588.8213295994994,1588.8213295994994,1588.8213295994994
2023-01-20 22:00:00,1918.6480120164267,1918.6480120164267,1918.6480120164267
2023-01-20 22:15:00,2261.6678937280226,2261.6678937280226,2261.6678937280226
2023-01-20 22:30:00,2631.0736240373235,2631.0736240373235,2631.0736240373235
2023-01-20 22:45:00,2930.977445480274,2930.977445480274,2930.977445480274
2023-01-20 23:00:00,3255.9535565947926,3255.9535565947926,3255.9535565947926
2023-01-20 23:15:00,3601.893483669499,3601.893483669499,3601.893483669499
2023-01-20 23:30:00,3945.2702784097505,3945.2702784097505,3945.2702784097505
2023-01-20 23:45:00,4220.6481458198705,4220.6481458198705,4220.6481458198705
2023-01-21 00:00:00,5437.2231566017335,5437.2231566017335,5437.2231566017335
2023-01-21 00:15:00,5680.595407219493,5680.595407219493,5680.595407219493
2023-01-21 00:30:00,5677.262149790448,5677.262149790448,5677.262149790448
2023-01-21 00:45:00,5670.571818010308,5670.571818010308,5670.571818010308
2023-01-21 01:00:00,5659.517352224593,5659.517352224593,5659.517352224593
2023-01-21 01:15:00,5639.090063723873,5639.090063723873,5639.090063723873
2023-01-21 01:30:00,5705.055510205584,5705.055510205584,5705.055510205584
2023-01-21 01:45:00,5735.211001456519,5735.211001456519,5735.211001456519
2023-01-21 02:00:00,5729.556537476674,5729.556537476674,5729.556537476674
2023-01-21 02:15:00,5723.902623488464,5723.902623488464,5723.902623488464
2023-01-21 02:30:00,5689.9780395759335,5689.9780395759335,5689.9780395759335
2023-01-21 02:45:00,5669.24610496644,5669.24610496644,5669.24610496644
2023-01-21 03:00:00,5659.822548325,5659.822548325,5659.822548325
2023-01-21 03:15:00,5642.859706377101,5642.859706377101,5642.859706377101
2023-01-21 03:30:00,5622.127771767608,5622.127771767608,5622.127771767608
2023-01-21 03:45:00,5593.857101843288,5593.857101843288,5593.857101843288
2023-01-21 04:00:00,5573.125167233794,5573.125167233794,5573.125167233794
2023-01-21 04:15:00,5548.62358997107,5548.62358997107,5548.62358997107
